"","mean.relief","sd.relief","log.sponges","broad.macroalgae","broad.reef","distance.to.ramp","aspect","log.tpi","log.roughness","log.slope","depth","status","planned.or.exploratory"
"1",1,0.032,0,0,0,0,0,0.031,0.862,0.001,0.881,0.002,0.19
