"sample","latitude","longitude","date","time","site","location","successful.count","fov.Facing Up","fov.Limited","fov.Open","broad.Ascidians","broad.Bryozoa","broad.Consolidated","broad.Hydroids","broad.Macroalgae","broad.Octocoral/Black","broad.Seagrasses","broad.Sponges","broad.Stony corals","broad.True anemones","broad.Unconsolidated"
"IO290",-34.06868897,114.7188721,20201023,07:07:00,"C.IO.13","South-west","Yes",0,4.8780487804878,95.1219512195122,0,5.40540540540541,0,2.7027027027027,0,0,0,5.40540540540541,0,0,86.4864864864865
"IO302",-34.07118897,114.7238721,20201023,07:13:00,"C.IO.13","South-west","Yes",0,15,85,0,0,0,0,0,0,0,0,0,0,100
"IO113",-34.05868897,114.7388721,20201023,07:30:00,"C.IO.31","South-west","Yes",0,7.5,92.5,0,0,0,0,0,0,0,0,0,0,100
"IO115",-34.05368897,114.7363721,20201023,07:34:00,"C.IO.31","South-west","Yes",0,2.5,97.5,0,3.33333333333333,0,0,0,0,0,0,0,0,96.6666666666667
"IO280",-34.08868897,114.6738721,20201023,09:24:00,"C.IO.14","South-west","Yes",0,2.5,97.5,0,3.33333333333333,0,0,0,0,0,3.33333333333333,0,0,93.3333333333333
"IO105",-34.06368897,114.6688721,20201023,09:45:00,"C.IO.30","South-west","Yes",0,2.5,97.5,0,2.63157894736842,0,2.63157894736842,0,0,0,5.26315789473684,0,0,89.4736842105263
"IO107",-34.06368897,114.6763721,20201023,09:50:00,"C.IO.30","South-west","Yes",0,7.5,92.5,0,0,0,0,0,0,0,0,0,0,100
"IO108",-34.05118897,114.6688721,20201023,10:04:00,"C.IO.30","South-west","Yes",0,2.5,97.5,0,3.03030303030303,0,0,0,0,0,0,0,0,96.969696969697
"IO101",-34.07868897,114.8963721,20201029,10:10:00,"C.IO.39","South-west","Yes",0,12.8205128205128,87.1794871794872,0,0,7.69230769230769,0,73.0769230769231,0,0,7.69230769230769,0,0,11.5384615384615
"IO102",-34.07118897,114.9113721,20201029,10:26:00,"C.IO.2","South-west","Yes",0,2.56410256410256,97.4358974358974,0,2.7027027027027,10.8108108108108,0,27.027027027027,0,43.2432432432432,10.8108108108108,5.40540540540541,0,0
"IO216",-34.06118897,114.9163721,20201029,10:33:00,"C.IO.3","South-west","Yes",0,2.85714285714286,97.1428571428571,0,0,17.1428571428571,0,45.7142857142857,0,0,8.57142857142857,0,0,28.5714285714286
"IO355",-34.05473333,114.9111,20201029,10:38:00,"C.IO.3","South-west","Yes",0,7.5,92.5,0,0,10.5263157894737,0,10.5263157894737,0,0,0,0,0,78.9473684210526
"IO211",-34.05618897,114.9063721,20201029,10:42:00,"C.IO.3","South-west","Yes",0,12.5,87.5,0,0,0,0,33.3333333333333,0,57.5757575757576,9.09090909090909,0,0,0
"IOC05",-34.05394,114.899843,20201029,10:46:00,"C.IO.3","South-west","Yes",0,25,75,0,0,5.55555555555556,0,77.7777777777778,0,0,5.55555555555556,0,0,11.1111111111111
"FH33",-33.70868897,114.8263721,20201012,10:54:00,"C.FH.6","South-west",NA,0,5,95,0,0,10.5263157894737,0,36.8421052631579,0,0,5.26315789473684,0,0,47.3684210526316
"IO378",-33.99368897,114.6388721,20201023,12:04:00,"C.IO.26","South-west","Yes",0,7.5,92.5,0,8.33333333333333,0,0,0,0,0,2.77777777777778,0,0,88.8888888888889
"IO370",-33.99618897,114.6463721,20201023,12:10:00,"C.IO.26","South-west","Yes",0,10,90,0,2.94117647058824,0,0,0,0,0,5.88235294117647,0,0,91.1764705882353
"IO297",-34.10618897,114.7488721,20201022,12:21:00,"C.IO.11","South-west","Yes",0,2.5,97.5,0,0,0,0,0,0,0,0,0,0,100
"IO295",-34.10368897,114.7538721,20201022,12:25:00,"C.IO.11","South-west","Yes",0,7.5,92.5,0,0,0,0,0,0,0,0,0,0,100
"IO192",-33.98618897,114.6688721,20201023,12:36:00,"C.IO.40","South-west","Yes",0,7.5,92.5,0,3.125,0,0,0,0,0,0,0,0,96.875
"FH62",-33.75618897,114.8813721,20201017,11:17:00,"C.FH.8","South-west",NA,0,0,100,0,6.25,25,0,37.5,0,6.25,12.5,0,0,12.5
"FH87",-33.92868897,114.8938721,20201029,12:36:00,"C.FH.21","South-west","Yes",0,8.82352941176471,91.1764705882353,0,0,32,0,12,0,28,0,0,0,28
"FH14",-33.76618897,114.8713721,20201017,11:24:00,"C.FH.10","South-west",NA,0,0,100,0,0,5.88235294117647,0,35.2941176470588,0,0,5.88235294117647,0,0,52.9411764705882
"FH12",-33.91868897,114.8963721,20201029,12:46:00,"C.FH.21","South-west","Yes",0,7.5,92.5,0,0,6.66666666666667,0,60,0,13.3333333333333,6.66666666666667,0,0,13.3333333333333
"FH55",-33.92368897,114.9088721,20201029,12:52:00,"C.FH.20","South-west","Yes",0,2.5,97.5,0,0,0,0,2.94117647058824,0,0,2.94117647058824,0,0,94.1176470588235
"IO293",-34.08868897,114.7588721,20201022,12:55:00,"C.IO.12","South-west","Yes",0,5,95,0,14.8148148148148,0,11.1111111111111,0,7.40740740740741,0,0,0,0,66.6666666666667
"IO330",-34.08833333,114.7545,20201022,13:00:00,"C.IO.12","South-west","Yes",0,7.5,92.5,0,13.5135135135135,0,48.6486486486487,0,8.10810810810811,0,5.40540540540541,0,0,24.3243243243243
"FH109",-33.91618897,114.9088721,20201029,13:04:00,"C.FH.20","South-west","Yes",0,8.33333333333333,91.6666666666667,0,0,11.1111111111111,0,27.7777777777778,0,19.4444444444444,30.5555555555556,0,0,11.1111111111111
"IO291",-34.08368897,114.7488721,20201022,13:09:00,"C.IO.12","South-west","Yes",0,5,95,0,0,0,0,0,0,0,0,0,0,100
"IOC04",-34.08755,114.749265,20201022,13:16:00,"C.IO.12","South-west","Yes",0,2.5,97.5,0,2.94117647058824,0,0,0,0,0,0,0,0,97.0588235294118
"FH94",-33.90868897,114.9413721,20201029,14:36:00,"C.FH.18","South-west","Yes",0,0,100,0,8.82352941176471,0,0,14.7058823529412,0,2.94117647058824,26.4705882352941,0,0,47.0588235294118
"FH11",-33.89868897,114.9388721,20201029,14:48:00,"C.FH.18","South-west","Yes",0,7.5,92.5,0,3.57142857142857,7.14285714285714,0,3.57142857142857,0,0,21.4285714285714,0,0,64.2857142857143
"FH78",-33.89118897,114.9163721,20201029,14:56:00,"C.FH.17","South-west","Yes",0,12.5,87.5,0,0,11.5384615384615,0,0,0,0,0,0,0,88.4615384615385
"IO372",-34.00618897,114.6438721,20201023,11:53:00,"C.IO.26","South-west",NA,0,0,100,0,5,0,0,0,0,0,5,0,0,90
"FH67",-33.88868897,114.9238721,20201029,15:00:00,"C.FH.17","South-west","Yes",0,7.5,92.5,0,11.1111111111111,0,0,0,0,0,0,0,0,88.8888888888889
"FH72",-33.88868897,114.9288721,20201029,15:06:00,"C.FH.17","South-west","Yes",0,5,95,0,0,0,0,10.7142857142857,0,0,89.2857142857143,0,0,0
"FH35",-33.88368897,114.9313721,20201029,15:09:00,"C.FH.17","South-west","Yes",0,2.5,97.5,0,0,10,0,0,0,0,0,0,0,90
"FH82",-33.68618897,114.9238721,20201017,06:46:00,"C.FH.3","South-west","Yes",0,10.2564102564103,89.7435897435898,0,21.875,3.125,0,15.625,0,0,9.375,0,0,50
"IO228",-34.00368897,114.7938721,20201019,06:46:00,"C.IO.42","South-west","Yes",0,5,95,0,11.4285714285714,17.1428571428571,0,42.8571428571429,0,2.85714285714286,20,5.71428571428571,0,0
"FH50",-33.68118897,114.9313721,20201017,06:51:00,"C.FH.3","South-west","Yes",0,2.5,97.5,0,0,0,0,0,0,0,0,0,0,100
"IO379",-34.08368897,114.6813721,20201123,06:58:00,"C.IO.14","South-west","Yes",0,7.5,92.5,0,3.125,0,0,0,0,0,0,0,0,96.875
"IO49",-34.06118897,114.7063721,20201023,06:59:00,"C.IO.34","South-west","Yes",0,2.5,97.5,0,0,0,0,0,0,0,0,0,0,100
"FHC",-33.680718,114.965092,20201017,07:07:00,"C.FH.A","South-west","Yes",0,0,100,0,0,0,0,100,0,0,0,0,0,0
"IO273",-33.99868897,114.8213721,20201019,07:07:00,"C.IO.22","South-west","Yes",0,0,100,0,0,5.26315789473684,0,89.4736842105263,0,5.26315789473684,0,0,0,0
"IO328",-33.99356667,114.8213667,20201019,07:13:00,"C.IO.22","South-west","Yes",0,0,100,0,0,10.2564102564103,0,64.1025641025641,0,17.9487179487179,0,0,0,7.69230769230769
"IO329",-34.06481667,114.7266333,20201023,07:18:00,"C.IO.13","South-west","Yes",0,2.5,97.5,0,0,0,0,0,0,0,0,0,0,100
"IO117",-34.06368897,114.7388721,20201023,07:25:00,"C.IO.31","South-west","Yes",0,7.5,92.5,0,0,0,0,0,0,0,0,0,0,100
"IO363",-33.98618897,114.7513721,20201015,07:26:00,"C.IO.25","South-west","Yes",0,7.5,92.5,0,41.1764705882353,0,0,2.94117647058824,20.5882352941176,0,35.2941176470588,0,0,0
"FH71",-33.88368897,114.8188721,20201013,07:30:00,"C.FH.16","South-west","Yes",0,0,100,0,2.63157894736842,0,0,57.8947368421053,0,23.6842105263158,10.5263157894737,0,0,5.26315789473684
"IO59",-34.14118897,114.7663721,20201022,07:33:00,"C.IO.69","South-west","Yes",0,0,100,0,0,0,10,0,0,0,0,0,0,90
"IO276",-34.10118897,114.6363721,20201123,07:34:00,"C.IO.15","South-west","Yes",0,5,95,0,3.125,0,0,0,0,0,3.125,0,0,93.75
"IO153",-34.04618897,114.8888721,20201016,07:36:00,"C.IO.65","South-west","Yes",0,2.63157894736842,97.3684210526316,0,18.1818181818182,15.1515151515152,0,39.3939393939394,0,0,6.06060606060606,0,0,21.2121212121212
"IO377",-34.13868897,114.7588721,20201022,07:40:00,"C.IO.69","South-west","Yes",0,7.5,92.5,0,0,0,0,0,0,0,0,0,0,100
"FH79",-33.88618897,114.8088721,20201013,07:43:00,"C.FH.16","South-west","Yes",0,5,95,0,0,8.82352941176471,0,41.1764705882353,0,35.2941176470588,14.7058823529412,0,0,0
"FH24",-33.66868897,114.8438721,20201012,07:55:00,"C.FH.1","South-west",NA,0,2.5,97.5,0,0,2.85714285714286,0,31.4285714285714,0,0,2.85714285714286,0,0,62.8571428571429
"IO130",-33.98118897,114.8763721,20201013,12:24:00,"C.IO.37","South-west",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IO15",-34.06118897,114.8663721,20201016,07:59:00,"C.IO.35","South-west","Yes",0,2.5,97.5,0,0,0,0,39.3939393939394,0,57.5757575757576,0,0,0,3.03030303030303
"IO34",-34.06118897,114.8713721,20201016,08:02:00,"C.IO.35","South-west","Yes",0,0,100,0,0,20,0,64,0,16,0,0,0,0
"IO326",-34.00425,114.6892833,20201123,12:26:00,"C.IO.24","South-west",NA,0,0,100,0,0,0,0,0,0,0,10,0,0,90
"IO96",-34.13618897,114.7363721,20201022,08:06:00,"C.IO.68","South-west","Yes",0,2.5,97.5,0,0,0,0,0,0,0,0,0,0,100
"FH83",-33.91118897,114.8463721,20201013,08:13:00,"C.FH.19","South-west","Yes",0,7.5,92.5,0,5.88235294117647,5.88235294117647,0,44.1176470588235,0,0,2.94117647058824,0,0,41.1764705882353
"IO365",-34.02368897,114.7538721,20201015,08:23:00,"C.IO.23","South-west","Yes",0,0,100,0,50,0,11.7647058823529,5.88235294117647,0,0,32.3529411764706,0,0,0
"FHC01",-33.669869,114.809825,20201012,08:38:00,"C.FH.2","South-west","Yes",0,0,100,0,0,10,0,70,0,0,10,0,0,10
"IO189",-33.98868897,114.6638721,20201023,12:31:00,"C.IO.40","South-west",NA,0,0,100,0,5,0,0,0,0,0,0,0,0,95
"FH64",-33.70118897,114.9388721,20201017,08:56:00,"C.FH.5","South-west","Yes",0,5,95,0,0,0,0,0,0,0,0,0,0,100
"IO75",-34.03368897,114.8538721,20201019,09:10:00,"C.IO.60","South-west","Yes",0,8.57142857142857,91.4285714285714,0,0,16.6666666666667,0,40,0,33.3333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333
"IO74",-34.02868897,114.8513721,20201019,09:14:00,"C.IO.60","South-west","Yes",0,0,100,0,0,5.71428571428571,0,25.7142857142857,0,54.2857142857143,14.2857142857143,0,0,0
"FH28",-33.76368897,114.9338721,20201017,09:24:00,"C.FH.9","South-west","Yes",0,7.5,92.5,0,3.125,0,0,3.125,0,0,0,0,0,93.75
"FH46",-33.76618897,114.9288721,20201017,09:28:00,"C.FH.9","South-west","Yes",0,7.5,92.5,0,0,0,0,16.6666666666667,0,0,3.33333333333333,0,0,80
"IO299",-34.08118897,114.6763721,20201023,09:32:00,"C.IO.14","South-west","Yes",0,2.5,97.5,0,2.94117647058824,0,0,0,0,0,0,0,0,97.0588235294118
"IO66",-34.01618897,114.8813721,20201019,09:36:00,"C.IO.19","South-west","Yes",0,2.56410256410256,97.4358974358974,0,12.8205128205128,5.12820512820513,0,43.5897435897436,0,15.3846153846154,10.2564102564103,0,0,12.8205128205128
"IO298",-34.07618897,114.6713721,20201023,09:39:00,"C.IO.14","South-west","Yes",0,2.5,97.5,0,2.56410256410256,0,0,0,0,0,0,0,0,97.4358974358974
"FH23",-33.94618897,114.8288721,20201013,09:51:00,"C.FH.22","South-west","Yes",0,17.5,82.5,0,0,26.6666666666667,0,6.66666666666667,0,36.6666666666667,0,0,0,30
"IO199",-34.08618897,114.8613721,20201016,09:51:00,"C.IO.6","South-west","Yes",0,2.5,97.5,0,0,13.8888888888889,0,58.3333333333333,0,16.6666666666667,2.77777777777778,5.55555555555556,0,2.77777777777778
"IO195",-34.09368897,114.8588721,20201016,09:57:00,"C.IO.6","South-west","Yes",0,5,95,0,0,5.40540540540541,0,40.5405405405405,0,21.6216216216216,0,0,0,32.4324324324324
"IO109",-34.05618897,114.6738721,20201023,09:57:00,"C.IO.30","South-west","Yes",0,5,95,0,0,0,0,0,0,0,0,0,0,100
"FH40",-33.92368897,114.8888721,20201029,12:40:00,"C.FH.21","South-west",NA,0,0,100,0,0,5,0,35,0,0,10,0,0,50
"FH113",-33.72368897,114.7963721,20201012,12:41:00,"C.FH.7","South-west",NA,0,0,100,0,0,16.6666666666667,0,33.3333333333333,0,38.8888888888889,5.55555555555556,0,0,5.55555555555556
"IO311",-34.05618897,114.7688721,20201015,10:03:00,"C.IO.8","South-west","Yes",0,2.5,97.5,0,46.6666666666667,6.66666666666667,16.6666666666667,6.66666666666667,6.66666666666667,0,13.3333333333333,0,0,3.33333333333333
"FH77",-33.99618897,114.8763721,20201013,12:42:00,"C.FH.24","South-west",NA,0,0,100,0,0,0,0,94.1176470588235,0,0,0,0,0,5.88235294117647
"IO349",-34.02368897,114.5963721,20201123,10:03:00,"C.IO.27","South-west","Yes",0,2.5,97.5,0,5.55555555555556,0,2.77777777777778,0,0,0,5.55555555555556,0,0,86.1111111111111
"FH2",-33.91868897,114.8913721,20201029,12:43:00,"C.FH.21","South-west",NA,0,0,100,0,0,0,0,0,0,100,0,0,0,0
"IO310",-34.05868897,114.7738721,20201015,10:06:00,"C.IO.8","South-west","Yes",0,0,100,0,8.33333333333333,8.33333333333333,0,2.77777777777778,0,0,13.8888888888889,0,0,66.6666666666667
"IO308",-34.11118897,114.7288721,20201022,10:06:00,"C.IO.9","South-west","Yes",0,7.5,92.5,0,2.85714285714286,0,0,0,0,0,2.85714285714286,0,0,94.2857142857143
"IO92",-34.09868897,114.8863721,20201016,10:16:00,"C.IO.52","South-west","Yes",0,2.5,97.5,0,3.03030303030303,24.2424242424242,0,54.5454545454545,0,15.1515151515152,3.03030303030303,0,0,0
"IO146",-33.97618897,114.8213721,20201013,10:17:00,"C.IO.33","South-west","Yes",0,12.8205128205128,87.1794871794872,0,0,41.1764705882353,0,23.5294117647059,0,8.82352941176471,2.94117647058824,0,0,23.5294117647059
"IO119",-34.07618897,114.9038721,20201029,10:17:00,"C.IO.39","South-west","Yes",0,2.5,97.5,0,3.03030303030303,12.1212121212121,0,63.6363636363636,0,0,21.2121212121212,0,0,0
"IO235",-34.06618897,114.9138721,20201016,12:49:00,"C.IO.2","South-west",NA,0,0,100,0,0,22.2222222222222,0,16.6666666666667,0,0,5.55555555555556,0,0,55.5555555555556
"IO100",-34.07618897,114.9088721,20201029,10:21:00,"C.IO.39","South-west","Yes",0,5.26315789473684,94.7368421052632,0,5.88235294117647,11.7647058823529,0,52.9411764705882,0,0,8.82352941176471,0,0,20.5882352941176
"IO36",-34.10368897,114.7188721,20201022,10:23:00,"C.IO.55","South-west","Yes",0,7.5,92.5,0,0,0,0,0,0,0,0,0,0,100
"IO147",-33.98118897,114.8313721,20201013,10:28:00,"C.IO.33","South-west","Yes",0,0,100,0,2.85714285714286,5.71428571428571,0,74.2857142857143,0,2.85714285714286,11.4285714285714,0,0,2.85714285714286
"FH15",-33.68868897,114.8063721,20201012,10:29:00,"C.FH.4","South-west","Yes",0,5,95,0,0,0,0,0,0,0,0,0,0,100
"IO306",-34.10118897,114.7338721,20201022,10:29:00,"C.IO.10","South-west","Yes",0,2.56410256410256,97.4358974358974,0,0,0,0,0,0,0,0,0,0,100
"IO148",-34.01118897,114.5963721,20201123,10:31:00,"C.IO.46","South-west","Yes",0,5,95,0,2.77777777777778,0,0,0,0,0,0,0,0,97.2222222222222
"FH30",-33.75118897,114.8888721,20201017,11:12:00,"C.FH.8","South-west","Yes",0,7.5,92.5,0,0,0,0,93.5483870967742,0,0,0,0,0,6.45161290322581
"FHC02",-33.72358,114.813293,20201012,11:13:00,"C.FH.6","South-west","Yes",0,0,100,0,0,54.1666666666667,0,20.8333333333333,0,25,0,0,0,0
"FH93",-33.77618897,114.8688721,20201017,11:33:00,"C.FH.10","South-west","Yes",0,5,95,0,0,5.40540540540541,0,0,0,70.2702702702703,24.3243243243243,0,0,0
"IO244",-34.00368897,114.9063721,20201019,11:35:00,"C.IO.47","South-west","Yes",0,8.57142857142857,91.4285714285714,0,0,21.7391304347826,0,56.5217391304348,0,0,8.69565217391304,0,0,13.0434782608696
"IO260",-33.97118897,114.9163721,20201019,11:55:00,"C.IO.20","South-west","Yes",0,5.26315789473684,94.7368421052632,0,0,14.2857142857143,0,40,0,14.2857142857143,22.8571428571429,0,0,8.57142857142857
"IO324",-34.00006,114.639778,20201023,11:59:00,"C.IO.26","South-west","Yes",0,2.5,97.5,0,5.88235294117647,0,0,0,0,0,0,0,0,94.1176470588235
"IO259",-33.96868897,114.9213721,20201019,12:00:00,"C.IO.20","South-west","Yes",0,5.40540540540541,94.5945945945946,0,6.45161290322581,22.5806451612903,0,25.8064516129032,0,0,38.7096774193548,0,0,6.45161290322581
"IO254",-34.01868897,114.6963721,20201123,12:10:00,"C.IO.49","South-west","Yes",0,5,95,0,5.55555555555556,0,8.33333333333333,0,0,0,2.77777777777778,0,0,83.3333333333333
"IO5",-34.08868897,114.7763721,20201015,12:12:00,"C.IO.43","South-west","Yes",0,5,95,0,0,0,3.44827586206897,0,0,0,0,0,0,96.551724137931
"IO134",-33.98368897,114.8613721,20201013,12:14:00,"C.IO.37","South-west","Yes",0,5.12820512820513,94.8717948717949,0,0,6.45161290322581,0,61.2903225806452,0,12.9032258064516,9.67741935483871,0,0,9.67741935483871
"IO191",-33.99868897,114.6713721,20201023,12:20:00,"C.IO.40","South-west","Yes",0,2.5,97.5,0,8.10810810810811,0,2.7027027027027,0,0,0,2.7027027027027,0,0,86.4864864864865
"IO236",-34.08118897,114.9238721,20201016,12:22:00,"C.IO.1","South-west","Yes",0,0,100,0,3.03030303030303,36.3636363636364,0,30.3030303030303,0,0,15.1515151515152,0,0,15.1515151515152
"IO194",-33.99618897,114.6638721,20201023,12:24:00,"C.IO.40","South-west","Yes",0,0,100,0,10,0,0,0,0,0,0,0,0,90
"FH111",-33.98618897,114.8788721,20201013,12:28:00,"C.FH.24","South-west","Yes",0,2.5,97.5,0,0,5.40540540540541,0,29.7297297297297,0,8.10810810810811,0,0,0,56.7567567567568
"IO331",-34.0984,114.75005,20201022,12:30:00,"C.IO.11","South-west","Yes",0,5,95,0,0,0,0,0,0,0,0,0,0,100
"IO126",-34.11368897,114.8188721,20201015,12:31:00,"C.IO.59","South-west","Yes",0,2.85714285714286,97.1428571428571,0,10.8108108108108,18.9189189189189,0,54.0540540540541,0,10.8108108108108,5.40540540540541,0,0,0
"IO275",-34.09868897,114.6463721,20201123,14:38:00,"C.IO.15","South-west",NA,0,0,100,0,0,0,0,0,0,0,0,0,0,100
"IO71",-34.00368897,114.6988721,20201123,12:31:00,"C.IO.41","South-west","Yes",0,2.5,97.5,0,2.7027027027027,0,0,0,0,0,0,0,0,97.2972972972973
"FH8",-33.72368897,114.8013721,20201012,12:34:00,"C.FH.7","South-west","Yes",0,7.5,92.5,0,0,6.45161290322581,0,48.3870967741936,0,32.258064516129,9.67741935483871,0,0,3.2258064516129
"IO122",-34.11618897,114.8263721,20201015,12:35:00,"C.IO.59","South-west","Yes",0,7.69230769230769,92.3076923076923,0,0,6.66666666666667,0,73.3333333333333,0,6.66666666666667,0,0,0,13.3333333333333
"IO356",-34.06956667,114.9184667,20201016,12:39:00,"C.IO.2","South-west","Yes",0,2.56410256410256,97.4358974358974,0,0,28.5714285714286,2.85714285714286,31.4285714285714,0,0,8.57142857142857,0,0,28.5714285714286
"IO217",-34.06618897,114.9188721,20201016,12:43:00,"C.IO.2","South-west","Yes",0,2.5,97.5,0,0,10.8108108108108,0,10.8108108108108,0,0,2.7027027027027,0,0,75.6756756756757
"IO313",-34.09618897,114.7563721,20201022,12:47:00,"C.IO.11","South-west","Yes",0,5,95,0,0,0,0,0,0,0,0,0,0,100
"IO133",-33.99118897,114.8663721,20201013,12:50:00,"C.IO.37","South-west","Yes",0,0,100,0,3.03030303030303,0,0,48.4848484848485,0,45.4545454545455,3.03030303030303,0,0,0
"FH84",-33.73368897,114.7988721,20201012,12:50:00,"C.FH.7","South-west","Yes",0,7.5,92.5,0,0,28.5714285714286,0,28.5714285714286,0,14.2857142857143,3.57142857142857,0,0,25
"FH85",-33.92618897,114.9138721,20201029,12:55:00,"C.FH.20","South-west","Yes",0,5,95,0,0,0,0,38.0952380952381,0,0,19.047619047619,0,0,42.8571428571429
"FH49",-33.92118897,114.9163721,20201029,13:00:00,"C.FH.20","South-west","Yes",0,2.56410256410256,97.4358974358974,0,6.25,12.5,0,43.75,0,0,28.125,0,0,9.375
"IO294",-34.08368897,114.7538721,20201022,13:04:00,"C.IO.12","South-west","Yes",0,2.4390243902439,97.5609756097561,0,15.7894736842105,0,0,0,0,0,7.89473684210526,0,0,76.3157894736842
"FH21",-33.79368897,114.8088721,20201012,13:26:00,"C.FH.12","South-west","Yes",0,2.5,97.5,0,0,27.027027027027,0,43.2432432432432,0,13.5135135135135,10.8108108108108,0,0,5.40540540540541
"IO354",-34.06605,114.84,20201015,14:29:00,"C.IO.4","South-west","Yes",0,2.56410256410256,97.4358974358974,0,0,12.8205128205128,0,43.5897435897436,0,41.025641025641,0,0,0,2.56410256410256
"IO226",-34.06368897,114.8438721,20201015,14:32:00,"C.IO.4","South-west","Yes",0,5,95,0,0,9.67741935483871,0,58.0645161290323,0,0,3.2258064516129,0,0,29.0322580645161
"IO220",-34.05618897,114.8438721,20201015,14:39:00,"C.IO.5","South-west","Yes",0,7.5,92.5,0,0,6.66666666666667,0,90,0,0,0,0,0,3.33333333333333
"FH66",-33.90618897,114.9363721,20201029,14:40:00,"C.FH.18","South-west","Yes",0,10,90,0,0,0,0,29.6296296296296,0,59.2592592592593,11.1111111111111,0,0,0
"FH39",-33.90368897,114.9313721,20201029,14:44:00,"C.FH.18","South-west","Yes",0,0,100,0,3.2258064516129,3.2258064516129,0,51.6129032258064,0,0,19.3548387096774,0,3.2258064516129,19.3548387096774
"FH110",-33.80868897,114.8213721,20201012,15:06:00,"C.FH.13","South-west","Yes",0,5,95,0,0,19.2307692307692,0,7.69230769230769,0,0,26.9230769230769,0,0,46.1538461538462
"FH17",-33.83368897,114.8763721,20201012,15:35:00,"C.FH.14","South-west","Yes",0,5,95,0,0,2.85714285714286,0,48.5714285714286,0,0,11.4285714285714,0,0,37.1428571428571
"FH92",-33.84368897,114.8713721,20201012,15:47:00,"C.FH.14","South-west","Yes",0,0,100,0,6.06060606060606,6.06060606060606,0,48.4848484848485,0,24.2424242424242,0,0,0,15.1515151515152
