"","new.names","archetype","prob","sp.names"
"1","spp1","Archetype1",0.999999995181355,"Acanthaluteres brownii"
"2","spp4","Archetype1",0.999999935655043,"Anoplocapros lenticularis"
"3","spp7","Archetype1",1,"Bathytoshia brevicaudata"
"4","spp13","Archetype1",1,"Centroberyx gerrardi"
"5","spp14","Archetype1",1,"Centroberyx lineatus"
"6","spp19","Archetype1",1,"Chrysophrys auratus"
"7","spp20","Archetype1",1,"Coris auricularis"
"8","spp22","Archetype1",1,"Enoplosus armatus"
"9","spp23","Archetype1",1,"Epinephelides armatus"
"10","spp25","Archetype1",1,"Furgaleus macki"
"11","spp27","Archetype1",0.999999565615165,"Gerres subfasciatus"
"12","spp32","Archetype1",1,"Latropiscis purpurissatus"
"13","spp34","Archetype1",1,"Meuschenia freycineti"
"14","spp37","Archetype1",1,"Meuschenia scaber"
"15","spp39","Archetype1",1,"Mustelus antarcticus"
"16","spp41","Archetype1",1,"Neatypus obliquus"
"17","spp42","Archetype1",1,"Nelusetta ayraud"
"18","spp43","Archetype1",1,"Nemadactylus valenciennesi"
"19","spp44","Archetype1",1,"Neosebastes bougainvillii"
"20","spp46","Archetype1",1,"Neosebastes pandus"
"21","spp49","Archetype1",1,"Oplegnathus woodwardi"
"22","spp50","Archetype1",1,"Parapercis haackei"
"23","spp51","Archetype1",1,"Parapercis ramsayi"
"24","spp52","Archetype1",0.738441716104911,"Parascyllium variolatum"
"25","spp56","Archetype1",1,"Parupeneus chrysopleuron"
"26","spp59","Archetype1",1,"Pseudocaranx spp"
"27","spp65","Archetype1",1,"Seriola hippos"
"28","spp66","Archetype1",1,"Sillago spp"
"29","spp70","Archetype1",0.99985163479987,"Squalus spp"
"30","spp71","Archetype1",1,"Suezichthys bifurcatus"
"31","spp72","Archetype1",1,"Tilodon sexfasciatus"
"32","spp76","Archetype1",1,"Trygonorrhina dumerilii"
"33","spp78","Archetype1",0.999999999999091,"Urolophus circularis"
"34","spp5","Archetype2",0.999970473723726,"Asymbolus occiduus"
"35","spp10","Archetype2",0.999935713181145,"Callanthias australis"
"36","spp12","Archetype2",0.999988786783021,"Centroberyx australis"
"37","spp26","Archetype2",0.999979360246655,"Gerres sp1"
"38","spp45","Archetype2",0.99926100441308,"Neosebastes nigropunctatus"
"39","spp53","Archetype2",0.999987091836971,"Parequula elongata"
"40","spp58","Archetype2",0.999976486958523,"Pristiophorus cirratus"
"41","spp61","Archetype2",0.999474469806707,"Pterygotrigla polyommata"
"42","spp69","Archetype2",0.999980695590075,"Squalus sp1"
"43","spp74","Archetype2",0.99997970595646,"Trachurus declivis"
"44","spp2","Archetype3",0.997568448708887,"Acanthaluteres vittiger"
"45","spp3","Archetype3",0.984054461208195,"Achoerodus gouldii"
"46","spp6","Archetype3",0.999859721990049,"Austrolabrus maculatus"
"47","spp8","Archetype3",0.995152867261561,"Bodianus frenchii"
"48","spp9","Archetype3",0.998919070534771,"Caesioperca rasor"
"49","spp11","Archetype3",0.998824620374684,"Carcharhinus brevipinna"
"50","spp15","Archetype3",0.993123940563988,"Chelmonops curiosus"
"51","spp16","Archetype3",0.999327667707534,"Choerodon rubescens"
"52","spp17","Archetype3",0.99999811592245,"Chromis klunzingeri"
"53","spp18","Archetype3",0.999312345344101,"Chromis westaustralis"
"54","spp21","Archetype3",0.998802778446293,"Dinolestes lewini"
"55","spp24","Archetype3",0.998767976306281,"Eupetrichthys angustipes"
"56","spp28","Archetype3",0.718798072483075,"Glaucosoma hebraicum"
"57","spp29","Archetype3",0.999845252663446,"Heterodontus portusjacksoni"
"58","spp30","Archetype3",0.998641191442899,"Hypoplectrodes nigroruber"
"59","spp31","Archetype3",0.998586696264768,"Kyphosus sydneyanus"
"60","spp33","Archetype3",0.999287814204023,"Meuschenia flavolineata"
"61","spp35","Archetype3",0.998300777357445,"Meuschenia galii"
"62","spp36","Archetype3",0.998733310662048,"Meuschenia hippocrepis"
"63","spp38","Archetype3",0.998797287579236,"Meuschenia venusta"
"64","spp40","Archetype3",0.997841243144577,"Myliobatis tenuicaudatus"
"65","spp47","Archetype3",0.998989119352951,"Notolabrus parilus"
"66","spp48","Archetype3",0.999999994191057,"Ophthalmolepis lineolatus"
"67","spp54","Archetype3",0.991102644271028,"Parequula melbournensis"
"68","spp55","Archetype3",0.998756558202286,"Parma bicolor"
"69","spp57","Archetype3",0.999060630907659,"Pempheris klunzingeri"
"70","spp60","Archetype3",0.999998952297213,"Pseudolabrus biserialis"
"71","spp62","Archetype3",0.999820576019101,"Scobinichthys granulatus"
"72","spp63","Archetype3",0.999050798012821,"Scorpis aequipinnis"
"73","spp64","Archetype3",0.999078063822445,"Scorpis georgiana"
"74","spp67","Archetype3",0.999229125761617,"Siphonognathus caninis"
"75","spp68","Archetype3",0.998889769731151,"Sphyraena novaehollandiae"
"76","spp73","Archetype3",0.998807740730855,"Trachinops noarlungae"
"77","spp75","Archetype3",0.999536486563226,"Trygonoptera ovalis"
"78","spp77","Archetype3",0.997009497926912,"Upeneichthys vlamingii"
