"","sample","campaignid.x","family","unique.name","genus","full.name","species","maxn","campaignid.y","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","deployment","cluster","notes"
"173","21","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"174","21","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"175","21","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",29,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"176","21","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"177","21","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",2,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"178","21","2020-06_south-west_stereo-BRUVs","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"179","22","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",2,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"180","22","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",15,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"181","22","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",4,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"182","22","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"183","22","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia freycineti","Meuschenia","Meuschenia freycineti","freycineti",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"184","22","2020-06_south-west_stereo-BRUVs","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"185","22","2020-06_south-west_stereo-BRUVs","Nemipteridae","Nemipteridae Pentapodus vitta","Pentapodus","Pentapodus vitta","vitta",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"186","22","2020-06_south-west_stereo-BRUVs","Platycephalidae","Platycephalidae Platycephalus spp","Platycephalus","Platycephalus spp","spp",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"187","22","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",2,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"188","22","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",10,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"189","22","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Tilodon sexfasciatus","Tilodon","Tilodon sexfasciatus","sexfasciatus",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"190","22","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",8,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"191","22","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",2,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"192","22","2020-06_south-west_stereo-BRUVs","Urolophidae","Urolophidae Urolophus circularis","Urolophus","Urolophus circularis","circularis",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"193","22","2020-06_south-west_stereo-BRUVs","Unknown","Unknown Unknown spp","Unknown","Unknown spp","spp",1,"2020-06_south-west_stereo-BRUVs",-34.126271,114.819552,20200603,"08:32","South-west","No-take",NA,51.9,"Hayley",NA,NA,"Jun-20","c8","no"
"194","23","2020-06_south-west_stereo-BRUVs","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"195","23","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"196","23","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",6,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"197","23","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",4,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"198","23","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Acanthaluteres brownii","Acanthaluteres","Acanthaluteres brownii","brownii",1,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"199","23","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"200","23","2020-06_south-west_stereo-BRUVs","Nemipteridae","Nemipteridae Pentapodus vitta","Pentapodus","Pentapodus vitta","vitta",1,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"201","23","2020-06_south-west_stereo-BRUVs","Odacidae","Odacidae Siphonognathus caninis","Siphonognathus","Siphonognathus caninis","caninis",1,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"202","23","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",26,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"203","23","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",31,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"204","23","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",3,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"205","23","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",2,"2020-06_south-west_stereo-BRUVs",-34.124217,114.817017,20200603,"08:38","South-west","No-take",NA,51.3,"Hayley",NA,NA,"Jun-20","c8","no"
"206","24","2020-06_south-west_stereo-BRUVs","Berycidae","Berycidae Centroberyx lineatus","Centroberyx","Centroberyx lineatus","lineatus",2,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"207","24","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"208","24","2020-06_south-west_stereo-BRUVs","Glaucosomatidae","Glaucosomatidae Glaucosoma hebraicum","Glaucosoma","Glaucosoma hebraicum","hebraicum",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"209","24","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Bodianus frenchii","Bodianus","Bodianus frenchii","frenchii",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"210","24","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",8,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"211","24","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",4,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"212","24","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia flavolineata","Meuschenia","Meuschenia flavolineata","flavolineata",2,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"213","24","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"214","24","2020-06_south-west_stereo-BRUVs","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",2,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"215","24","2020-06_south-west_stereo-BRUVs","Pempherididae","Pempherididae Pempheris multiradiata","Pempheris","Pempheris multiradiata","multiradiata",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"216","24","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",23,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"217","24","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",32,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"218","24","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",3,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"219","24","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",2,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"220","24","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"221","24","2020-06_south-west_stereo-BRUVs","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"222","24","2020-06_south-west_stereo-BRUVs","Unknown","Unknown Unknown spp","Unknown","Unknown spp","spp",8,"2020-06_south-west_stereo-BRUVs",-34.118739,114.826402,20200603,"08:47","South-west","No-take",NA,49.8,"Hayey",NA,NA,"Jun-20","c7","no"
"223","25","2020-06_south-west_stereo-BRUVs","Carcharhinidae","Carcharhinidae Carcharhinus brevipinna","Carcharhinus","Carcharhinus brevipinna","brevipinna",1,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"224","25","2020-06_south-west_stereo-BRUVs","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"225","25","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",54,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"226","25","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",1,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"227","25","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",2,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"228","25","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",4,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"229","25","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",18,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"230","25","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Tilodon sexfasciatus","Tilodon","Tilodon sexfasciatus","sexfasciatus",1,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"231","25","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",20,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"232","25","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",1,"2020-06_south-west_stereo-BRUVs",-34.116829,114.828432,20200603,"08:54","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"233","26","2020-06_south-west_stereo-BRUVs","Chaetodontidae","Chaetodontidae Chelmonops curiosus","Chelmonops","Chelmonops curiosus","curiosus",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"234","26","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"235","26","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Bodianus frenchii","Bodianus","Bodianus frenchii","frenchii",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"236","26","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"237","26","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"238","26","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",6,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"239","26","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia flavolineata","Meuschenia","Meuschenia flavolineata","flavolineata",2,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"240","26","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"241","26","2020-06_south-west_stereo-BRUVs","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"242","26","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",14,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"243","26","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis westaustralis","Chromis","Chromis westaustralis","westaustralis",4,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"244","26","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Parma bicolor","Parma","Parma bicolor","bicolor",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"245","26","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",34,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"246","26","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",17,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"247","26","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",2,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"248","26","2020-06_south-west_stereo-BRUVs","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"249","26","2020-06_south-west_stereo-BRUVs","Unknown","Unknown Unknown spp","Unknown","Unknown spp","spp",1,"2020-06_south-west_stereo-BRUVs",-34.120881,114.828907,20200603,"09:02","South-west","No-take",NA,48.4,"Hayley",NA,NA,"Jun-20","c7","no"
"250","27","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"251","27","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",61,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"252","27","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",2,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"253","27","2020-06_south-west_stereo-BRUVs","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"254","27","2020-06_south-west_stereo-BRUVs","Platycephalidae","Platycephalidae Platycephalus spp","Platycephalus","Platycephalus spp","spp",1,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"255","27","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",16,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"256","27","2020-06_south-west_stereo-BRUVs","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.121824,114.832898,20200603,"10:19","South-west","No-take",NA,47.8,"Hayley",NA,NA,"Jun-20","c7","no"
"257","28","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",106,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
"258","28","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Notolabrus parilus","Notolabrus","Notolabrus parilus","parilus",1,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
"259","28","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",4,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
"260","28","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",8,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
"261","28","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
"262","28","2020-06_south-west_stereo-BRUVs","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
"263","28","2020-06_south-west_stereo-BRUVs","Odacidae","Odacidae Siphonognathus caninis","Siphonognathus","Siphonognathus caninis","caninis",1,"2020-06_south-west_stereo-BRUVs",-34.112916,114.852137,20200603,"10:27","South-west","No-take",NA,44.7,"Hayley",NA,NA,"Jun-20","c6","no"
