"","sample","campaignid.x","family","unique.name","genus","full.name","species","maxn","campaignid.y","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","deployment","cluster","notes"
"84","15","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"85","15","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Choerodon rubescens","Choerodon","Choerodon rubescens","rubescens",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"86","15","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",6,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"87","15","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",4,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"88","15","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",9,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"89","15","2020-06_south-west_stereo-BRUVs","Muraenidae","Muraenidae Gymnothorax prasinus","Gymnothorax","Gymnothorax prasinus","prasinus",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"90","15","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"91","15","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Scorpis aequipinnis","Scorpis","Scorpis aequipinnis","aequipinnis",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"92","15","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca rasor","Caesioperca","Caesioperca rasor","rasor",2,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"93","15","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"94","15","2020-06_south-west_stereo-BRUVs","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"95","15","2020-06_south-west_stereo-BRUVs","Triakidae","Triakidae Mustelus antarcticus","Mustelus","Mustelus antarcticus","antarcticus",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"96","15","2020-06_south-west_stereo-BRUVs","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,"2020-06_south-west_stereo-BRUVs",-34.125012,114.91032,20200602,"14:09","South-west","No-take",NA,43,"Hayley","Yes",NA,"Jun-20","nc","no"
"97","16","2020-06_south-west_stereo-BRUVs","Berycidae","Berycidae Centroberyx lineatus","Centroberyx","Centroberyx lineatus","lineatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"98","16","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",2,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"99","16","2020-06_south-west_stereo-BRUVs","Haemulidae","Haemulidae Plectorhinchus flavomaculatus","Plectorhinchus","Plectorhinchus flavomaculatus","flavomaculatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"100","16","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Bodianus frenchii","Bodianus","Bodianus frenchii","frenchii",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"101","16","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",6,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"102","16","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",9,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"103","16","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",14,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"104","16","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia flavolineata","Meuschenia","Meuschenia flavolineata","flavolineata",2,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"105","16","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"106","16","2020-06_south-west_stereo-BRUVs","Myliobatidae","Myliobatidae Myliobatis tenuicaudatus","Myliobatis","Myliobatis tenuicaudatus","tenuicaudatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"107","16","2020-06_south-west_stereo-BRUVs","Oplegnathidae","Oplegnathidae Oplegnathus woodwardi","Oplegnathus","Oplegnathus woodwardi","woodwardi",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"108","16","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",33,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"109","16","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Scorpis aequipinnis","Scorpis","Scorpis aequipinnis","aequipinnis",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"110","16","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Scorpis georgiana","Scorpis","Scorpis georgiana","georgiana",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"111","16","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"112","16","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",4,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"113","16","2020-06_south-west_stereo-BRUVs","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,"2020-06_south-west_stereo-BRUVs",-34.126181,114.906548,20200602,"14:14","South-west","No-take",NA,40.9,"Hayley","Yes",NA,"Jun-20","nc","no"
"114","17","2020-06_south-west_stereo-BRUVs","Carangidae","Carangidae Pseudocaranx spp","Pseudocaranx","Pseudocaranx spp","spp",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"115","17","2020-06_south-west_stereo-BRUVs","Carcharhinidae","Carcharhinidae Carcharhinus brevipinna","Carcharhinus","Carcharhinus brevipinna","brevipinna",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"116","17","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"117","17","2020-06_south-west_stereo-BRUVs","Gerreidae","Gerreidae Parequula melbournensis","Parequula","Parequula melbournensis","melbournensis",3,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"118","17","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",8,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"119","17","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Eupetrichthys angustipes","Eupetrichthys","Eupetrichthys angustipes","angustipes",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"120","17","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",9,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"121","17","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",12,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"122","17","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Unknown spp","Unknown","Unknown spp","spp",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"123","17","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia flavolineata","Meuschenia","Meuschenia flavolineata","flavolineata",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"124","17","2020-06_south-west_stereo-BRUVs","Myliobatidae","Myliobatidae Myliobatis tenuicaudatus","Myliobatis","Myliobatis tenuicaudatus","tenuicaudatus",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"125","17","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"126","17","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Scorpis aequipinnis","Scorpis","Scorpis aequipinnis","aequipinnis",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"127","17","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Scorpis georgiana","Scorpis","Scorpis georgiana","georgiana",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"128","17","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"129","17","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"130","17","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",9,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"131","17","2020-06_south-west_stereo-BRUVs","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"132","17","2020-06_south-west_stereo-BRUVs","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"133","17","2020-06_south-west_stereo-BRUVs","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.132142,114.92083,20200602,"14:20","South-west","No-take",NA,40.2,"Hayley","Yes",NA,"Jun-20","nc","no"
"134","18","2020-06_south-west_stereo-BRUVs","Carangidae","Carangidae Seriola hippos","Seriola","Seriola hippos","hippos",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"135","18","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"136","18","2020-06_south-west_stereo-BRUVs","Dasyatidae","Dasyatidae Bathytoshia brevicaudata","Bathytoshia","Bathytoshia brevicaudata","brevicaudata",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"137","18","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",9,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"138","18","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",9,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"139","18","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",6,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"140","18","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"141","18","2020-06_south-west_stereo-BRUVs","Plesiopidae","Plesiopidae Trachinops noarlungae","Trachinops","Trachinops noarlungae","noarlungae",8,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"142","18","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",23,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"143","18","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",23,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"144","18","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Tilodon sexfasciatus","Tilodon","Tilodon sexfasciatus","sexfasciatus",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"145","18","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"146","18","2020-06_south-west_stereo-BRUVs","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",2,"2020-06_south-west_stereo-BRUVs",-34.128679,114.924078,20200602,"14:25","South-west","No-take",NA,35.8,"Hayley","Yes","18 left converted wrong. Check BU to convert again","Jun-20","nc","no"
"147","2","2020-06_south-west_stereo-BRUVs","Carangidae","Carangidae Seriola hippos","Seriola","Seriola hippos","hippos",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"148","2","2020-06_south-west_stereo-BRUVs","Carangidae","Carangidae Seriola lalandi","Seriola","Seriola lalandi","lalandi",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"149","2","2020-06_south-west_stereo-BRUVs","Carangidae","Carangidae Unknown spp","Unknown","Unknown spp","spp",3,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"150","2","2020-06_south-west_stereo-BRUVs","Gerreidae","Gerreidae Parequula melbournensis","Parequula","Parequula melbournensis","melbournensis",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"151","2","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",2,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"152","2","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",10,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"153","2","2020-06_south-west_stereo-BRUVs","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"154","2","2020-06_south-west_stereo-BRUVs","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",52,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"155","2","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",6,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"156","2","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",26,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"157","2","2020-06_south-west_stereo-BRUVs","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,"2020-06_south-west_stereo-BRUVs",-34.125316,114.928838,20200602,"09:18","South-west","No-take",NA,44.4,"Hayley","Yes",NA,"Jun-20","c1","no"
"158","20","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",2,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"159","20","2020-06_south-west_stereo-BRUVs","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"160","20","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",20,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"161","20","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"162","20","2020-06_south-west_stereo-BRUVs","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",58,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"163","20","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"164","20","2020-06_south-west_stereo-BRUVs","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",2,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"165","20","2020-06_south-west_stereo-BRUVs","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"166","20","2020-06_south-west_stereo-BRUVs","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,"2020-06_south-west_stereo-BRUVs",-34.130219,114.820233,20200603,"08:16","South-west","No-take",NA,51.7,"Hayley","Yes",NA,"Jun-20","c8","no"
"167","21","2020-06_south-west_stereo-BRUVs","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"168","21","2020-06_south-west_stereo-BRUVs","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"169","21","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"170","21","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Bodianus frenchii","Bodianus","Bodianus frenchii","frenchii",1,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"171","21","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",17,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
"172","21","2020-06_south-west_stereo-BRUVs","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",2,"2020-06_south-west_stereo-BRUVs",-34.128151,114.817448,20200603,"08:24","South-west","No-take",NA,52.4,"Hayley","Yes",NA,"Jun-20","c8","no"
