"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone"
"IO338","3","IO338_L372.avi","10990","IO338_R371.avi","13293","1","4.88533",116.62307,"1.04644","17.30215","1533.71199","17.44187","17.98376","14.04906","397.18343","231.47430","-1463.19426","Labridae","Suezichthys","bifurcatus","37384160",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","4","IO338_L372.avi","11329","IO338_R371.avi","13632","1","5.11133",77.76112,"5.97881","5.65870","2431.10548","45.98291","16.25941","1.66602","1748.28417","-3.24796","-1689.30926","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","6","IO338_L372.avi","19140","IO338_R371.avi","21443","1","10.31867",108.49641,"5.23844","2.10355","2324.96728","30.92268","47.18525","2.97377","1194.71287","10.16322","-1994.50012","Serranidae","Caesioperca","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","7","IO338_L372.avi","19159","IO338_R371.avi","21462","1","10.33133",89.1387,"7.30547","8.89419","2643.63759","44.36729","70.41153","6.09310","1842.50233","149.74669","-1889.86265","Serranidae","Caesioperca","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","8","IO338_L372.avi","19228","IO338_R371.avi","21531","1","10.37733",70.59524,"5.43257","12.33621","2366.86114","46.02090","56.55479","19.68157","1690.40243","208.21184","-1643.53859","Serranidae","Caesioperca","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","9","IO338_L372.avi","19478","IO338_R371.avi","21781","1","10.54400",159.38728,"1.87762","7.00344","1443.66305","46.55652","53.17108","32.97211","1046.57199","-57.96408","-992.71861","Serranidae","Caesioperca","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","10","IO338_L372.avi","19494","IO338_R371.avi","21797","1","10.55467",83.52698,"5.27191","11.68824","2355.76240","45.36042","64.74791","24.54903","1663.58750","205.41180","-1655.26407","Serranidae","Caesioperca","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","11","IO338_L372.avi","30096","IO338_R371.avi","32399","1","17.62267",173.86103,"1.80222","12.18556","1272.23299","33.07918","62.94851","12.41125","688.08269","-93.31722","-1066.02574","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","12","IO338_L372.avi","33573","IO338_R371.avi","35876","1","19.94067",159.59806,"2.10225","5.85237","1399.05212","46.64218","66.10103","4.73392","1014.95567","-67.88214","-960.52269","Serranidae","Hypoplectrodes","nigroruber","37311037",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","13","IO338_L372.avi","42623","IO338_R371.avi","44926","1","25.97400",390.14613,"1.79649","13.90365","1541.21727","25.11501","49.16882","40.73720","649.73076","75.90019","-1395.50700","Oplegnathidae","Oplegnathus","woodwardi","37369002",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","15","IO338_L372.avi","52045","IO338_R371.avi","54348","1","32.25533",500.08482,"7.92909","9.34197","3572.08795","22.91633","28.20065","2.85010","1234.48969","640.85988","-3290.15899","Scombridae","Sarda","orientalis","37441006",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","17","IO338_L372.avi","67049","IO338_R371.avi","69352","1","42.25800",174.15693,"3.30134","17.42057","1825.52233","28.16865","61.62353","21.24851","829.11900","234.97200","-1609.31092","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","18","IO338_L372.avi","67068","IO338_R371.avi","69371","1","42.27067",129.55796,"0.80261","6.54856","1281.90525","31.97105","83.64865","73.17307","678.73871","4.98319","-1087.46035","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","19","IO338_L372.avi","67182","IO338_R371.avi","69485","1","42.34667",118.84586,"2.92862","2.27508","1617.20444","31.61173","67.17009","10.57115","847.61141","10.33542","-1377.24300","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","20","IO338_L372.avi","67199","IO338_R371.avi","69502","1","42.35800",202.48652,"1.14483","17.67482","1606.00830","37.55989","12.74985","65.58034","966.36145","156.84583","-1273.10942","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","21","IO338_L372.avi","67227","IO338_R371.avi","69530","1","42.37667",100.5807,"1.29129","6.61761","1458.82921","32.90914","20.39945","44.16386","791.49728","-41.68175","-1224.73562","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","22","IO338_L372.avi","67240","IO338_R371.avi","69543","1","42.38533",106.09578,"3.62041","11.82180","1866.77274","39.83760","51.49213","6.09826","1186.28901","151.15566","-1433.42625","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","24","IO338_L372.avi","67281","IO338_R371.avi","69584","1","42.41267",156.94808,"1.54099","11.08468","1249.95997","28.18763","67.38082","33.87889","588.89113","42.62522","-1101.72150","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","25","IO338_L372.avi","67282","IO338_R371.avi","69585","1","42.41333",116.48164,"2.39031","4.67185","1461.74280","30.66700","62.93780","3.01982","744.13305","-46.08100","-1257.31243","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","27","IO338_L372.avi","67291","IO338_R371.avi","69594","1","42.41933",110.74306,"7.47724","10.17130","2667.81387","39.00220","58.15135","0.38869","1664.44316","220.53082","-2073.21633","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","28","IO338_L372.avi","67295","IO338_R371.avi","69598","1","42.42200",99.01388,"1.80195","3.75116","1424.75921","26.21029","40.30091","4.95666","628.59331","-29.15457","-1278.26417","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","29","IO338_L372.avi","67299","IO338_R371.avi","69602","1","42.42467",121.28429,"2.26470","6.10694","1476.50080","48.35933","49.09902","0.91899","1100.43462","-81.22703","-981.07107","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","34","IO338_L372.avi","67304","IO338_R371.avi","69607","1","42.42800",223.75199,"1.94729","10.92204","1614.17913","25.18574","53.07779","43.78139","683.01268","73.16653","-1460.72400","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","35","IO338_L372.avi","67315","IO338_R371.avi","69618","1","42.43533",94.69788,"2.79672","4.19873","1639.10306","30.83574","61.60913","19.56893","838.86749","46.74988","-1407.39995","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","36","IO338_L372.avi","67324","IO338_R371.avi","69627","1","42.44133",80.36962,"1.06543","5.96859","1338.37661","25.13127","28.58636","42.68960","568.07625","-19.17957","-1211.68208","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","38","IO338_L372.avi","67343","IO338_R371.avi","69646","1","42.45400",216.23075,"1.13382","13.36879","1831.29078","16.67836","5.26806","2.25055","457.01813","259.55115","-1754.25014","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","39","IO338_L372.avi","67459","IO338_R371.avi","69762","1","42.53133",118.84391,"3.32025","18.47985","2046.93466","37.22234","17.88600","13.04483","1184.17087","361.80723","-1629.96208","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","42","IO338_L372.avi","83024","IO338_R371.avi","85327","1","52.90800",235.25875,"1.53691","2.37764","1505.90922","19.67392","29.45461","3.19135","505.81325","34.51592","-1418.00007","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","44","IO338_L372.avi","83115","IO338_R371.avi","85418","1","52.96867",203.27989,"3.84797","9.82827","1964.98742","47.14469","55.23463","16.26050","1438.22185","80.63431","-1336.48478","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","45","IO338_L372.avi","83117","IO338_R371.avi","85420","1","52.97000",195.75271,"1.85170","6.58369","1801.64755","14.80499","27.79931","1.28022","455.48835","-66.89967","-1741.83486","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","46","IO338_L372.avi","83170","IO338_R371.avi","85473","1","53.00533",176.42536,"3.83411","14.92255","2478.52153","19.58100","34.53043","12.73435","684.54607","470.50536","-2335.18530","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","47","IO338_L372.avi","83174","IO338_R371.avi","85477","1","53.00800",139.75945,"4.38283","1.73393","2189.52542","39.86269","19.39943","6.15074","1402.41992","-51.79554","-1680.64188","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","48","IO338_L372.avi","83197","IO338_R371.avi","85500","1","53.02333",180.55504,"1.70304","4.97412","1540.80792","23.30631","28.91782","6.14450","606.10326","65.34538","-1415.08228","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","49","IO338_L372.avi","83223","IO338_R371.avi","85526","1","53.04067",181.19545,"2.36053","14.23156","1478.69208","27.52815","73.95035","22.19350","665.56700","155.22527","-1311.28028","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","51","IO338_L372.avi","89966","IO338_R371.avi","92269","1","57.53600",917.18608,"9.94392","6.86587","3716.57856","18.46220","37.27079","2.58216","1175.87010","-50.69466","-3525.29654","Heterodontidae","Heterodontus","portusjacksoni","37007001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO338","52","IO338_L372.avi","90254","IO338_R371.avi","92557","1","57.72800",801.98162,"4.18356","1.26806","1946.99964","37.45785","61.15087","2.63845","1182.55934","-60.80522","-1545.53024","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-33.97231667","114.92245","20201019","11:50:00","South-west","Fished","C.IO.20","46","Daphne","Yes","Yes",NA,NA
"IO339","1","IO339_L375.avi","6942","IO339_R376.avi","6599","1","0.50600",322.21406,"4.24013","6.08075","2710.93163","5.11398","21.97984","5.20873","120.95473","209.19449","-2700.14035","Labridae","Bodianus","frenchii","37384057",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","2","IO339_L375.avi","7110","IO339_R376.avi","6767","1","0.61800",185.7374,"3.68351","2.20738","3451.14232","13.73903","5.45701","32.94947","-819.63765","3.67015","-3352.39675","Labridae","Bodianus","frenchii","37384057",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","3","IO339_L375.avi","7580","IO339_R376.avi","7237","1","0.93133",169.96826,"1.95842","2.92441","2034.56338","18.48346","14.87732","23.67973","-495.43640","413.02909","-1929.61081","Serranidae","Caesioperca","spp","37311003",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","5","IO339_L375.avi","7685","IO339_R376.avi","7342","1","1.00133",172.66669,"2.62352","1.25983","2262.77116","16.66672","17.35432","7.63478","-482.57293","433.92174","-2167.71046","Serranidae","Caesioperca","spp","37311003",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","6","IO339_L375.avi","7813","IO339_R376.avi","7470","1","1.08667",210.96134,"5.18310","4.20556","2879.54080","11.10012","25.55331","17.65009","-431.89335","347.57168","-2825.67112","Serranidae","Caesioperca","spp","37311003",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","10","IO339_L375.avi","9862","IO339_R376.avi","9519","1","2.45267",138.5953,"1.42259","3.87220","1615.57759","11.94629","19.04130","8.71272","-9.42261","-334.28330","-1580.58750","Serranidae","Hypoplectrodes","nigroruber","37311037",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","11","IO339_L375.avi","9868","IO339_R376.avi","9525","1","2.45667",140.14917,"6.75271","6.27100","2866.28076","3.88290","36.01858","20.67102","179.59198","73.62428","-2859.70131","Pomacentridae","Parma","bicolor","37372092",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","13","IO339_L375.avi","11605","IO339_R376.avi","11262","1","3.61467",226.61453,"1.64685","5.45327","2176.64615","10.87201","9.70529","7.64528","190.37531","363.74195","-2137.57749","Monacanthidae","Meuschenia","flavolineata","37465035",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","14","IO339_L375.avi","12098","IO339_R376.avi","11755","1","3.94333",190.13359,"2.94987","3.94170","2517.31913","8.71096","17.36060","10.08800","-54.59649","377.31830","-2488.28169","Monacanthidae","Meuschenia","flavolineata","37465035",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","16","IO339_L375.avi","13444","IO339_R376.avi","13101","1","4.84067",106.55298,"0.86733","2.42759","1548.23569","9.57278","4.23310","54.58443","85.90818","242.71721","-1526.67675","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","17","IO339_L375.avi","13476","IO339_R376.avi","13133","1","4.86200",115.86906,"1.17046","2.58579","1709.05011","0.83572","13.70814","36.54835","-13.65218","-20.85666","-1708.86831","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","19","IO339_L375.avi","13493","IO339_R376.avi","13150","1","4.87333",117.08099,"4.49665","8.35174","2716.18739","13.07791","22.47311","3.68921","556.69043","260.45710","-2645.73843","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","21","IO339_L375.avi","13499","IO339_R376.avi","13156","1","4.87733",118.66443,"1.43563","4.82681","1707.01376","10.21935","14.11732","13.74977","302.83645","3.22224","-1679.93323","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","22","IO339_L375.avi","13507","IO339_R376.avi","13164","1","4.88267",74.64293,"1.59351","0.30685","1830.17093","21.92573","3.75947","16.36184","-681.45730","-51.41359","-1697.79216","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","23","IO339_L375.avi","13507","IO339_R376.avi","13164","1","4.88267",173.21661,"1.33756","2.89390","1507.44242","5.59599","19.91214","12.51126","-29.51689","-144.00158","-1500.25830","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","24","IO339_L375.avi","13507","IO339_R376.avi","13164","1","4.88267",109.76982,"1.82430","4.62213","1960.64833","6.02631","19.62062","36.73730","197.91894","56.54897","-1949.81337","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","25","IO339_L375.avi","13507","IO339_R376.avi","13164","1","4.88267",162.8065,"1.33973","4.83988","2112.43528","9.74575","1.83810","11.59662","303.77880","188.64213","-2081.94991","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","32","IO339_L375.avi","13509","IO339_R376.avi","13166","1","4.88400",69.8576,"2.06528","0.92066","1979.29835","15.05994","15.56614","8.39455","-504.72133","98.69183","-1911.31847","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","33","IO339_L375.avi","13510","IO339_R376.avi","13167","1","4.88467",98.7294,"0.88702","2.06676","1501.34265","11.22175","2.94654","6.60057","-252.22096","-147.47460","-1472.63899","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"IO339","34","IO339_L375.avi","13510","IO339_R376.avi","13167","1","4.88467",116.98599,"6.13462","6.24973","2748.67943","4.83776","32.78656","0.65989","208.57230","101.15745","-2738.88725","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"IO","MBH","-34.01461667","114.8785","20201019","09:41:00","South-west","Fished","C.IO.19","41.1","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
