"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone"
"FHA","0","FHA_L372.avi","10627","FHA_R371.avi","10286","1","2.77867",122.18934,"2.76968","15.05944","2069.20296","24.17429","27.49875","8.51338","776.57132","-339.06911","-1887.74204","Pinguipedidae","Parapercis","ramsayi","37390002",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","1","FHA_L372.avi","13622","FHA_R371.avi","13281","1","4.77533",56.87965,"1.14275","10.14995","1677.88666","19.33047","15.19300","42.38645","538.28746","-136.83739","-1583.29586","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","2","FHA_L372.avi","13678","FHA_R371.avi","13337","1","4.81267",207.96357,"2.45400","9.67973","2726.21061","13.37792","12.87253","8.41056","563.61182","283.22175","-2652.23518","Monacanthidae","Acanthaluteres","vittiger","37465002",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","3","FHA_L372.avi","13951","FHA_R371.avi","13610","1","4.99467",110.01759,"4.10288","3.99037","1939.74002","40.06724","77.14432","14.66985","1245.23913","-91.32844","-1484.46286","Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","5","FHA_L372.avi","29066","FHA_R371.avi","28725","1","15.07133",135.05037,"9.61756","7.70714","4678.78961","20.47297","7.45513","0.28095","1627.12759","174.69646","-4383.26467","Labridae","Suezichthys","bifurcatus","37384160",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","7","FHA_L372.avi","38724","FHA_R371.avi","38383","1","21.51000",127.11841,"3.60664","6.91078","1866.84335","44.14069","58.47833","11.58464","1291.95294","-145.42600","-1339.70630","Gerreidae","Parequula","melbournensis","37349001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","8","FHA_L372.avi","39006","FHA_R371.avi","38665","1","21.69800",895.95868,"6.39177","8.04141","2437.96377","12.46784","79.27575","0.84685","525.01215","-37.30743","-2380.47006","Gerreidae","Parequula","melbournensis","37349001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","9","FHA_L372.avi","39337","FHA_R371.avi","38996","1","21.91867",178.52965,"5.77053","2.05512","2348.33381","24.77079","62.35859","2.31443","983.91766","-4.20025","-2132.26643","Gerreidae","Parequula","melbournensis","37349001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","10","FHA_L372.avi","54574","FHA_R371.avi","54233","1","32.07667",863.28712,"3.68178","15.73964","1896.10978","33.83869","54.09272","3.18314","1020.98660","-269.12754","-1574.92508","Rhinobatidae","Aptychotrema","vincentiana","37027001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","11","FHA_L372.avi","59519","FHA_R371.avi","59178","1","35.37333",69.54598,"6.05673","4.67008","3387.53368","26.04724","13.39173","29.96663","1487.27445","26.29498","-3043.46969","Labridae","Eupetrichthys","angustipes","37384105",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","12","FHA_L372.avi","59691","FHA_R371.avi","59350","1","35.48800",580.71495,"12.94812","19.55841","3480.31269","23.56761","66.82938","0.23463","1391.43355","-16.93205","-3190.01605","Labridae","Eupetrichthys","angustipes","37384105",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","13","FHA_L372.avi","60443","FHA_R371.avi","60102","1","35.98933",383.5158,"7.66857","5.55884","2963.65911","29.40825","48.21340","24.54365","1455.13922","-17.38537","-2581.77127","Neosebastidae","Neosebastes","pandus","37287003",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","14","FHA_L372.avi","60564","FHA_R371.avi","60223","1","36.07000",305.02505,"16.10177","5.51093","4499.71568","24.11521","38.13607","2.18756","1834.81270","115.76440","-4107.00647","Neosebastidae","Neosebastes","pandus","37287003",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","15","FHA_L372.avi","64355","FHA_R371.avi","64014","1","38.59733",316.27915,"1.85282","2.98875","2387.88090","13.10265","7.74758","0.15313","539.27291","47.07561","-2325.71361","Diodontidae","Diodon","nicthemerus","37469001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","17","FHA_L372.avi","68507","FHA_R371.avi","68166","1","41.36533",255.88435,"3.89444","12.80226","2187.20095","26.25573","41.09036","14.23938","916.21332","-311.04013","-1961.54409","Platycephalidae","Platycephalus","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","18","FHA_L372.avi","71873","FHA_R371.avi","71532","1","43.60933",225.94025,"7.33103","10.51495","2776.53332","32.15659","46.57086","4.43376","1450.37458","283.21806","-2350.60384","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","20","FHA_L372.avi","71875","FHA_R371.avi","71534","1","43.61067",146.43993,"6.21259","2.95663","2403.51344","31.97345","61.86891","1.87067","1272.70330","-7.15175","-2038.88499","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","21","FHA_L372.avi","71875","FHA_R371.avi","71534","1","43.61067",111.76005,"4.85267","2.59548","2302.12460","30.90876","64.10083","33.21900","1180.95021","-61.25550","-1975.19165","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","22","FHA_L372.avi","71875","FHA_R371.avi","71534","1","43.61067",169.1473,"5.33426","1.14830","2253.96650","34.15380","66.05000","18.21113","1264.08884","-57.88352","-1865.23293","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","23","FHA_L372.avi","71875","FHA_R371.avi","71534","1","43.61067",181.11776,"6.08475","4.29444","2653.77804","35.23858","41.83841","26.39939","1530.67743","-39.35889","-2167.49057","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","24","FHA_L372.avi","71901","FHA_R371.avi","71560","1","43.62800",134.84578,"7.82210","6.02705","2785.96596","48.04692","42.97636","6.72357","2071.56618","-37.30155","-1862.47913","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","25","FHA_L372.avi","71914","FHA_R371.avi","71573","1","43.63667",96.14484,"5.57745","1.34586","2403.65589","31.39975","46.62511","0.33887","1249.58052","-82.77180","-2051.64787","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","26","FHA_L372.avi","71914","FHA_R371.avi","71573","1","43.63667",105.46875,"2.40866","2.75798","2455.49402","19.27842","1.07818","9.43687","798.46351","-140.34123","-2317.80311","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","27","FHA_L372.avi","71928","FHA_R371.avi","71587","1","43.64600",101.57527,"5.67864","0.68040","2256.39325","36.23954","70.20396","0.21882","1331.33597","-82.58566","-1819.89962","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","28","FHA_L372.avi","71928","FHA_R371.avi","71587","1","43.64600",92.5774,"5.18376","1.06464","2205.21253","35.59922","63.14905","11.90363","1279.95199","-97.76727","-1793.07745","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","29","FHA_L372.avi","71928","FHA_R371.avi","71587","1","43.64600",99.45397,"5.04745","1.96084","2194.05160","37.66214","64.29849","16.35667","1336.50439","-104.38350","-1736.87147","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","30","FHA_L372.avi","71928","FHA_R371.avi","71587","1","43.64600",87.95268,"5.13619","1.81924","2252.42622","40.09791","68.04884","22.39198","1446.43987","-112.10968","-1722.98200","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","31","FHA_L372.avi","71928","FHA_R371.avi","71587","1","43.64600",81.2984,"6.15819","1.41351","2405.49647","40.10958","59.38303","1.90853","1548.82999","-53.23497","-1839.75676","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","32","FHA_L372.avi","71928","FHA_R371.avi","71587","1","43.64600",136.54383,"7.86401","2.87788","2723.25997","41.10038","68.86447","10.03363","1788.25692","-83.75738","-2052.13711","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","33","FHA_L372.avi","72225","FHA_R371.avi","71884","1","43.84400",1150.18227,"2.88895","17.04997","1771.84185","23.67435","53.52355","0.64757","652.56029","-283.44780","-1622.72793","Trygonorrhinidae","Trygonorrhina","dumerilii","37027011",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","34","FHA_L372.avi","72288","FHA_R371.avi","71947","1","43.88600",994.40635,"4.26608","7.12603","1934.61637","38.36173","67.98603","6.45651","1183.58905","-201.80411","-1516.94843","Trygonorrhinidae","Trygonorrhina","dumerilii","37027011",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","35","FHA_L372.avi","87349","FHA_R371.avi","87008","1","53.92667",187.29453,"2.40618","1.37631","2191.93096","12.91431","25.69839","12.14663","489.61239","16.26647","-2136.48694","Carangidae","Pseudocaranx","spp",NA,1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FHA","36","FHA_L372.avi","88254","FHA_R371.avi","87913","1","54.53000",380.31776,"1.04869","4.61657","1035.33749","29.41685","43.50952","6.46965","508.39731","11.00247","-901.85079","Oplegnathidae","Oplegnathus","woodwardi","37369002",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","Legacy","-33.683135","114.937827","20201017","06:55:00","South-west","No-take","C.FH.3","44.6","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","0","FH5_L369.avi","7028","FH5_R370.avi","7359","1","0.63733",124.78413,"1.83316","2.71406","2497.51739","11.46173","6.92711","3.22558","294.86863","-399.19448","-2447.71105","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","1","FH5_L369.avi","7030","FH5_R370.avi","7361","1","0.63867",110.56619,"3.47828","2.83168","2823.33367","13.31478","18.18208","32.20473","233.91661","-606.68272","-2747.44101","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","2","FH5_L369.avi","7038","FH5_R370.avi","7369","1","0.64400",109.24163,"2.53351","3.39923","3705.84352","11.72576","4.83783","13.38297","79.06014","-748.96793","-3628.50833","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","5","FH5_L369.avi","7088","FH5_R370.avi","7419","1","0.67733",109.11205,"6.04879","5.70109","3671.56066","14.48580","17.90744","27.95139","-738.04412","-546.58681","-3554.84056","Labridae","Pseudolabrus","biserialis","37384149",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","8","FH5_L369.avi","12411","FH5_R370.avi","12742","1","4.22600",92.16541,"3.88656","1.71413","2351.77273","21.64461","30.46949","0.47433","-812.43731","-303.99111","-2185.94831","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","9","FH5_L369.avi","12629","FH5_R370.avi","12960","1","4.37133",132.81615,"5.01313","4.33342","2878.33788","13.23802","30.22594","36.30630","262.53197","-604.59062","-2801.85226","Labridae","Ophthalmolepis","lineolatus","37384040",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","10","FH5_L369.avi","12784","FH5_R370.avi","13115","1","4.47467",212.48162,"22.15919","4.74699","4997.36201","1.37711","39.44944","12.55972","119.98511","-5.26419","-4995.91863","Serranidae","Caesioperca","spp","37311003",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","12","FH5_L369.avi","13966","FH5_R370.avi","14297","1","5.26267",254.91097,"3.99598","1.46391","3372.72865","15.33641","7.68619","19.90945","-769.81180","-450.69310","-3252.62418","Mullidae","Upeneichthys","vlamingii","37355029",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","13","FH5_L369.avi","14939","FH5_R370.avi","15270","1","5.91133",228.8477,"4.06752","0.50994","3751.00856","11.82412","0.29664","2.26245","-743.58196","-194.55158","-3671.41672","Monacanthidae","Meuschenia","flavolineata","37465035",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","14","FH5_L369.avi","22820","FH5_R370.avi","23151","1","11.16533",511.04802,"17.81560","1.56839","4370.24894","14.58251","43.61720","7.65438","-1098.74632","58.72895","-4229.46607","Cheilodactylidae","Nemadactylus","valenciennesi","37377004",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","15","FH5_L369.avi","22875","FH5_R370.avi","23206","1","11.20200",454.91621,"1.32120","1.47080","1791.27462","16.70810","5.50237","31.19127","-507.00508","90.30277","-1715.65032","Cheilodactylidae","Nemadactylus","valenciennesi","37377004",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","17","FH5_L369.avi","26835","FH5_R370.avi","27166","1","13.84200",1594.39895,"41.29555","12.14887","5474.47860","12.99891","77.31216","0.69598","-1227.38658","99.19178","-5334.19151","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","18","FH5_L369.avi","26884","FH5_R370.avi","27215","1","13.87467",101.68261,"0.89059","1.35037","1529.84255","18.34784","0.38515","61.90416","442.17347","-190.77186","-1452.06989","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","19","FH5_L369.avi","26906","FH5_R370.avi","27237","1","13.88933",121.69541,"1.04434","1.57394","1501.21537","19.53140","12.59228","42.62050","470.17354","-175.59033","-1414.83302","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","20","FH5_L369.avi","26915","FH5_R370.avi","27246","1","13.89533",66.75719,"0.83612","0.53311","1363.08357","18.42011","4.63724","39.85824","-415.84309","112.18569","-1293.24620","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","21","FH5_L369.avi","26932","FH5_R370.avi","27263","1","13.90667",113.49069,"1.48863","2.91584","1713.68894","20.35157","8.51751","8.90793","-594.79733","-37.62390","-1606.71415","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","25","FH5_L369.avi","35429","FH5_R370.avi","35760","1","19.57133",358.81629,"5.74293","1.90940","2871.01442","6.11887","28.15995","2.54425","-229.88632","-202.00013","-2854.65795","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","26","FH5_L369.avi","35458","FH5_R370.avi","35789","1","19.59067",361.5308,"21.00585","7.49722","5125.22846","5.29583","34.70962","7.48329","-94.20076","-463.57450","-5103.35102","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","27","FH5_L369.avi","35582","FH5_R370.avi","35913","1","19.67333",372.83739,"1.43350","3.33116","1464.60809","1.85706","70.20973","65.89766","25.52352","40.01531","-1463.83886","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","28","FH5_L369.avi","45940","FH5_R370.avi","46271","1","26.57867",274.67071,"10.98858","5.98007","5717.30245","18.56105","6.75457","0.16958","1378.31502","-1188.39976","-5419.91706","Monacanthidae","Meuschenia","hippocrepis","37465004",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
"FH5","29","FH5_L369.avi","57260","FH5_R370.avi","57591","1","34.12533",909.18263,"36.78808","5.42443","6515.35102","12.17705","39.65217","1.43663","-675.47848","-1196.84635","-6368.75864","Trygonorrhinidae","Trygonorrhina","dumerilii","37027011",1,"AD","Passing",NA,NA,"2020-10_south-west_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"FH","MBH","-33.69368897","114.9413721","20201017","08:46:00","South-west","No-take","C.FH.5","44.5","Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone"
