"campaignid","sample","filename","period","periodtime","family","genus","species","comment","maxn","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone"
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","5.61533","Labridae","Notolabrus","parilus",NA,1,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","41.16400","Labridae","Ophthalmolepis","lineolatus",NA,13,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","13.72533","Labridae","Pseudolabrus","biserialis",NA,8,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","14.78067","Monacanthidae","Meuschenia","galii",NA,1,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","26.93667","Monacanthidae","Scobinichthys","granulatus",NA,1,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","26.53467","Mullidae","Upeneichthys","vlamingii",NA,1,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","42.59067","Pomacentridae","Chromis","klunzingeri",NA,3,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","53.78200","Pomacentridae","Chromis","westaustralis",NA,2,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","59.97333","Scorpididae","Neatypus","obliquus",NA,13,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH31_L375.avi","1","5.81933","Urolophidae","Trygonoptera","ovalis",NA,1,"FH","MBH","-33.67368897","114.8238721","20201012","08:27:00","South-west","Fished","C.FH.2","45.4","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","24.72067","Carangidae",NA,NA,NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","7.70067","Cheilodactylidae","Nemadactylus","valenciennesi",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","25.39600","Glaucosomatidae","Glaucosoma","hebraicum",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","25.68667","Labridae","Austrolabrus","maculatus",NA,3,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","29.85467","Labridae","Choerodon","rubescens",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","13.40600","Labridae","Coris","auricularis",NA,4,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","35.63067","Labridae","Eupetrichthys","angustipes",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","18.96933","Labridae","Ophthalmolepis","lineolatus",NA,5,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","53.91533","Monacanthidae","Acanthaluteres","vittiger",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","9.59333","Monacanthidae","Nelusetta","ayraud","?",1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","49.66267","Monacanthidae","Scobinichthys","granulatus",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","10.92067","Mullidae","Upeneichthys","vlamingii",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","50.72200","Myliobatidae","Myliobatis","tenuicaudatus",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","42.32000","Pomacentridae","Chromis","klunzingeri",NA,3,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","5.99533","Rhinobatidae","Trygonorrhina","dumerilii",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","59.43400","Scorpididae","Neatypus","obliquus",NA,8,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","3.05267","Serranidae","Caesioperca","spp",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH34_L378.avi","1","24.72067","Sparidae","Chrysophrys","auratus",NA,1,"FH","MBH","-33.78618897","114.8838721","20201017","11:51:00","South-west","Fished","C.FH.11","44.8","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","38.36867","Carangidae","Pseudocaranx","spp",NA,6,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","18.82933","Gerreidae","Parequula","melbournensis",NA,1,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","16.07267","Labridae","Coris","auricularis",NA,2,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","18.86000","Labridae","Ophthalmolepis","lineolatus",NA,2,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","45.40067","Platycephalidae","Platycephalus","spp",NA,1,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","57.07333","Trygonorrhinidae","Trygonorrhina","dumerilii",NA,1,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH35","FH35_L378.avi","1","14.57000","Urolophidae","Trygonoptera","ovalis",NA,1,"FH","MBH","-33.88368897","114.9313721","20201029","15:09:00","South-west","Fished","C.FH.17","45.2","Rachel","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","22.56067","Carangidae","Pseudocaranx","spp",NA,2,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","26.26667","Dasyatidae","Dasyatis","brevicaudata",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","0.79467","Labridae","Austrolabrus","maculatus",NA,2,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","47.09333","Labridae","Coris","auricularis",NA,43,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","12.16467","Labridae","Ophthalmolepis","lineolatus",NA,7,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","6.40000","Labridae","Pseudolabrus","biserialis",NA,6,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","4.47800","Monacanthidae","Meuschenia","galii",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","18.70800","Monacanthidae","Scobinichthys","granulatus",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","3.92533","Mullidae","Upeneichthys","vlamingii",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","5.10267","Odacidae","Siphonognathus","caninis",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","36.93133","Scorpididae","Neatypus","obliquus",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","44.39800","Serranidae","Caesioperca","spp",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH37","FH37_L373.avi","1","6.74133","Urolophidae","Trygonoptera","ovalis",NA,1,"FH","MBH","-33.71118897","114.8138721","20201012","11:03:00","South-west","Fished","C.FH.6","44.2","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH39","FH39_L1205 (1).MP4","1","12.56450","Carangidae","Pseudocaranx","spp",NA,2,"FH","MBH","-33.90368897","114.9313721","20201029","14:44:00","South-west","Fished","C.FH.18","44.8","Daphne","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH39","FH39_L1205 (2).MP4","1","18.60164","Rhinobatidae","Trygonorrhina","dumerilii",NA,2,"FH","MBH","-33.90368897","114.9313721","20201029","14:44:00","South-west","Fished","C.FH.18","44.8","Daphne","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH39","FH39_L1205 (3).MP4","1","50.95869","Urolophidae","Urolophus","circularis",NA,1,"FH","MBH","-33.90368897","114.9313721","20201029","14:44:00","South-west","Fished","C.FH.18","44.8","Daphne","Yes","Yes",NA,NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","23.57733","Carangidae","Pseudocaranx","spp",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","4.52000","Labridae","Austrolabrus","maculatus",NA,2,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","11.11800","Labridae","Coris","auricularis",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","49.61733","Labridae","Notolabrus","parilus",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","50.64000","Labridae","Ophthalmolepis","lineolatus",NA,7,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","3.28933","Labridae","Pseudolabrus","biserialis",NA,5,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","21.15133","Monacanthidae","Meuschenia","flavolineata",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","18.63600","Monacanthidae","Meuschenia","galii",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","36.41667","Monacanthidae","Scobinichthys","granulatus",NA,2,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","10.05333","Mullidae","Upeneichthys","vlamingii",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","6.45533","Pomacentridae","Chromis","klunzingeri",NA,6,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","15.61800","Scorpididae","Neatypus","obliquus",NA,6,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","17.94267","Scorpididae","Tilodon","sexfasciatus",NA,1,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH41","FH41_L367.avi","1","27.46600","Urolophidae","Trygonoptera","ovalis",NA,2,"FH","MBH","-33.67118897","114.8388721","20201012","08:01:00","South-west","Fished","C.FH.1","44.1","Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","42.36600","Cheilodactylidae","Nemadactylus","valenciennesi",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","30.88267","Gerreidae","Parequula","melbournensis",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","54.24267","Heterodontidae","Heterodontus","portusjacksoni",NA,2,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","1.75933","Labridae","Coris","auricularis",NA,15,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","55.43667","Labridae","Eupetrichthys","angustipes",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","57.43333","Labridae","Notolabrus","parilus",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","38.76267","Labridae","Ophthalmolepis","lineolatus",NA,9,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","2.30400","Labridae","Pseudolabrus","biserialis",NA,4,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","36.86467","Monacanthidae","Meuschenia","flavolineata",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","53.70400","Monacanthidae","Meuschenia","galii",NA,2,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","30.38933","Monacanthidae","Scobinichthys","granulatus",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","1.21600","Mullidae","Upeneichthys","vlamingii",NA,1,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","23.86733","Pomacentridae","Chromis","klunzingeri",NA,4,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","44.23600","Scorpididae","Neatypus","obliquus",NA,14,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","43.09200","Sphyraenidae","Sphyraena","novaehollandiae",NA,2,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH42","FH42_L367.avi","1","55.53667","Urolophidae","Trygonoptera","ovalis",NA,2,"FH","MBH","-33.88118897","114.8113721","20201013","07:38:00","South-west","Fished","C.FH.16","45.7","Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","34.87867","Carangidae","Pseudocaranx","spp",NA,2,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","26.27933","Cheilodactylidae","Nemadactylus","valenciennesi",NA,1,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","7.08733","Labridae","Austrolabrus","maculatus",NA,3,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","22.25533","Labridae","Choerodon","rubescens",NA,1,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","33.55400","Labridae","Coris","auricularis",NA,3,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","1.47800","Labridae","Eupetrichthys","angustipes",NA,1,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","42.94200","Labridae","Notolabrus","parilus",NA,1,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","34.71733","Labridae","Ophthalmolepis","lineolatus",NA,8,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","10.96867","Labridae","Pseudolabrus","biserialis",NA,5,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","27.60000","Monacanthidae","Acanthaluteres","brownii",NA,1,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","1.66200","Monacanthidae","Acanthaluteres","vittiger",NA,5,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"2020-10_south-west_stereo-BRUVs","FH44","FH44_L373.avi","1","28.06600","Monacanthidae","Meuschenia","freycineti",NA,1,"FH","MBH","-33.77118897","114.8638721","20201017","11:28:00","South-west","Fished","C.FH.10","43.3","Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
