"campaignid","dataset","planned.or.exploratory","sample","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH96","-33.81868897","114.8338721","20201012","15:20:00",NA,NA,NA,"44.9","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH56","-33.83118897","114.8663721","20201012","15:31:00",NA,NA,NA,"43.5","Claude","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH61","-33.84118897","114.8638721","20201012","15:43:00",NA,NA,NA,"43.9","Claude","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO241","-33.99368897","114.7913721","20201019","06:26:00",NA,NA,NA,"50.6","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO229","-33.99368897","114.7863721","20201019","06:31:00",NA,NA,NA,"53","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO227","-33.99868897","114.7838721","20201019","06:37:00",NA,NA,NA,"52.9","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO72","-34.03618897","114.8463721","20201019","09:05:00",NA,NA,NA,"43.6","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO262","-34.01368897","114.8738721","20201019","09:46:00",NA,NA,NA,"41.9","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO65","-34.01118897","114.8888721","20201019","11:20:00",NA,NA,NA,"43","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO64","-34.01368897","114.8963721","20201019","11:26:00",NA,NA,NA,"43.3","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO245","-34.00868897","114.9013721","20201019","11:30:00",NA,NA,NA,"42.3","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO261","-33.97618897","114.9213721","20201019","11:46:00",NA,NA,NA,"46.9","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO258","-33.96618897","114.9138721","20201019","12:05:00",NA,NA,NA,"45.2","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO206","-34.06368897","114.7913721","20201015","10:28:00",NA,NA,NA,"58.2",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO46","-34.06868897","114.7113721","20201023","06:44:00",NA,NA,NA,"129","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO47","-34.06368897","114.7113721","20201023","06:53:00",NA,NA,NA,"127","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO290","-34.06868897","114.7188721","20201023","07:07:00",NA,NA,NA,"124","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO302","-34.07118897","114.7238721","20201023","07:13:00",NA,NA,NA,"122","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO113","-34.05868897","114.7388721","20201023","07:30:00",NA,NA,NA,"111","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO115","-34.05368897","114.7363721","20201023","07:34:00",NA,NA,NA,"112","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO280","-34.08868897","114.6738721","20201023","09:24:00",NA,NA,NA,"139","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO105","-34.06368897","114.6688721","20201023","09:45:00",NA,NA,NA,"139","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO107","-34.06368897","114.6763721","20201023","09:50:00",NA,NA,NA,"137","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO108","-34.05118897","114.6688721","20201023","10:04:00",NA,NA,NA,"138","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO101","-34.07868897","114.8963721","20201029","10:10:00",NA,NA,NA,"43.5","Rachel","Yes","come back with different CAL"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO102","-34.07118897","114.9113721","20201029","10:26:00",NA,NA,NA,"45.2","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO216","-34.06118897","114.9163721","20201029","10:33:00",NA,NA,NA,"47.5","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO355","-34.05473333","114.9111","20201029","10:38:00",NA,NA,NA,"45","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO211","-34.05618897","114.9063721","20201029","10:42:00",NA,NA,NA,"43.5","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","Captains pick","IOC05","-34.05394","114.899843","20201029","10:46:00",NA,NA,NA,"43.2","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH33","-33.70868897","114.8263721","20201012","10:54:00",NA,NA,NA,"42.3",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO378","-33.99368897","114.6388721","20201023","12:04:00",NA,NA,NA,"141","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO370","-33.99618897","114.6463721","20201023","12:10:00",NA,NA,NA,"141","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO297","-34.10618897","114.7488721","20201022","12:21:00",NA,NA,NA,"114","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO295","-34.10368897","114.7538721","20201022","12:25:00",NA,NA,NA,"109","Rachel","Yes","Yes but check cal, accepted errors"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO192","-33.98618897","114.6688721","20201023","12:36:00",NA,NA,NA,"138","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH62","-33.75618897","114.8813721","20201017","11:17:00",NA,NA,NA,"45.1",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH87","-33.92868897","114.8938721","20201029","12:36:00",NA,NA,NA,"43.8","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH14","-33.76618897","114.8713721","20201017","11:24:00",NA,NA,NA,"44.4",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH12","-33.91868897","114.8963721","20201029","12:46:00",NA,NA,NA,"46.1","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH55","-33.92368897","114.9088721","20201029","12:52:00",NA,NA,NA,"44.9","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO293","-34.08868897","114.7588721","20201022","12:55:00",NA,NA,NA,"111","Claude","Yes","leave til last"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO330","-34.08833333","114.7545","20201022","13:00:00",NA,NA,NA,"116","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH109","-33.91618897","114.9088721","20201029","13:04:00",NA,NA,NA,"45.9","Rachel","Yes","come back with different CAL"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO291","-34.08368897","114.7488721","20201022","13:09:00",NA,NA,NA,"109","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","Captains pick","IOC04","-34.08755","114.749265","20201022","13:16:00",NA,NA,NA,"109","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH94","-33.90868897","114.9413721","20201029","14:36:00",NA,NA,NA,"41.9","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH11","-33.89868897","114.9388721","20201029","14:48:00",NA,NA,NA,"42.3","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH78","-33.89118897","114.9163721","20201029","14:56:00",NA,NA,NA,"45.8","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO372","-34.00618897","114.6438721","20201023","11:53:00",NA,NA,NA,"140",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH67","-33.88868897","114.9238721","20201029","15:00:00",NA,NA,NA,"46.1","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH72","-33.88868897","114.9288721","20201029","15:06:00",NA,NA,NA,"44.1","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH35","-33.88368897","114.9313721","20201029","15:09:00",NA,NA,NA,"45.2","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH82","-33.68618897","114.9238721","20201017","06:46:00",NA,NA,NA,"44.8","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO228","-34.00368897","114.7938721","20201019","06:46:00",NA,NA,NA,"50.4","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH50","-33.68118897","114.9313721","20201017","06:51:00",NA,NA,NA,"44.6","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO379","-34.08368897","114.6813721","20201123","06:58",NA,NA,NA,"138","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO49","-34.06118897","114.7063721","20201023","06:59:00",NA,NA,NA,"129","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","Captains pick","FHC","-33.680718","114.965092","20201017","07:07:00",NA,NA,NA,"36.2","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO273","-33.99868897","114.8213721","20201019","07:07:00",NA,NA,NA,"44.9","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO328","-33.99356667","114.8213667","20201019","07:13:00",NA,NA,NA,"43.8","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO329","-34.06481667","114.7266333","20201023","07:18:00",NA,NA,NA,"121","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO117","-34.06368897","114.7388721","20201023","07:25:00",NA,NA,NA,"115","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO363","-33.98618897","114.7513721","20201015","07:26:00",NA,NA,NA,"66.2","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH71","-33.88368897","114.8188721","20201013","07:30:00",NA,NA,NA,"45.3","Daphne","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO59","-34.14118897","114.7663721","20201022","07:33:00",NA,NA,NA,"109","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO276","-34.10118897","114.6363721","20201123","07:34",NA,NA,NA,"140","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO153","-34.04618897","114.8888721","20201016","07:36:00",NA,NA,NA,"42.6","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO377","-34.13868897","114.7588721","20201022","07:40:00",NA,NA,NA,"113","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH79","-33.88618897","114.8088721","20201013","07:43:00",NA,NA,NA,"44.9","Daphne","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH24","-33.66868897","114.8438721","20201012","07:55:00",NA,NA,NA,"47.6","Daphne - THIS NEEDS TO BE ANALYSED AGAIN AS 42 WAS ANALYSED TWICE NOT 24!!!!!!",NA,NA
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO130","-33.98118897","114.8763721","20201013","12:24:00",NA,NA,NA,"41.1",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO15","-34.06118897","114.8663721","20201016","07:59:00",NA,NA,NA,"40.8","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO34","-34.06118897","114.8713721","20201016","08:02:00",NA,NA,NA,"41.3","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO326","-34.00425","114.6892833","20201123","12:26",NA,NA,NA,"121",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO96","-34.13618897","114.7363721","20201022","08:06:00",NA,NA,NA,"127","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH83","-33.91118897","114.8463721","20201013","08:13:00",NA,NA,NA,"40.9","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO365","-34.02368897","114.7538721","20201015","08:23:00",NA,NA,NA,"73.7","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","Captains pick","FHCO1","-33.669869","114.809825","20201012","08:38:00",NA,NA,NA,"44.8","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO189","-33.98868897","114.6638721","20201023","12:31:00",NA,NA,NA,"139",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH64","-33.70118897","114.9388721","20201017","08:56:00",NA,NA,NA,"44.2","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO75","-34.03368897","114.8538721","20201019","09:10:00",NA,NA,NA,"42.2","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO74","-34.02868897","114.8513721","20201019","09:14:00",NA,NA,NA,"42.2","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH28","-33.76368897","114.9338721","20201017","09:24:00",NA,NA,NA,"44.7","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH46","-33.76618897","114.9288721","20201017","09:28:00",NA,NA,NA,"44.9","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO299","-34.08118897","114.6763721","20201023","09:32:00",NA,NA,NA,"139","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO66","-34.01618897","114.8813721","20201019","09:36:00",NA,NA,NA,"42.8","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO298","-34.07618897","114.6713721","20201023","09:39:00",NA,NA,NA,"138","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH23","-33.94618897","114.8288721","20201013","09:51:00",NA,NA,NA,"44.2","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO199","-34.08618897","114.8613721","20201016","09:51:00",NA,NA,NA,"42.1","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO195","-34.09368897","114.8588721","20201016","09:57:00",NA,NA,NA,"43.4","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO109","-34.05618897","114.6738721","20201023","09:57:00",NA,NA,NA,"138","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH40","-33.92368897","114.8888721","20201029","12:40:00",NA,NA,NA,"42.9",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH113","-33.72368897","114.7963721","20201012","12:41:00",NA,NA,NA,"45",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO311","-34.05618897","114.7688721","20201015","10:03:00",NA,NA,NA,"66.1","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH77","-33.99618897","114.8763721","20201013","12:42:00",NA,NA,NA,"42",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO349","-34.02368897","114.5963721","20201123","10:03",NA,NA,NA,"133","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH",NA,"FH2","-33.91868897","114.8913721","20201029","12:43:00",NA,NA,NA,"43.9",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO310","-34.05868897","114.7738721","20201015","10:06:00",NA,NA,NA,"64.7","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO308","-34.11118897","114.7288721","20201022","10:06:00",NA,NA,NA,"126","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO92","-34.09868897","114.8863721","20201016","10:16:00",NA,NA,NA,"42.3","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO146","-33.97618897","114.8213721","20201013","10:17:00",NA,NA,NA,"45.7","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO119","-34.07618897","114.9038721","20201029","10:17:00",NA,NA,NA,"43.8","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO235","-34.06618897","114.9138721","20201016","12:49:00",NA,NA,NA,"46.5",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO100","-34.07618897","114.9088721","20201029","10:21:00",NA,NA,NA,"43.6","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO36","-34.10368897","114.7188721","20201022","10:23:00",NA,NA,NA,"130","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO147","-33.98118897","114.8313721","20201013","10:28:00",NA,NA,NA,"44","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH15","-33.68868897","114.8063721","20201012","10:29:00",NA,NA,NA,"48","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO306","-34.10118897","114.7338721","20201022","10:29:00",NA,NA,NA,"124","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO148","-34.01118897","114.5963721","20201123","10:31",NA,NA,NA,"140","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH30","-33.75118897","114.8888721","20201017","11:12:00",NA,NA,NA,"46.2","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","Captains pick","FHCO2","-33.72358","114.813293","20201012","11:13:00",NA,NA,NA,"42","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH93","-33.77618897","114.8688721","20201017","11:33:00",NA,NA,NA,"43.3","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO244","-34.00368897","114.9063721","20201019","11:35:00",NA,NA,NA,"44.7","Ramesh","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO260","-33.97118897","114.9163721","20201019","11:55:00",NA,NA,NA,"46.3","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO324","-34.00006","114.639778","20201023","11:59:00",NA,NA,NA,"141","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO259","-33.96868897","114.9213721","20201019","12:00:00",NA,NA,NA,"46.8","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO254","-34.01868897","114.6963721","20201123","12:10",NA,NA,NA,"119","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO5","-34.08868897","114.7763721","20201015","12:12:00",NA,NA,NA,"66.7","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO134","-33.98368897","114.8613721","20201013","12:14:00",NA,NA,NA,"41.2","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO191","-33.99868897","114.6713721","20201023","12:20:00",NA,NA,NA,"137","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO236","-34.08118897","114.9238721","20201016","12:22:00",NA,NA,NA,"46.8","Hayley","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO194","-33.99618897","114.6638721","20201023","12:24:00",NA,NA,NA,"139","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH111","-33.98618897","114.8788721","20201013","12:28:00",NA,NA,NA,"41.4","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO331","-34.0984","114.75005","20201022","12:30:00",NA,NA,NA,"112","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO126","-34.11368897","114.8188721","20201015","12:31:00",NA,NA,NA,"58.2","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO",NA,"IO275","-34.09868897","114.6463721","20201123","14:38",NA,NA,NA,"140",NA,NA,"No"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO71","-34.00368897","114.6988721","20201123","12:31",NA,NA,NA,"121","Rachel","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH8","-33.72368897","114.8013721","20201012","12:34:00",NA,NA,NA,"43.9","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO122","-34.11618897","114.8263721","20201015","12:35:00",NA,NA,NA,"57.4","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO356","-34.06956667","114.9184667","20201016","12:39:00",NA,NA,NA,"46.8","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO217","-34.06618897","114.9188721","20201016","12:43:00",NA,NA,NA,"47.1","Claude","Yes","Yes"
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO313","-34.09618897","114.7563721","20201022","12:47:00",NA,NA,NA,"108","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO133","-33.99118897","114.8663721","20201013","12:50:00",NA,NA,NA,"40.8","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH84","-33.73368897","114.7988721","20201012","12:50:00",NA,NA,NA,"45.6","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH85","-33.92618897","114.9138721","20201029","12:55:00",NA,NA,NA,"44.7","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH49","-33.92118897","114.9163721","20201029","13:00:00",NA,NA,NA,"43.9","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO294","-34.08368897","114.7538721","20201022","13:04:00",NA,NA,NA,"114","Rachel","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH21","-33.79368897","114.8088721","20201012","13:26:00",NA,NA,NA,"45","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO354","-34.06605","114.84","20201015","14:29:00",NA,NA,NA,"45","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO226","-34.06368897","114.8438721","20201015","14:32:00",NA,NA,NA,"42.8","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","IO","MBH","IO220","-34.05618897","114.8438721","20201015","14:39:00",NA,NA,NA,"43.7","Brooke Gibbons","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH66","-33.90618897","114.9363721","20201029","14:40:00",NA,NA,NA,"41.8","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH39","-33.90368897","114.9313721","20201029","14:44:00",NA,NA,NA,"44.8","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH110","-33.80868897","114.8213721","20201012","15:06:00",NA,NA,NA,"44.7","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH17","-33.83368897","114.8763721","20201012","15:35:00",NA,NA,NA,"42.9","Daphne","Yes",NA
"2020-10_south-west_stereo-BRUVs","FH","MBH","FH92","-33.84368897","114.8713721","20201012","15:47:00",NA,NA,NA,"44.2","Daphne","Yes",NA
