"id","campaignid","sample","family","genus","species","length","range","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Pomacentridae","Chromis","klunzingeri",62.11487,1623.02606,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Pomacentridae","Chromis","klunzingeri",70.24911,1748.35293,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Pomacentridae","Chromis","klunzingeri",49.15355,1896.66477,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Pomacentridae","Chromis","klunzingeri",49.25109,1481.93131,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Neatypus","obliquus",222.13261,1172.47092,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Neatypus","obliquus",193.7891,1261.35909,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Neatypus","obliquus",201.08483,1918.84203,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Neatypus","obliquus",178.86916,1389.08709,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Neatypus","obliquus",240.94709,2678.17866,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Scorpididae","Tilodon","sexfasciatus",374.83741,1986.66645,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",124.67688,5407.435,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",104.51851,4660.42501,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",276.80432,5366.01453,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",104.4553,3784.68651,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",109.84515,3995.09885,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",87.78523,4191.05792,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",95.48799,3653.50921,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",112.23024,3258.35159,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",105.67397,2397.98468,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH27","2020-10_south-west_stereo-BRUVs","FH27","Serranidae","Caesioperca","spp",113.87105,4289.41635,"FH","MBH",-33.83618897,114.8713721,20201012,15:39:00,"South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Chaetodontidae","Chelmonops","curiosus",257.69526,2779.36274,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Chaetodontidae","Chelmonops","curiosus",201.93359,4315.57033,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Heterodontidae","Heterodontus","portusjacksoni",647.50388,1473.08497,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Bodianus","frenchii",421.96652,2266.32337,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",97.00008,1431.78926,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",92.88004,1342.38619,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",56.21885,1163.20057,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",79.22375,1871.30027,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",55.5599,1040.83269,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",76.11735,1428.31488,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",54.29905,1096.9346,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",60.33537,1037.80551,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",98.55309,1129.42581,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Coris","auricularis",89.77683,1463.10205,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Notolabrus","parilus",350.26211,2230.86681,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",166.28886,1417.3671,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",140.44882,1322.75024,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",179.6551,3038.84375,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",141.8068,2523.56718,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",214.32147,3120.76255,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",91.73964,1417.02105,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",204.7907,2652.25334,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",79.33275,1228.4669,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",208.89676,2904.37591,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",93.4868,2578.96996,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",80.22056,2286.63151,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Ophthalmolepis","lineolatus",129.5053,2183.85998,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",149.67099,1334.07011,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",149.95637,1564.9845,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",110.67896,1786.0342,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",139.96548,2063.78301,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",93.06156,1691.64051,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",84.69796,1961.04189,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",139.85533,1521.0373,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Labridae","Pseudolabrus","biserialis",134.88208,1456.53637,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Monacanthidae","Meuschenia","galii",279.50046,2413.49345,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Monacanthidae","Scobinichthys","granulatus",210.54931,2796.51205,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Pomacentridae","Chromis","klunzingeri",52.33867,1878.28461,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Pomacentridae","Chromis","westaustralis",80.46,1194.90817,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Pomacentridae","Chromis","westaustralis",50.0272,1327.31237,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",138.64883,1244.04523,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",166.80723,3120.52339,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",184.86254,1837.65056,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",205.73045,2020.52281,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",147.58055,1969.70453,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",203.08038,1753.96286,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",191.4577,1866.94693,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",168.80271,2948.75568,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",182.86201,2321.28353,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",203.98718,2661.90368,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",248.1941,1613.8054,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",43.43575,942.92161,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH31","2020-10_south-west_stereo-BRUVs","FH31","Scorpididae","Neatypus","obliquus",155.91281,1469.82433,"FH","MBH",-33.67368897,114.8238721,20201012,08:27:00,"South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Cheilodactylidae","Nemadactylus","valenciennesi",407.43252,1802.2912,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Glaucosomatidae","Glaucosoma","hebraicum",540.46667,1692.03186,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Austrolabrus","maculatus",77.43849,2004.01537,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Austrolabrus","maculatus",111.34362,1718.58224,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Austrolabrus","maculatus",74.5048,1901.36693,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Choerodon","rubescens",366.87068,3175.98203,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Coris","auricularis",408.72816,4846.90738,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Coris","auricularis",297.88656,6115.54925,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Coris","auricularis",258.65969,5078.67293,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Coris","auricularis",229.05103,6707.73507,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
"2020-10_south-west_stereo-BRUVs.FH34","2020-10_south-west_stereo-BRUVs","FH34","Labridae","Eupetrichthys","angustipes",125.13815,2655.04579,"FH","MBH",-33.78618897,114.8838721,20201017,11:51:00,"South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA"
