"","campaignid","sample","broad.bryozoa","broad.consolidated","broad.hydroids","broad.macroalgae","broad.octocoral.black","broad.reef","broad.seagrasses","broad.sponges","broad.stony.corals","broad.unconsolidated","fov.facing.up","fov.limited","fov.open","mean.relief","sd.relief","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone"
"84","2020-10_south-west_stereo-BRUVs","IO369",0,0,5,0,0,10,0,5,0,90,0,0,100,1.05,0.604805318829299,"IO","MBH",-34.02868897,114.5913721,20201123,"10:08","South-west","Fished","C.IO.27",133,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"85","2020-10_south-west_stereo-BRUVs","IO37",0,0,0,0,0,5,0,5,0,95,0,12.5,87.5,0.8,0.523148363780597,"IO","MBH",-34.10868897,114.7188721,20201022,"10:12:00","South-west","No-take","C.IO.55",130,"Brooke Gibbons","Yes","Yes","National Park Zone",NA
"86","2020-10_south-west_stereo-BRUVs","IO351",4.16666666666667,0,0,0,0,4.16666666666667,0,0,0,95.8333333333333,0,0,100,0.541666666666667,0.588229965875272,"IO","MBH",-34.03118897,114.5963721,20201123,"10:13","South-west","Fished","C.IO.27",142,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"87","2020-10_south-west_stereo-BRUVs","IO40",0,0,0,0,0,3.84615384615385,0,3.84615384615385,0,96.1538461538462,0,0,100,0.5,0.707106781186548,"IO","MBH",-34.10368897,114.7138721,20201022,"10:17:00","South-west","No-take","C.IO.55",131,"Brooke Gibbons","Yes","Yes","National Park Zone",NA
"88","2020-10_south-west_stereo-BRUVs","IOCP2311",0,0,0,0,0,0,0,0,0,100,0,0,100,0.933333333333333,0.258198889747161,"IO","Legacy",-34.01858,114.601465,20201123,"10:19","South-west","Fished","C.IO.46",142,"Daphne","Yes","CALs shit, come back","Special Purpose Zone (Mining Exclusion)",NA
"89","2020-10_south-west_stereo-BRUVs","FH37",0,3.84615384615385,0,80.7692307692308,0,100,15.3846153846154,0,0,0,0,12.5,87.5,2.42307692307692,0.503831473655779,"FH","MBH",-33.71118897,114.8138721,20201012,"11:03:00","South-west","Fished","C.FH.6",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"90","2020-10_south-west_stereo-BRUVs","IO338",0,0,0,23.0769230769231,0,30.7692307692308,0,7.69230769230769,0,69.2307692307692,0,0,100,1.07692307692308,0.744208407535251,"IO","MBH",-33.97231667,114.92245,20201019,"11:50:00","South-west","Fished","C.IO.20",46,"Daphne","Yes","Yes",NA,NA
"91","2020-10_south-west_stereo-BRUVs","IO253",0,0,0,0,0,0,0,0,0,100,25,0,75,0.533333333333333,0.516397779494322,"IO","MBH",-34.01368897,114.7038721,20201123,"12:15","South-west","Fished","C.IO.49",124,"Brooke Gibbons","Yes","Yes but shit CAL accepted errors","Special Purpose Zone (Mining Exclusion)",NA
"92","2020-10_south-west_stereo-BRUVs","IO364",4.34782608695652,0,0,0,0,8.69565217391304,0,4.34782608695652,0,91.304347826087,0,0,100,0.608695652173913,0.782718481539738,"IO","MBH",-34.00868897,114.6888721,20201123,"12:21","South-west","Fished","C.IO.24",130,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"93","2020-10_south-west_stereo-BRUVs","IO180",0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"IO","MBH",-33.99618897,114.7038721,20201123,"12:36","South-west","Fished","C.IO.41",122,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"94","2020-10_south-west_stereo-BRUVs","IOCP11-1",0,0,0,0,0,0,0,0,0,100,0,12.5,87.5,0.0869565217391304,0.28810406552003,"IO","Legacy",-33.992845,114.696642,20201123,"12:39","South-west","Fished","C.IO.41",124,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"95","2020-10_south-west_stereo-BRUVs","IOCP11-2",12.1212121212121,0,15.1515151515152,0,9.09090909090909,93.939393939394,0,57.5757575757576,0,6.06060606060606,0,0,100,2.51515151515152,0.667139983493538,"IO","Legacy",-33.974332,114.692773,20201123,"12:47","South-west","Fished",NA,124,"Daphne","Yes","Yes but try remeasure C. lineatus w/ dif CAL","Special Purpose Zone (Mining Exclusion)",NA
"96","2020-10_south-west_stereo-BRUVs","IO164",0,7.40740740740741,0,62.962962962963,0,88.8888888888889,18.5185185185185,0,0,11.1111111111111,0,0,100,2.22222222222222,0.640512615220349,"IO","MBH",-34.03368897,114.9038721,20201016,"07:14:00","South-west","Fished","C.IO.62",44.1,"Hayley","Yes","check calibration","Special Purpose Zone (Mining Exclusion)",NA
"97","2020-10_south-west_stereo-BRUVs","IO184",0,0,0,64,0,92,0,28,0,8,0,0,100,2.12,0.525991127935317,"IO","MBH",-34.04118897,114.9038721,20201016,"07:19:00","South-west","Fished","C.IO.62",45.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"98","2020-10_south-west_stereo-BRUVs","IO165",0,0,0,61.9047619047619,0,100,9.52380952380952,28.5714285714286,0,0,0,0,100,2.33333333333333,0.483045891539648,"IO","MBH",-34.04368897,114.8988721,20201016,"07:23:00","South-west","Fished","C.IO.62",42.6,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"99","2020-10_south-west_stereo-BRUVs","IO374",10.5263157894737,0,0,0,57.8947368421053,100,0,31.5789473684211,0,0,0,0,100,2.42105263157895,0.507257273501788,"IO","MBH",-33.98618897,114.7463721,20201015,"07:31:00","South-west","Fished","C.IO.25",72.9,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"100","2020-10_south-west_stereo-BRUVs","IO361",21.7391304347826,0,0,0,0,43.4782608695652,0,21.7391304347826,0,56.5217391304348,0,12.5,87.5,1.52173913043478,1.08164711172743,"IO","MBH",-33.98868897,114.7413721,20201015,"07:35:00","South-west","Fished","C.IO.25",84.7,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"101","2020-10_south-west_stereo-BRUVs","IO155",0,0,0,64,0,96,24,8,0,4,0,10,90,2.45833333333333,0.588229965875272,"IO","MBH",-34.04368897,114.8838721,20201016,"07:42:00","South-west","Fished","C.IO.65",41.9,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"102","2020-10_south-west_stereo-BRUVs","IO325",12,0,20,0,4,48,0,12,0,52,0,0,100,1.76,0.597215762238964,"IO","MBH",-33.991557,114.743378,20201015,"07:44:00","South-west","Fished","C.IO.25",85,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"103","2020-10_south-west_stereo-BRUVs","IOC06",0,0,0,13.3333333333333,0,100,80,6.66666666666667,0,0,0,0,100,2.8,0.414039335605413,"IO","Legacy",-34.048689,114.876372,20201016,"07:48:00","South-west","Fished","C.IO.65",41.5,"Ramesh","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"104","2020-10_south-west_stereo-BRUVs","IO266",0,0,0,0,0,10.5263157894737,0,10.5263157894737,0,89.4736842105263,0,10,90,0.684210526315789,0.671038298207203,"IO","MBH",-34.02118897,114.7588721,20201015,"08:06:00","South-west","Fished","C.IO.23",67.3,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"105","2020-10_south-west_stereo-BRUVs","IO327",20,0,12,0,20,92,0,40,0,8,0,0,100,2.28,0.678232998312527,"IO","MBH",-34.02946667,114.7623833,20201015,"08:17:00","South-west","Fished","C.IO.23",65.4,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"106","2020-10_south-west_stereo-BRUVs","IO210",0,0,0,70.8333333333333,0,95.8333333333333,20.8333333333333,4.16666666666667,0,4.16666666666667,0,7.5,92.5,2.29166666666667,0.550032937090187,"IO","MBH",-34.09118897,114.8738721,20201016,"10:09:00","South-west","No-take","C.IO.6",43.5,"Hayley","Yes",NA,"National Park Zone",NA
"107","2020-10_south-west_stereo-BRUVs","IO17",0,0,0,84.2105263157895,0,84.2105263157895,0,0,0,15.7894736842105,0,0,100,1.89473684210526,0.458831467741124,"IO","MBH",-34.06368897,114.8763721,20201016,"08:07:00","South-west","No-take","C.IO.35",41.1,NA,NA,"No","National Park Zone",NA
"108","2020-10_south-west_stereo-BRUVs","IO334",4,0,0,0,0,4,0,0,0,96,0,0,100,0.12,0.439696865275764,"IO","MBH",-34.06155,114.7753667,20201015,"10:11:00","South-west","No-take","C.IO.8",64,"Hayley","Yes",NA,"National Park Zone",NA
"109","2020-10_south-west_stereo-BRUVs","IO267",30,0,0,10,0,60,0,20,0,40,0,0,100,1.8,1.03279555898864,"IO","MBH",-34.02618897,114.7638721,20201015,"08:11:00","South-west","Fished","C.IO.23",62.5,NA,NA,"No","Special Purpose Zone (Mining Exclusion)",NA
"110","2020-10_south-west_stereo-BRUVs","IO312",38.0952380952381,4.76190476190476,0,19.047619047619,0,85.7142857142857,0,23.8095238095238,0,14.2857142857143,0,10,90,2.2,0.523148363780597,"IO","MBH",-34.05868897,114.7788721,20201015,"10:17:00","South-west","No-take","C.IO.8",61.2,"Hayley","Yes",NA,"National Park Zone",NA
"111","2020-10_south-west_stereo-BRUVs","IO81",0,0,0,69.2307692307692,0,76.9230769230769,0,7.69230769230769,0,23.0769230769231,0,0,100,2,0.707106781186548,"IO","MBH",-34.09868897,114.8913721,20201016,"10:20:00","South-west","No-take","C.IO.52",42,"Hayley","Yes",NA,"National Park Zone",NA
"112","2020-10_south-west_stereo-BRUVs","IO158",0,0,0,10,0,20,0,10,0,80,0,0,100,1.3,0.674948557710553,"IO","MBH",-33.98118897,114.8188721,20201013,"10:21:00","South-west","Fished","C.IO.33",44.6,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"113","2020-10_south-west_stereo-BRUVs","IO207",0,0,0,15.7894736842105,0,42.1052631578947,0,26.3157894736842,0,57.8947368421053,0,0,100,1.63157894736842,0.83069758608784,"IO","MBH",-34.06118897,114.7863721,20201015,"10:23:00","South-west","No-take","C.IO.7",60.4,"Hayley","Yes",NA,"National Park Zone",NA
"114","2020-10_south-west_stereo-BRUVs","IO145",0,8.33333333333333,0,83.3333333333333,0,100,8.33333333333333,0,0,0,0,12.5,87.5,2.54166666666667,0.508977377704051,"IO","MBH",-33.98618897,114.8238721,20201013,"10:24:00","South-west","Fished","C.IO.22",45.5,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"115","2020-10_south-west_stereo-BRUVs","IO91",4.54545454545455,0,4.54545454545455,50,0,86.3636363636364,0,27.2727272727273,0,13.6363636363636,0,0,100,2.18181818181818,0.664498639244989,"IO","MBH",-34.09368897,114.8938721,20201016,"10:25:00","South-west","No-take","C.IO.52",43.5,"Hayley","Yes",NA,"National Park Zone",NA
"116","2020-10_south-west_stereo-BRUVs","IO80",0,0,0,53.8461538461538,0,96.1538461538461,38.4615384615385,3.84615384615385,0,3.84615384615385,0,0,100,2.65384615384615,0.561591146105969,"IO","MBH",-34.09368897,114.8888721,20201016,"10:30:00","South-west","No-take","C.IO.52",41.6,"Hayley","Yes",NA,"National Park Zone",NA
"117","2020-10_south-west_stereo-BRUVs","IO335",7.14285714285714,10.7142857142857,0,46.4285714285714,0,100,14.2857142857143,21.4285714285714,0,0,0,0,100,2.75,0.440958551844098,"IO","MBH",-34.06686667,114.7939833,20201015,"10:31:00","South-west","No-take","C.IO.7",58,"Hayley","Yes",NA,"National Park Zone",NA
"118","2020-10_south-west_stereo-BRUVs","IO204",8,0,0,36,0,60,0,16,0,40,0,0,100,1.64,0.907377172587747,"IO","MBH",-34.06618897,114.7863721,20201015,"10:35:00","South-west","No-take","C.IO.7",61.5,"Hayley","Yes",NA,"National Park Zone",NA
"119","2020-10_south-west_stereo-BRUVs","IO3",18.1818181818182,0,0,40.9090909090909,0,100,0,40.9090909090909,0,0,0,0,100,2.72727272727273,0.455842305838552,"IO","MBH",-34.07618897,114.7838721,20201015,"12:03:00","South-west","No-take","C.IO.43",62,"Hayley","Yes",NA,"National Park Zone",NA
"120","2020-10_south-west_stereo-BRUVs","FH32",12.5,0,0,0,0,25,0,12.5,0,75,0,0,100,0.9375,0.928708781050335,"FH","MBH",-33.69618897,114.9463721,20201017,"08:50:00","South-west","No-take","C.FH.5",42.9,NA,NA,"No",NA,"Injidup Sanctuary Zone"
"121","2020-10_south-west_stereo-BRUVs","IO254",4,0,4,0,0,12,0,4,0,88,0,0,100,1.12,0.665832811847939,"IO","MBH",-34.01868897,114.6963721,20201029,"08:51:00","South-west","Fished","C.IO.49",129,NA,"No","No","Special Purpose Zone (Mining Exclusion)",NA
"122","2020-10_south-west_stereo-BRUVs","IO254",4,0,4,0,0,12,0,4,0,88,0,0,100,1.12,0.665832811847939,"IO","MBH",-34.01868897,114.6963721,20201123,"12:10","South-west","Fished","C.IO.49",119,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"123","2020-10_south-west_stereo-BRUVs","IO239",0,0,0,0,0,0,0,0,0,100,0,0,100,0.0416666666666667,0.204124145231932,"IO","MBH",-34.09118897,114.9313721,20201016,"12:05:00","South-west","No-take","C.IO.1",45.9,"Hayley","Yes",NA,NA,"Cape Freycinet Sanctuary Zone"
"124","2020-10_south-west_stereo-BRUVs","FH36",0,0,0,0,0,0,0,0,0,0,100,0,0,NA,NA,"FH","MBH",-33.69868897,114.9338721,20201017,"08:59:00","South-west","No-take","C.FH.5",44.4,NA,"No","No",NA,"Injidup Sanctuary Zone"
"125","2020-10_south-west_stereo-BRUVs","IO1",0,0,0,44,0,44,0,0,0,56,0,0,100,1.48,1.22882057274445,"IO","MBH",-34.07868897,114.7788721,20201015,"12:07:00","South-west","No-take","C.IO.43",64.6,"Hayley","Yes","Yes","National Park Zone",NA
"126","2020-10_south-west_stereo-BRUVs","IO357",4.54545454545455,4.54545454545455,0,13.6363636363636,0,72.7272727272727,0,50,0,27.2727272727273,0,0,100,2.40909090909091,0.959121170610586,"IO","MBH",-34.08496667,114.928,20201016,"12:08:00","South-west","No-take","C.IO.1",45.9,"Hayley","Yes",NA,"National Park Zone",NA
"127","2020-10_south-west_stereo-BRUVs","IO237",0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"IO","MBH",-34.08118897,114.9363721,20201016,"12:15:00","South-west","No-take","C.IO.1",43.2,"Hayley","Yes",NA,NA,"Cape Freycinet Sanctuary Zone"
"128","2020-10_south-west_stereo-BRUVs","FH54",0,0,0,100,0,100,0,0,0,0,0,0,100,2,0,"FH","MBH",-33.76618897,114.9388721,20201017,"09:20:00","South-west","Fished","C.FH.9",43.2,NA,NA,"No",NA,NA
"129","2020-10_south-west_stereo-BRUVs","IO73",0,0,0,43.4782608695652,0,100,43.4782608695652,13.0434782608696,0,0,0,0,100,2.47826086956522,0.510753918455249,"IO","MBH",-34.02868897,114.8588721,20201019,"09:22:00","South-west","Fished","C.IO.60",40.4,"Ramesh","Yes","No","Special Purpose Zone (Mining Exclusion)",NA
"130","2020-10_south-west_stereo-BRUVs","IO4",15.3846153846154,0,0,0,0,42.3076923076923,0,26.9230769230769,0,57.6923076923077,0,10,90,1.15384615384615,1.40548376560692,"IO","MBH",-34.09118897,114.7813721,20201015,"12:17:00","South-west","No-take","C.IO.43",65.6,"Hayley","Yes",NA,"National Park Zone",NA
"131","2020-10_south-west_stereo-BRUVs","IO152",0,37.5,0,29.1666666666667,0,83.3333333333334,12.5,4.16666666666667,0,16.6666666666667,0,10,90,2.08333333333333,0.653862548158294,"IO","MBH",-33.98118897,114.8688721,20201013,"12:18:00","South-west","Fished","C.IO.37",41.2,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"132","2020-10_south-west_stereo-BRUVs","IO218",0,0,0,0,0,0,0,0,0,100,0,10,90,0.96,0.2,"IO","MBH",-34.07368897,114.9213721,20201016,"12:28:00","South-west","No-take","C.IO.2",46.8,"Hayley","Yes",NA,"National Park Zone",NA
"133","2020-10_south-west_stereo-BRUVs","IO344",0,0,7.69230769230769,0,0,7.69230769230769,0,0,0,92.3076923076923,0,0,100,0.769230769230769,0.832050294337844,"IO","MBH",-34.0844,114.6744,20201023,"09:28:00","South-west","No-take","C.IO.14",138,NA,NA,"No","National Park Zone",NA
"134","2020-10_south-west_stereo-BRUVs","IO215",0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,"IO","MBH",-34.06868897,114.9263721,20201016,"12:34:00","South-west","No-take","C.IO.2",46.7,"Hayley","Yes",NA,"National Park Zone",NA
"135","2020-10_south-west_stereo-BRUVs","IO125",0,24,0,68,0,100,0,8,0,0,0,0,100,2.44,0.506622805119022,"IO","MBH",-34.10868897,114.8263721,20201015,"12:38:00","South-west","No-take","C.IO.59",55.8,"Hayley","Yes","Yes","National Park Zone",NA
"136","2020-10_south-west_stereo-BRUVs","IO123",0,25,0,60.7142857142857,0,100,10.7142857142857,3.57142857142857,0,0,0,0,100,2.42857142857143,0.50395263067897,"IO","MBH",-34.10618897,114.8188721,20201015,"12:42:00","South-west","No-take","C.IO.59",49.1,"Hayley","Yes","Yes","National Park Zone",NA
"137","2020-10_south-west_stereo-BRUVs","IO132",0,0,0,55,0,100,25,20,0,0,0,0,100,2.45,0.51041778553404,"IO","MBH",-33.99118897,114.8713721,20201013,"12:47:00","South-west","Fished","C.IO.37",42.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA
"138","2020-10_south-west_stereo-BRUVs","IO225",0,8,0,84,0,92,0,0,0,8,0,0,100,1.92,0.276887462097269,"IO","MBH",-34.07118897,114.8338721,20201015,"14:20:00","South-west","No-take","C.IO.4",44.9,"Hayley","Yes",NA,"National Park Zone",NA
"139","2020-10_south-west_stereo-BRUVs","IO223",0,0,0,48.1481481481481,0,48.1481481481481,0,0,0,51.8518518518518,0,0,100,1.37037037037037,0.966681402775979,"IO","MBH",-34.07118897,114.8463721,20201015,"14:25:00","South-west","No-take","C.IO.4",42.9,"Hayley","Yes",NA,"National Park Zone",NA
"140","2020-10_south-west_stereo-BRUVs","IO16",0,0,0,52.6315789473684,0,52.6315789473684,0,0,0,47.3684210526316,0,0,100,1.42105263157895,1.1697953037312,"IO","MBH",-34.07368897,114.8688721,20201016,"09:43:00","South-west","No-take","C.IO.35",41.4,NA,NA,"No","National Park Zone",NA
"141","2020-10_south-west_stereo-BRUVs","IO224",0,27.2727272727273,0,54.5454545454545,0,100,18.1818181818182,0,0,0,0,10,90,2.31818181818182,0.476731294622796,"IO","MBH",-34.06118897,114.8388721,20201015,"14:35:00","South-west","No-take","C.IO.4",43.6,"Hayley","Yes",NA,"National Park Zone",NA
"142","2020-10_south-west_stereo-BRUVs","IO353",0,0,0,100,0,100,0,0,0,0,0,0,100,2.83333333333333,0.380693493813441,"IO","MBH",-34.05436667,114.8390667,20201015,"14:43:00","South-west","No-take","C.IO.5",44.1,"Hayley","Yes",NA,"National Park Zone",NA
"143","2020-10_south-west_stereo-BRUVs","IO201",0,71.4285714285714,0,19.047619047619,0,99.9999999999999,4.76190476190476,4.76190476190476,0,0,0,0,100,1.95238095238095,0.589592272353571,"IO","MBH",-34.05618897,114.8338721,20201015,"14:46:00","South-west","No-take","C.IO.5",45.3,"Hayley","Yes",NA,"National Park Zone",NA
"144","2020-10_south-west_stereo-BRUVs","IO222",0,0,0,85,0,85,0,0,0,15,0,0,100,2.05,0.604805318829299,"IO","MBH",-34.06618897,114.8313721,20201015,"14:54:00","South-west","No-take","C.IO.4",45,"Hayley","Yes",NA,"National Park Zone",NA
"145","2020-10_south-west_stereo-BRUVs","FH25",8,4,0,44,0,88,28,4,0,12,0,12.5,87.5,2.32,0.690410505906933,"FH","MBH",-33.87868897,114.8163721,20201013,"07:34:00","South-west","Fished","C.FH.16",45.4,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"146","2020-10_south-west_stereo-BRUVs","FH42",0,7.40740740740741,0,62.962962962963,0,100,29.6296296296296,0,0,0,0,0,100,2.88888888888889,0.320256307610174,"FH","MBH",-33.88118897,114.8113721,20201013,"07:38:00","South-west","Fished","C.FH.16",45.7,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"147","2020-10_south-west_stereo-BRUVs","FH58",0,0,0,65.2173913043478,0,82.6086956521739,17.3913043478261,0,0,17.3913043478261,0,12.5,87.5,2.17391304347826,0.716822148161496,"FH","MBH",-33.66368897,114.8413721,20201012,"07:47:00","South-west","Fished","C.FH.1",45.1,"Daphne","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"148","2020-10_south-west_stereo-BRUVs","FH9",0,7.40740740740741,0,62.962962962963,0,88.8888888888889,11.1111111111111,7.40740740740741,0,11.1111111111111,0,0,100,2.03703703703704,0.517500017204123,"FH","MBH",-33.90118897,114.8513721,20201013,"07:58:00","South-west","Fished","C.FH.19",43.6,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"149","2020-10_south-west_stereo-BRUVs","FH41",0,12.9032258064516,0,0,0,100,87.0967741935484,0,0,0,0,0,100,2.87096774193548,0.340777100548239,"FH","MBH",-33.67118897,114.8388721,20201012,"08:01:00","South-west","Fished","C.FH.1",44.1,"Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"150","2020-10_south-west_stereo-BRUVs","FH16",0,3.125,0,46.875,0,96.875,46.875,0,0,3.125,0,20,80,2.46875,0.567073699482846,"FH","MBH",-33.90118897,114.8563721,20201013,"08:02:00","South-west","Fished","C.FH.19",43.1,"Hayley","Yes","check calibration","Special Purpose Zone (Mining Exclusion)",NA
"151","2020-10_south-west_stereo-BRUVs","FH51",0,3.125,0,21.875,0,93.75,59.375,9.375,0,6.25,0,0,100,2.71875,0.581120996783997,"FH","MBH",-33.90618897,114.8538721,20201013,"08:06:00","South-west","Fished","C.FH.19",43,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"152","2020-10_south-west_stereo-BRUVs","FH70",0,5.88235294117647,0,58.8235294117647,0,82.3529411764706,0,17.6470588235294,0,17.6470588235294,0,0,100,2,0.612372435695794,"FH","MBH",-33.67368897,114.8463721,20201012,"08:07:00","South-west","Fished","C.FH.1",48.6,"Daphne","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"153","2020-10_south-west_stereo-BRUVs","FH47",0,8.33333333333333,0,62.5,0,100,29.1666666666667,0,0,0,0,0,100,2.45833333333333,0.508977377704051,"FH","MBH",-33.90618897,114.8488721,20201013,"08:09:00","South-west","Fished","C.FH.19",43.5,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"154","2020-10_south-west_stereo-BRUVs","FH63",0,3.7037037037037,0,77.7777777777778,0,88.8888888888889,7.40740740740741,0,0,11.1111111111111,0,0,100,2.48148148148148,0.700020349724556,"FH","MBH",-33.67868897,114.8163721,20201012,"08:20:00","South-west","Fished","C.FH.2",46.3,"Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"155","2020-10_south-west_stereo-BRUVs","FH59",0,20,0,53.3333333333333,0,73.3333333333333,0,0,0,26.6666666666667,0,0,100,1.8,0.560611910581388,"FH","MBH",-33.66868897,114.8188721,20201012,"08:32:00","South-west","Fished","C.FH.2",44.6,"Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"156","2020-10_south-west_stereo-BRUVs","IO336",0,8.33333333333333,0,50,0,100,41.6666666666667,0,0,0,0,0,100,2.41666666666667,0.514928650544437,"IO","MBH",-34.0924,114.8663667,20201016,"10:03:00","South-west","No-take","C.IO.6",43.2,NA,NA,"No","National Park Zone",NA
"157","2020-10_south-west_stereo-BRUVs","FHCO3",0,0,0,30,0,100,65,5,0,0,0,0,100,3,0,"FH","Legacy",-33.948622,114.819555,20201013,"09:56:00","South-west","Fished","C.FH.22",44.5,"Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"158","2020-10_south-west_stereo-BRUVs","FH68",0,0,0,76,0,96,20,0,0,4,0,0,100,2.52,0.585946527708232,"FH","MBH",-33.95118897,114.8288721,20201013,"10:01:00","South-west","Fished","C.FH.22",44.5,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"159","2020-10_south-west_stereo-BRUVs","FH99",0,0,0,84,0,100,0,16,0,0,0,0,100,2.08,0.276887462097269,"FH","MBH",-33.95368897,114.8363721,20201013,"10:04:00","South-west","Fished","C.FH.22",43.5,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"160","2020-10_south-west_stereo-BRUVs","FH89",0,0,0,100,0,100,0,0,0,0,0,0,100,3,0,"FH","MBH",-33.68618897,114.8013721,20201012,"10:34:00","South-west","Fished","C.FH.4",45.7,"Daphne","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"161","2020-10_south-west_stereo-BRUVs","FH45",0,4.34782608695652,0,47.8260869565217,0,91.3043478260869,39.1304347826087,0,0,8.69565217391304,0,0,100,2.60869565217391,0.656376446504361,"FH","MBH",-33.69368897,114.7988721,20201012,"10:39:00","South-west","Fished","C.FH.4",47.6,"Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"162","2020-10_south-west_stereo-BRUVs","FH69",0,15,0,40,0,100,30,15,0,0,0,0,100,2.45,0.51041778553404,"FH","MBH",-33.69618897,114.8038721,20201012,"10:43:00","South-west","Fished","C.FH.4",46.9,"Ramesh","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"163","2020-10_south-west_stereo-BRUVs","FH65",0,14.2857142857143,0,78.5714285714286,0,100,7.14285714285714,0,0,0,0,0,100,2.35714285714286,0.497245158098847,"FH","MBH",-33.71368897,114.8188721,20201012,"10:59:00","South-west","Fished","C.FH.6",45.7,"Daphne","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"164","2020-10_south-west_stereo-BRUVs","FH10",0,20.8333333333333,0,37.5,0,100,41.6666666666667,0,0,0,0,0,100,2.54166666666667,0.508977377704051,"FH","MBH",-33.98618897,114.8863721,20201013,"12:32:00","South-west","Fished","C.FH.24",42.9,"Hayley","Yes","Yes - 24 of 47 coris measured","Special Purpose Zone (Mining Exclusion)",NA
"165","2020-10_south-west_stereo-BRUVs","FH52",0,55.5555555555556,0,0,0,100,40.7407407407407,3.7037037037037,0,0,0,0,100,2.22222222222222,0.751067616198811,"FH","MBH",-33.99118897,114.8888721,20201013,"12:36:00","South-west","Fished","C.FH.24",42.1,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"166","2020-10_south-west_stereo-BRUVs","FH74",0,0,0,29.6296296296296,0,92.5925925925926,59.2592592592593,3.7037037037037,0,7.40740740740741,0,12.5,87.5,2.74074074074074,0.594370552161152,"FH","MBH",-33.73118897,114.8063721,20201012,"12:47:00","South-west","Fished","C.FH.7",44.9,"Daphne","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"167","2020-10_south-west_stereo-BRUVs","FH57",0,3.7037037037037,0,22.2222222222222,0,66.6666666666666,29.6296296296296,11.1111111111111,0,33.3333333333333,0,0,100,2.18518518518519,0.921413505980268,"FH","MBH",-33.78868897,114.8113721,20201012,"13:12:00","South-west","Fished","C.FH.12",45.8,"Claude","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
"168","2020-10_south-west_stereo-BRUVs","FH106",0,8.69565217391304,0,86.9565217391304,0,95.6521739130434,0,0,0,4.34782608695652,0,0,100,2.17391304347826,0.576208131040061,"FH","MBH",-33.78868897,114.8163721,20201012,"13:16:00","South-west","Fished","C.FH.12",47.1,"Hayley","Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA
