"campaignid","sample","slope","aspect","roughness","tpi"
"2020-10_south-west_stereo-BRUVs","FH111",0.00216677249409258,1.57079637050629,1,-0.375
"2020-10_south-west_stereo-BRUVs","IO331",0.0131217548623681,4.39706087112427,8,-0.375
"2020-10_south-west_stereo-BRUVs","IO126",0.00282498728483915,4.01754856109619,2,-0.25
"2020-10_south-west_stereo-BRUVs","IO275",0.000706174701917917,5.4073166847229,1,-0.125
"2020-10_south-west_stereo-BRUVs","IO71",0.00433441717177629,4.71238899230957,2,0
"2020-10_south-west_stereo-BRUVs","FH8",3.46944695195361e-18,1.57079637050629,0,0
"2020-10_south-west_stereo-BRUVs","IO122",0.00168922112789005,4.44139623641968,1,-0.25
"2020-10_south-west_stereo-BRUVs","IO356",0.000706027145497501,0.875694572925568,1,-0.125
"2020-10_south-west_stereo-BRUVs","IO217",0.000904369226191193,6.28318548202515,1,0.125
"2020-10_south-west_stereo-BRUVs","IO313",0.0161259789019823,4.36923360824585,10,0
"2020-10_south-west_stereo-BRUVs","IO133",0,1.57079637050629,0,0
"2020-10_south-west_stereo-BRUVs","FH84",0.000904369226191193,6.28318548202515,1,0.125
"2020-10_south-west_stereo-BRUVs","FH85",0.00274406676180661,1.7363373041153,2,-0.625
"2020-10_south-west_stereo-BRUVs","FH49",0.00234640459530056,1.17512571811676,1,0.5
"2020-10_south-west_stereo-BRUVs","IO294",0.017455980181694,4.34130764007568,10,0
"2020-10_south-west_stereo-BRUVs","FH21",0.0014093704521656,4.01569843292236,1,-0.375
"2020-10_south-west_stereo-BRUVs","IO354",0.00168829516042024,4.44124412536621,1,-0.25
"2020-10_south-west_stereo-BRUVs","IO226",0,1.57079637050629,0,0
"2020-10_south-west_stereo-BRUVs","IO220",0,1.57079637050629,0,0
"2020-10_south-west_stereo-BRUVs","FH66",0.014750418253243,4.30251312255859,10,0.25
"2020-10_south-west_stereo-BRUVs","FH39",0.00432932656258345,4.71238899230957,2,-1
"2020-10_south-west_stereo-BRUVs","FH110",0.00274039525538683,4.54662418365479,2,0
"2020-10_south-west_stereo-BRUVs","FH17",3.46944695195361e-18,4.71238899230957,0,0
"2020-10_south-west_stereo-BRUVs","FH92",0.00211478117853403,2.26719903945923,1,-0.625
