"campaignid","sample","family","genus","species","length","number","range"
"2020-10_south-west_stereo-BRUVs","FHA","Pinguipedidae","Parapercis","ramsayi",122.18934,1,2069.20296
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Austrolabrus","maculatus",56.87965,1,1677.88666
"2020-10_south-west_stereo-BRUVs","FHA","Monacanthidae","Acanthaluteres","vittiger",207.96357,1,2726.21061
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Austrolabrus","maculatus",110.01759,1,1939.74002
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Suezichthys","bifurcatus",135.05037,1,4678.78961
"2020-10_south-west_stereo-BRUVs","FHA","Gerreidae","Parequula","melbournensis",127.11841,1,1866.84335
"2020-10_south-west_stereo-BRUVs","FHA","Gerreidae","Parequula","melbournensis",895.95868,1,2437.96377
"2020-10_south-west_stereo-BRUVs","FHA","Gerreidae","Parequula","melbournensis",178.52965,1,2348.33381
"2020-10_south-west_stereo-BRUVs","FHA","Rhinobatidae","Aptychotrema","vincentiana",863.28712,1,1896.10978
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Eupetrichthys","angustipes",69.54598,1,3387.53368
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Eupetrichthys","angustipes",580.71495,1,3480.31269
"2020-10_south-west_stereo-BRUVs","FHA","Neosebastidae","Neosebastes","pandus",383.5158,1,2963.65911
"2020-10_south-west_stereo-BRUVs","FHA","Neosebastidae","Neosebastes","pandus",305.02505,1,4499.71568
"2020-10_south-west_stereo-BRUVs","FHA","Diodontidae","Diodon","nicthemerus",316.27915,1,2387.8809
"2020-10_south-west_stereo-BRUVs","FHA","Platycephalidae","Platycephalus","spp",255.88435,1,2187.20095
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",225.94025,1,2776.53332
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",146.43993,1,2403.51344
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",111.76005,1,2302.1246
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",169.1473,1,2253.9665
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",181.11776,1,2653.77804
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",134.84578,1,2785.96596
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",96.14484,1,2403.65589
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",105.46875,1,2455.49402
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",101.57527,1,2256.39325
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",92.5774,1,2205.21253
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",99.45397,1,2194.0516
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",87.95268,1,2252.42622
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",81.2984,1,2405.49647
"2020-10_south-west_stereo-BRUVs","FHA","Labridae","Coris","auricularis",136.54383,1,2723.25997
"2020-10_south-west_stereo-BRUVs","FHA","Rhinobatidae","Trygonorrhina","dumerilii",1150.18227,1,1771.84185
"2020-10_south-west_stereo-BRUVs","FHA","Rhinobatidae","Trygonorrhina","dumerilii",994.40635,1,1934.61637
"2020-10_south-west_stereo-BRUVs","FHA","Carangidae","Pseudocaranx","spp",187.29453,1,2191.93096
"2020-10_south-west_stereo-BRUVs","FHA","Oplegnathidae","Oplegnathus","woodwardi",380.31776,1,1035.33749
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Pseudolabrus","biserialis",124.78413,1,2497.51739
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Pseudolabrus","biserialis",110.56619,1,2823.33367
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Pseudolabrus","biserialis",109.24163,1,3705.84352
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Pseudolabrus","biserialis",109.11205,1,3671.56066
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Ophthalmolepis","lineolatus",92.16541,1,2351.77273
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Ophthalmolepis","lineolatus",132.81615,1,2878.33788
"2020-10_south-west_stereo-BRUVs","FH5","Serranidae","Caesioperca","spp",212.48162,1,4997.36201
"2020-10_south-west_stereo-BRUVs","FH5","Mullidae","Upeneichthys","vlamingii",254.91097,1,3372.72865
"2020-10_south-west_stereo-BRUVs","FH5","Monacanthidae","Meuschenia","flavolineata",228.8477,1,3751.00856
"2020-10_south-west_stereo-BRUVs","FH5","Cheilodactylidae","Nemadactylus","valenciennesi",511.04802,1,4370.24894
"2020-10_south-west_stereo-BRUVs","FH5","Cheilodactylidae","Nemadactylus","valenciennesi",454.91621,1,1791.27462
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Coris","auricularis",1594.39895,1,5474.4786
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Coris","auricularis",101.68261,1,1529.84255
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Coris","auricularis",121.69541,1,1501.21537
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Coris","auricularis",66.75719,1,1363.08357
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Coris","auricularis",113.49069,1,1713.68894
"2020-10_south-west_stereo-BRUVs","FH5","Sparidae","Chrysophrys","auratus",358.81629,1,2871.01442
"2020-10_south-west_stereo-BRUVs","FH5","Sparidae","Chrysophrys","auratus",361.5308,1,5125.22846
"2020-10_south-west_stereo-BRUVs","FH5","Sparidae","Chrysophrys","auratus",372.83739,1,1464.60809
"2020-10_south-west_stereo-BRUVs","FH5","Monacanthidae","Meuschenia","hippocrepis",274.67071,1,5717.30245
"2020-10_south-west_stereo-BRUVs","FH5","Rhinobatidae","Trygonorrhina","dumerilii",909.18263,1,6515.35102
"2020-10_south-west_stereo-BRUVs","FH5","Glaucosomatidae","Glaucosoma","hebraicum",579.78854,1,2263.03603
"2020-10_south-west_stereo-BRUVs","FH5","Glaucosomatidae","Glaucosoma","hebraicum",508.49493,1,6251.28651
"2020-10_south-west_stereo-BRUVs","FH5","Glaucosomatidae","Glaucosoma","hebraicum",300.18189,1,7136.20545
"2020-10_south-west_stereo-BRUVs","FH5","Glaucosomatidae","Glaucosoma","hebraicum",593.3654,1,3494.50211
"2020-10_south-west_stereo-BRUVs","FH5","Serranidae","Epinephelides","armatus",342.68972,1,2053.62227
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Bodianus","frenchii",320.5859,1,2060.70903
"2020-10_south-west_stereo-BRUVs","FH5","Labridae","Bodianus","frenchii",277.07316,1,4490.36014
"2020-10_south-west_stereo-BRUVs","FH5","Carangidae","Pseudocaranx","spp",350.31992,1,2455.69286
"2020-10_south-west_stereo-BRUVs","FH5","Carangidae","Pseudocaranx","spp",326.15531,1,2430.81024
"2020-10_south-west_stereo-BRUVs","FH5","Carangidae","Pseudocaranx","spp",380.45002,1,2387.05179
"2020-10_south-west_stereo-BRUVs","FH5","Pomacentridae","Parma","occidentalis",245.48145,1,2717.77757
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",140.60227,1,1344.17234
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",130.24063,1,1378.24127
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",179.72229,1,1041.90767
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",173.35455,1,1318.81406
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",176.44349,1,1329.12837
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",121.80974,1,1588.28139
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",181.42259,1,1264.53622
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",176.76851,1,1171.99144
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",185.16401,1,1184.68182
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",138.12525,1,1528.08199
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",202.43796,1,1043.40979
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",170.7474,1,1367.76045
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",179.6393,1,1603.77076
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",135.62526,1,1271.35828
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",174.5239,1,1543.75552
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",132.61546,1,1560.50312
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",179.56635,1,1364.36264
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",145.36541,1,1048.94402
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",179.63127,1,982.16417
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",178.84578,1,1062.71551
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",175.12317,1,1297.82569
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",189.27091,1,1464.07992
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",177.89359,1,1259.51134
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",197.83844,1,1265.65812
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",198.06024,1,1081.30577
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",174.48017,1,1212.5654
"2020-10_south-west_stereo-BRUVs","FH5","Scorpididae","Neatypus","obliquus",176.55743,1,1331.78262
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Austrolabrus","maculatus",45.33244,1,2451.31999
"2020-10_south-west_stereo-BRUVs","FH7","Pomacentridae","Chromis","klunzingeri",70.95879,1,2624.71572
"2020-10_south-west_stereo-BRUVs","FH7","Pomacentridae","Chromis","klunzingeri",64.90817,1,2458.59527
"2020-10_south-west_stereo-BRUVs","FH7","Pomacentridae","Chromis","klunzingeri",56.73488,1,2679.84629
"2020-10_south-west_stereo-BRUVs","FH7","Monacanthidae","Acanthaluteres","brownii",481.34073,1,2302.60623
"2020-10_south-west_stereo-BRUVs","FH7","Oplegnathidae","Oplegnathus","woodwardi",372.44942,1,1452.60485
"2020-10_south-west_stereo-BRUVs","FH7","Mullidae","Parupeneus","chrysopleuron",97.19446,1,5408.63393
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Pseudolabrus","biserialis",93.37702,1,2300.71159
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Pseudolabrus","biserialis",92.52723,1,2811.69616
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Pseudolabrus","biserialis",120.21261,1,2512.34216
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Pseudolabrus","biserialis",144.42349,1,2770.5871
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Pseudolabrus","biserialis",119.39679,1,2730.416
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Pseudolabrus","biserialis",99.26201,1,2863.83223
"2020-10_south-west_stereo-BRUVs","FH7","Serranidae","Caesioperca","spp",70.1308,1,4246.24838
"2020-10_south-west_stereo-BRUVs","FH7","Monacanthidae","Meuschenia","galii",208.82068,1,1385.84046
"2020-10_south-west_stereo-BRUVs","FH7","Heterodontidae","Heterodontus","portusjacksoni",439.02818,1,1392.14875
"2020-10_south-west_stereo-BRUVs","FH7","Monacanthidae","Meuschenia","hippocrepis",379.35529,1,4271.38869
"2020-10_south-west_stereo-BRUVs","FH7","Neosebastidae","Neosebastes","pandus",352.36094,1,2779.18827
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Ophthalmolepis","lineolatus",141.80594,1,5896.06897
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Ophthalmolepis","lineolatus",150.03425,1,2784.87695
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Ophthalmolepis","lineolatus",139.86522,1,4802.88602
"2020-10_south-west_stereo-BRUVs","FH7","Mullidae","Upeneichthys","vlamingii",138.41663,1,3405.00084
"2020-10_south-west_stereo-BRUVs","FH7","Mullidae","Upeneichthys","vlamingii",132.14179,1,3339.89618
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",199.39156,1,1295.80662
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",184.37404,1,3186.70862
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",82.93052,1,1583.05021
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",144.22994,1,3413.55326
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",161.83674,1,4465.60212
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",160.90421,1,3009.64083
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",174.40997,1,1273.45272
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",77.21703,1,1659.80562
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",176.34804,1,1573.47265
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",193.14727,1,1226.409
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",156.08703,1,2172.53858
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",193.41766,1,1311.42778
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",196.67446,1,1541.91594
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",165.0298,1,3725.81913
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",111.70502,1,1427.73555
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",199.48046,1,3950.58583
"2020-10_south-west_stereo-BRUVs","FH7","Scorpididae","Neatypus","obliquus",165.05716,1,1197.60994
"2020-10_south-west_stereo-BRUVs","FH7","Carangidae","Pseudocaranx","spp",309.22155,1,2642.43787
"2020-10_south-west_stereo-BRUVs","FH7","Carangidae","Pseudocaranx","spp",305.87841,1,4083.88239
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Coris","auricularis",159.91402,1,1719.04296
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Coris","auricularis",186.81127,1,3733.20781
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Coris","auricularis",143.83746,1,2356.46768
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Coris","auricularis",175.16861,1,3546.86842
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Coris","auricularis",223.21449,1,2064.3838
"2020-10_south-west_stereo-BRUVs","FH7","Labridae","Coris","auricularis",162.80585,1,1858.48986
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Austrolabrus","maculatus",62.03751,1,1145.81883
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Coris","auricularis",81.05513,1,2281.84342
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Coris","auricularis",97.43566,1,1899.63798
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Coris","auricularis",92.05584,1,2110.44523
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Coris","auricularis",81.55872,1,2257.98693
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Coris","auricularis",63.86785,1,2306.47495
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Ophthalmolepis","lineolatus",143.32042,1,2350.39458
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Ophthalmolepis","lineolatus",156.00855,1,2137.90702
"2020-10_south-west_stereo-BRUVs","FH20","Labridae","Ophthalmolepis","lineolatus",147.07717,1,1976.28094
"2020-10_south-west_stereo-BRUVs","FH20","Oplegnathidae","Oplegnathus","woodwardi",353.78844,1,1524.10601
"2020-10_south-west_stereo-BRUVs","FH20","Heterodontidae","Heterodontus","portusjacksoni",405.45828,1,1999.5259
"2020-10_south-west_stereo-BRUVs","IO46","Neosebastidae","Neosebastes","nigropunctatus",300.10121,1,2402.26052
"2020-10_south-west_stereo-BRUVs","IO46","Neosebastidae","Neosebastes","nigropunctatus",338.12275,1,2311.3771
"2020-10_south-west_stereo-BRUVs","IO46","Neosebastidae","Neosebastes","nigropunctatus",285.33495,1,5462.84506
"2020-10_south-west_stereo-BRUVs","IO46","Squalidae","Squalus","spp",538.7302,1,1865.9376
"2020-10_south-west_stereo-BRUVs","IO46","NA","Unknown","NA",65.25979,1,1150.2686
"2020-10_south-west_stereo-BRUVs","IO46","Squalidae","Squalus","spp",535.44144,1,1443.83073
"2020-10_south-west_stereo-BRUVs","IO46","Oplegnathidae","Oplegnathus","woodwardi",387.28283,1,1317.60502
"2020-10_south-west_stereo-BRUVs","IO46","Monacanthidae","Nelusetta","ayraud",576.34665,1,1472.46255
"2020-10_south-west_stereo-BRUVs","IO46","Monacanthidae","Nelusetta","ayraud",578.2195,1,1472.30198
"2020-10_south-west_stereo-BRUVs","IO46","Monacanthidae","Nelusetta","ayraud",659.79896,1,1461.91885
"2020-10_south-west_stereo-BRUVs","IO46","Monacanthidae","Nelusetta","ayraud",522.60068,1,1443.2994
"2020-10_south-west_stereo-BRUVs","IO46","Monacanthidae","Nelusetta","ayraud",633.44401,1,1672.0858
"2020-10_south-west_stereo-BRUVs","IO47","Squalidae","Squalus","spp",464.73342,1,1736.51324
"2020-10_south-west_stereo-BRUVs","IO47","Oplegnathidae","Oplegnathus","woodwardi",319.27419,1,2278.86593
"2020-10_south-west_stereo-BRUVs","IO47","Monacanthidae","Nelusetta","ayraud",554.73675,1,2155.22207
"2020-10_south-west_stereo-BRUVs","IO47","Monacanthidae","Nelusetta","ayraud",554.18132,1,1720.6004
"2020-10_south-west_stereo-BRUVs","IO47","Monacanthidae","Nelusetta","ayraud",619.72783,1,1534.64858
"2020-10_south-west_stereo-BRUVs","IO47","Monacanthidae","Nelusetta","ayraud",567.60173,1,2282.95016
"2020-10_south-west_stereo-BRUVs","IO47","Monacanthidae","Nelusetta","ayraud",597.4532,1,1469.47802
"2020-10_south-west_stereo-BRUVs","IO47","Monacanthidae","Nelusetta","ayraud",556.22182,1,1269.36214
"2020-10_south-west_stereo-BRUVs","IO102","Mullidae","Upeneichthys","vlamingii",139.03134,1,3195.52511
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Pseudolabrus","biserialis",118.82201,1,1934.36018
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Pseudolabrus","biserialis",105.44018,1,1660.89282
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Pseudolabrus","biserialis",129.143,1,1666.62646
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Pseudolabrus","biserialis",94.75447,1,2173.8205
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Pseudolabrus","biserialis",112.04245,1,1758.54414
"2020-10_south-west_stereo-BRUVs","IO102","Pomacentridae","Chromis","klunzingeri",49.22452,1,2283.43047
"2020-10_south-west_stereo-BRUVs","IO102","Pomacentridae","Chromis","klunzingeri",53.03469,1,2340.87883
"2020-10_south-west_stereo-BRUVs","IO102","Pomacentridae","Chromis","klunzingeri",55.67627,1,1901.89691
"2020-10_south-west_stereo-BRUVs","IO102","Pomacentridae","Chromis","klunzingeri",46.92451,1,1222.61199
"2020-10_south-west_stereo-BRUVs","IO102","Monacanthidae","Scobinichthys","granulatus",265.31053,1,1845.50636
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Bodianus","frenchii",387.92589,1,2279.16521
"2020-10_south-west_stereo-BRUVs","IO102","Aracanidae","Anoplocapros","lenticularis",259.81466,1,4337.43373
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",277.52398,1,1497.60149
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Choerodon","rubescens",647.01996,1,4944.68273
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",225.83216,1,1742.67758
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",159.01559,1,2686.23657
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",96.70894,1,1706.801
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",177.01505,1,1645.90039
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",169.65052,1,1738.25854
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Ophthalmolepis","lineolatus",204.03861,1,1662.85238
"2020-10_south-west_stereo-BRUVs","IO102","Scorpididae","Neatypus","obliquus",166.46714,1,2121.5882
"2020-10_south-west_stereo-BRUVs","IO102","Scorpididae","Neatypus","obliquus",196.32175,1,1210.93911
"2020-10_south-west_stereo-BRUVs","IO102","Scorpididae","Neatypus","obliquus",165.39964,1,1604.96518
"2020-10_south-west_stereo-BRUVs","IO102","Scorpididae","Neatypus","obliquus",195.00191,1,3248.56634
"2020-10_south-west_stereo-BRUVs","IO102","Scorpididae","Neatypus","obliquus",217.31219,1,920.82085
"2020-10_south-west_stereo-BRUVs","IO102","Triakidae","Furgaleus","macki",976.54215,1,1837.89921
"2020-10_south-west_stereo-BRUVs","IO102","Sparidae","Chrysophrys","auratus",366.98474,1,1615.73109
"2020-10_south-west_stereo-BRUVs","IO102","Sparidae","Chrysophrys","auratus",701.93642,1,2008.8754
"2020-10_south-west_stereo-BRUVs","IO102","Sparidae","Chrysophrys","auratus",544.67661,1,5002.20694
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Coris","auricularis",154.29889,1,3300.05653
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Coris","auricularis",259.93106,1,1163.95757
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Coris","auricularis",243.99868,1,1304.87507
"2020-10_south-west_stereo-BRUVs","IO102","Labridae","Coris","auricularis",156.41212,1,1734.597
"2020-10_south-west_stereo-BRUVs","IO105","Scyliorhinidae","Asymbolus","occiduus",505.2948,1,3551.43108
"2020-10_south-west_stereo-BRUVs","IO105","Oplegnathidae","Oplegnathus","woodwardi",353.26012,1,2112.97231
"2020-10_south-west_stereo-BRUVs","IO105","Triakidae","Mustelus","antarcticus",942.097,1,4464.04635
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",653.10637,1,1331.04216
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",648.42967,1,1659.91199
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",612.10088,1,1269.90559
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",574.61532,1,2043.19318
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",522.80225,1,1679.15814
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",572.102,1,1958.42953
"2020-10_south-west_stereo-BRUVs","IO107","Oplegnathidae","Oplegnathus","woodwardi",349.51765,1,2914.52168
"2020-10_south-west_stereo-BRUVs","IO107","Oplegnathidae","Oplegnathus","woodwardi",309.33574,1,952.38984
"2020-10_south-west_stereo-BRUVs","IO107","Oplegnathidae","Oplegnathus","woodwardi",327.03834,1,2359.82209
"2020-10_south-west_stereo-BRUVs","IO107","Carangidae","Pseudocaranx","spp",387.36828,1,7990.86128
"2020-10_south-west_stereo-BRUVs","IO107","Monacanthidae","Nelusetta","ayraud",561.25636,1,1398.82684
"2020-10_south-west_stereo-BRUVs","IO107","Monacanthidae","Nelusetta","ayraud",375.78409,1,1173.77985
"2020-10_south-west_stereo-BRUVs","IO107","Monacanthidae","Nelusetta","ayraud",605.66254,1,1577.5494
"2020-10_south-west_stereo-BRUVs","IO107","Monacanthidae","Nelusetta","ayraud",613.80516,1,1407.1217
"2020-10_south-west_stereo-BRUVs","IO107","Monacanthidae","Nelusetta","ayraud",629.66823,1,1980.21317
"2020-10_south-west_stereo-BRUVs","IO108","Gerreidae","Gerres","subfasciatus",68.71492,1,3138.23437
"2020-10_south-west_stereo-BRUVs","IO108","Mullidae","Parupeneus","chrysopleuron",118.14925,1,3992.01251
"2020-10_south-west_stereo-BRUVs","IO108","Monacanthidae","Nelusetta","ayraud",603.04715,1,1401.22475
"2020-10_south-west_stereo-BRUVs","IO108","Monacanthidae","Nelusetta","ayraud",542.99435,1,1624.71374
"2020-10_south-west_stereo-BRUVs","IO108","Monacanthidae","Nelusetta","ayraud",538.40999,1,1774.22014
"2020-10_south-west_stereo-BRUVs","IO108","Monacanthidae","Nelusetta","ayraud",519.0581,1,5574.83737
"2020-10_south-west_stereo-BRUVs","IO108","Oplegnathidae","Oplegnathus","woodwardi",337.40114,1,1478.76694
"2020-10_south-west_stereo-BRUVs","IO108","Carangidae","Pseudocaranx","spp",152.97603,1,1123.98822
"2020-10_south-west_stereo-BRUVs","IO108","Oplegnathidae","Oplegnathus","woodwardi",318.72105,1,1161.98381
"2020-10_south-west_stereo-BRUVs","IO113","Monacanthidae","Nelusetta","ayraud",554.3527,1,1320.11341
"2020-10_south-west_stereo-BRUVs","IO113","Monacanthidae","Nelusetta","ayraud",559.40583,1,1724.5656
"2020-10_south-west_stereo-BRUVs","IO115","Monacanthidae","Nelusetta","ayraud",544.99669,1,2287.80533
"2020-10_south-west_stereo-BRUVs","IO115","Monacanthidae","Nelusetta","ayraud",622.004,1,1625.3031
"2020-10_south-west_stereo-BRUVs","IO115","Monacanthidae","Nelusetta","ayraud",644.74763,1,1157.1502
"2020-10_south-west_stereo-BRUVs","IO115","Monacanthidae","Nelusetta","ayraud",580.68122,1,1572.95383
"2020-10_south-west_stereo-BRUVs","IO115","Monacanthidae","Nelusetta","ayraud",659.32009,1,2078.61539
"2020-10_south-west_stereo-BRUVs","IO115","Oplegnathidae","Oplegnathus","woodwardi",328.66916,1,2088.93512
"2020-10_south-west_stereo-BRUVs","IO115","Oplegnathidae","Oplegnathus","woodwardi",328.56359,1,1583.73967
"2020-10_south-west_stereo-BRUVs","IO192","Labridae","Suezichthys","bifurcatus",101.46142,1,4810.42645
"2020-10_south-west_stereo-BRUVs","IO192","Oplegnathidae","Oplegnathus","woodwardi",335.51323,1,2472.96954
"2020-10_south-west_stereo-BRUVs","IO192","Oplegnathidae","Oplegnathus","woodwardi",351.89307,1,1726.92138
"2020-10_south-west_stereo-BRUVs","IO192","Monacanthidae","Nelusetta","ayraud",618.23957,1,1979.40485
"2020-10_south-west_stereo-BRUVs","IO192","Monacanthidae","Nelusetta","ayraud",634.34637,1,2327.29433
"2020-10_south-west_stereo-BRUVs","IO192","Monacanthidae","Nelusetta","ayraud",570.05217,1,2930.61468
"2020-10_south-west_stereo-BRUVs","IO192","Monacanthidae","Nelusetta","ayraud",585.61057,1,1257.42154
"2020-10_south-west_stereo-BRUVs","IO211","Serranidae","Caesioperca","spp",78.22592,1,1103.66614
"2020-10_south-west_stereo-BRUVs","IO211","Serranidae","Caesioperca","spp",80.73761,1,1154.94047
