OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
FHA	0	0	638.86988	917.49627	550.65687	943.48881
FHA	0	1	772.84680	927.06716	688.15950	958.09701
FHA	1	0	606.70724	711.00746	328.70724	744.10448
FHA	1	1	664.46170	758.35821	393.17733	793.80597
FHA	2	0	16.11752	293.89552	177.98741	339.85075
FHA	2	1	224.97377	321.43284	370.05456	361.00746
FHA	3	0	1417.83421	611.34328	1367.62120	677.41791
FHA	3	1	1310.04827	580.78358	1270.91605	642.15672
FHA	4	0	1267.19727	534.31343	1791.05981	575.23881
FHA	5	0	338.44701	466.49627	734.81112	487.91791
FHA	5	1	399.89507	463.47388	794.74816	486.91045
FHA	6	0	1094.76600	513.04478	1518.14586	548.70149
FHA	7	0	1608.24029	636.78358	1566.09759	718.79104
FHA	7	1	1460.16055	675.06716	1402.40399	748.00746
FHA	8	0	307.24029	594.35448	189.27072	633.33582
FHA	8	1	131.96222	618.53358	315.69255	615.20149
FHA	9	0	652.82581	544.93284	703.21196	579.43657
FHA	9	1	799.89822	527.80597	824.59706	567.85075
FHA	10	0	1646.11857	793.88060	1567.42917	888.58209
FHA	10	1	674.56243	872.46269	599.56978	890.59701
FHA	11	0	658.11962	529.66791	903.60126	559.08209
FHA	11	1	695.39140	503.97761	942.88772	533.89552
FHA	12	0	595.45016	560.47388	812.10493	571.00746
FHA	12	1	553.14166	545.36194	850.88772	587.12687
FHA	13	0	975.59286	591.23134	1152.07135	629.75000
FHA	13	1	710.66107	484.44030	901.74607	518.92910
FHA	14	0	616.37251	482.57090	977.22560	505.01493
FHA	14	1	456.20462	486.09701	832.67156	507.53358
FHA	15	0	394.87933	507.48881	444.87933	538.00746
FHA	15	1	60.94439	527.13433	106.41133	550.60075
FHA	16	0	741.40609	578.28358	870.34627	612.53731
FHA	17	0	907.89402	818.64925	876.11857	863.21269
FHA	17	1	661.09444	902.77239	633.85205	924.66791
FHA	18	0	842.14061	298.20896	997.27177	338.50746
FHA	18	1	1019.43337	270.00000	1172.54984	306.26866
FHA	19	0	1075.84470	677.01493	815.94963	735.44776
FHA	20	0	932.50262	526.12687	1006.20147	569.42164
FHA	20	1	1054.89507	514.54104	1118.52046	559.34701
FHA	21	0	929.98426	609.74627	969.43337	649.51493
FHA	21	1	1005.53515	543.75746	1037.93284	589.06716
FHA	22	0	1027.69675	593.62687	1066.64218	642.46269
FHA	22	1	1165.19937	534.18657	1193.56768	585.03731
FHA	23	0	1028.20042	578.01119	1159.82162	623.32090
FHA	23	1	1158.14795	500.43657	1298.83526	547.76119
FHA	24	0	1531.10913	500.05597	1756.81007	556.11940
FHA	24	1	1645.94648	503.07836	1905.89717	568.20896
FHA	25	0	931.06821	596.51866	995.73033	638.35821
FHA	25	1	1017.69990	591.48134	1081.85834	634.83209
FHA	26	0	447.77440	698.03731	499.43232	718.67537
FHA	26	1	534.90976	670.33209	598.15215	697.51866
FHA	27	0	1131.11333	586.10448	1175.92865	636.35448
FHA	27	1	1218.75236	581.06716	1256.51626	637.86567
FHA	28	0	1116.00315	613.80970	1140.67156	666.57836
FHA	28	1	1198.60546	590.63806	1219.74816	645.92537
FHA	29	0	1193.06506	620.86194	1222.26653	676.14925
FHA	29	1	1280.70409	586.60821	1308.39454	647.43657
FHA	30	0	1286.74816	621.36567	1344.15530	681.69030
FHA	30	1	1359.27702	586.60821	1416.18048	644.91791
FHA	31	0	1268.11228	546.30970	1366.31689	598.07090
FHA	31	1	1341.14481	538.75373	1442.37146	594.04104
FHA	32	0	1264.48478	572.73881	1437.30745	625.83955
FHA	32	1	1366.22665	547.55224	1541.06401	603.67537
FHA	33	0	1490.87093	910.74627	1239.03463	1015.52239
FHA	33	1	102.74921	918.80597	12.08814	912.76119
FHA	34	0	840.12592	789.85075	832.06716	832.16418
FHA	34	1	1901.86779	654.85075	1877.69150	757.61194
FHA	35	0	159.33788	576.50000	138.03882	597.37313
FHA	35	1	368.86569	518.06716	337.15740	548.00746
FHA	36	0	1605.70829	501.71642	872.36097	586.34328
FHA	36	1	870.34627	453.35821	68.49948	529.92537
IO65	0	0	1530.86042	776.32653	449.10134	832.65306
IO65	1	0	915.55832	1030.40816	694.04207	1036.22449
IO65	1	1	802.97706	1027.04082	597.36902	1029.48980
IO65	2	0	1270.21033	516.73469	1653.23136	467.75510
IO65	3	0	1400.56788	810.14286	1278.25239	811.44898
IO65	3	1	1063.86998	867.89796	940.57744	872.16327
IO65	4	0	388.75908	695.38776	652.92925	684.22449
IO65	4	1	327.57361	728.75510	597.25048	717.89796
IO65	5	0	1919.38815	872.55102	1238.96558	897.61224
IO65	5	1	1722.67686	737.55102	984.26769	772.26531
IO65	6	0	1317.47228	879.38776	850.43595	905.55102
IO65	6	1	1147.07075	895.30612	658.92543	920.24490
IO65	7	0	1146.61568	764.08163	731.77820	782.44898
IO65	8	0	1392.12428	1029.48980	919.63671	1060.40816
IO65	8	1	1238.24283	992.75510	727.82027	1018.77551
IO65	9	0	1180.19312	916.42857	730.84321	937.65306
IO65	9	1	955.94837	959.59184	523.44168	980.51020
IO65	10	0	1855.14340	467.75510	1894.30210	407.75510
IO65	11	0	1112.66157	684.83673	877.55449	688.59184
IO65	11	1	820.19503	647.79592	575.25813	677.46939
FH5	0	0	1233.86149	882.88806	1262.50157	902.80224
FH5	0	1	1128.09024	888.93284	1152.70094	897.26119
FH5	1	0	1112.75866	1032.64925	1190.36936	1051.79104
FH5	1	1	1042.24449	983.28358	1123.38090	993.86194
FH5	2	0	916.38405	975.22388	1115.90241	978.24627
FH5	2	1	853.92865	987.81716	1052.94334	989.32836
FH5	3	0	398.90871	902.68657	88.64638	818.05970
FH5	4	0	233.70409	979.25373	40.29381	751.56716
FH5	5	0	415.96852	892.19403	633.42078	853.92164
FH5	5	1	359.55719	855.42164	588.09024	821.17910
FH5	6	0	567.42812	1024.58955	814.65268	1001.41791
FH5	7	0	1058.67471	1023.07836	1261.66737	1043.22761
FH5	8	0	81.09129	854.47388	118.86674	777.14925
FH5	8	1	184.84785	844.39925	215.57188	775.13433
FH5	9	0	1060.52781	970.69030	1145.17104	985.29851
FH5	9	1	1119.45750	1021.06343	1215.68520	1043.22761
FH5	10	0	880.94648	555.57090	1197.09339	559.57090
FH5	10	1	808.41763	534.41418	1131.61595	536.90299
FH5	11	0	1813.22141	638.73134	1887.76495	670.97015
FH5	12	0	253.70829	814.48881	461.66737	768.54104
FH5	12	1	425.96432	869.39552	611.76180	829.99627
FH5	13	0	326.28541	650.38433	576.16789	621.20149
FH5	13	1	468.82476	656.93284	701.58237	633.29104
FH5	14	0	110.30430	481.35448	437.29696	459.38433
FH5	14	1	354.08185	523.66791	664.45331	507.74254
FH5	15	0	670.72613	574.07463	486.33263	544.05224
FH5	15	1	152.10913	255.59328	28.20567	237.54851
FH5	16	0	224.13431	680.03731	614.74502	651.06716
FH5	17	0	255.09759	491.06343	664.08709	486.32090
FH5	17	1	294.88772	496.60448	624.80063	471.20896
FH5	18	0	1700.39874	759.98134	1379.51312	773.00373
FH5	18	1	1768.39454	888.93657	1448.51626	913.54478
FH5	19	0	1746.73662	747.17164	1397.46485	766.73134
FH5	19	1	1859.22350	869.74627	1530.77020	898.03731
FH5	20	0	550.52361	314.72388	127.93284	281.80597
FH5	20	1	461.87723	385.24627	48.35257	344.77239
FH5	21	0	359.82581	579.53731	154.12382	524.85821
FH5	21	1	192.10283	601.35821	0.00000	540.97761
FH5	22	0	302.20357	830.14925	26.19098	745.52239
FH5	23	0	600.37775	372.76119	139.01364	334.47761
FH5	24	0	215.57188	930.89552	14.10283	848.28358
FH5	25	0	602.45855	703.39925	703.48059	679.55597
FH5	25	1	837.16999	685.76866	956.82791	672.00000
FH5	26	0	686.51731	733.89179	1001.38510	719.48507
FH5	26	1	806.39140	743.96642	1130.32529	741.64925
FH5	27	0	1106.31060	264.06716	816.86569	238.76866
FH5	27	1	1219.67471	737.84328	822.52046	728.12687
FH5	28	0	1248.98741	1000.41045	1617.79643	1062.36940
FH5	28	1	1354.25498	1004.94403	1746.73662	1078.99254
FH5	29	0	410.24869	927.36940	805.07240	902.20522
FH5	29	1	644.96013	968.17164	1002.51207	961.64552
FH5	30	0	336.45331	693.13433	586.27492	660.89552
FH5	31	0	1044.33263	1049.27239	989.54355	1039.83582
FH5	31	1	1581.53200	973.20896	1579.74082	1023.01493
FH5	32	0	433.15845	594.40299	94.69045	527.91045
FH5	33	0	269.96852	729.05970	672.76600	706.67537
FH5	33	1	115.84470	655.51493	536.27072	627.58955
FH5	34	0	567.14166	761.19030	966.60441	751.11940
FH5	34	1	481.51731	726.93657	887.52781	705.78358
FH5	35	0	850.10598	904.01493	1014.85205	904.08955
FH5	35	1	1152.30955	902.00000	1360.37146	927.76493
FH5	36	0	838.11123	896.64179	1297.46065	916.79104
FH5	37	0	783.71459	953.05970	1087.93284	951.04478
FH5	38	0	1610.47849	1023.07836	1498.22141	1069.92537
FH5	38	1	1245.81952	947.01493	1164.79014	972.70522
FH5	39	0	163.18993	832.16418	652.75971	789.85075
FH5	40	0	495.33788	1005.95149	409.60965	937.94776
FH5	40	1	842.87198	1047.25746	725.91605	1019.04851
FH5	41	0	774.32949	919.45149	1041.23400	916.28731
FH5	41	1	886.14481	967.30597	1157.58237	977.23881
FH5	42	0	328.39454	537.98507	197.43966	505.74627
FH5	43	0	825.08814	432.35821	847.92970	448.10821
FH5	43	1	1080.95383	521.01493	1127.97167	542.30597
FH5	44	0	444.03987	573.51119	485.28227	557.03731
FH5	44	1	736.16999	623.38060	761.29486	620.50746
FH5	45	0	1454.09129	432.61567	1504.47009	432.28358
FH5	45	1	1823.78699	404.91045	1895.32004	414.14925
FH5	46	0	829.13116	974.72015	891.99895	961.11940
FH5	46	1	1024.05247	983.78731	1083.39454	982.27612
FH5	47	0	1805.16264	717.31343	991.22770	697.16418
FH5	48	0	932.80168	594.40299	497.62854	562.16418
FH5	48	1	1124.19727	662.91045	703.12697	638.73134
FH5	49	0	783.71459	1075.97015	330.40923	1017.53731
FH5	49	1	574.18678	1065.89552	108.79328	1007.46269
FH5	50	0	1120.16789	560.14925	433.15845	546.04478
FH5	50	1	1478.78279	542.01493	747.45016	515.82090
FH5	51	0	558.06925	586.34328	76.55824	570.22388
FH5	51	1	672.90661	334.47761	247.80693	360.67164
FH5	52	0	1049.65373	1035.67164	588.28961	1021.56716
FH5	52	1	1253.13746	846.26866	771.62644	844.25373
FH5	53	0	914.66946	447.31343	642.68625	443.28358
FH5	53	1	1061.74187	407.01493	797.81742	396.94030
FH5	54	0	622.53935	594.40299	118.86674	509.77612
FH5	54	1	918.69885	586.34328	435.17314	562.16418
FH5	55	0	1341.78384	679.02985	761.55299	695.14925
FH5	55	1	1053.68311	602.46269	487.55509	537.98507
FH5	56	0	1007.34523	1077.98507	352.57083	1035.67164
FH5	56	1	1226.94648	916.79104	670.89192	880.52239
FH5	57	0	352.57083	878.50746	14.10283	807.98507
FH5	57	1	556.05456	844.25373	237.73347	785.82090
FH5	58	0	1126.89507	369.51493	425.98321	360.56716
FH5	58	1	1488.53200	528.69403	781.57608	508.66418
FH5	59	0	1646.00210	854.32836	1194.71144	852.31343
FH5	59	1	1911.94124	878.50746	1484.82686	904.70149
FH5	60	0	1226.94648	848.28358	969.06611	836.19403
FH5	60	1	1452.59182	890.59701	1144.34418	892.61194
FH5	61	0	667.65897	278.36567	194.41763	270.60448
FH5	61	1	870.13536	399.26119	373.72508	386.46269
FH5	62	0	429.12907	677.01493	193.41028	608.50746
FH5	63	0	448.97482	408.80597	162.18258	356.70896
FH5	63	1	697.78909	459.17910	405.96013	418.16418
FH5	64	0	310.26233	568.70896	16.11752	505.91791
FH5	64	1	495.61385	601.95522	217.58657	551.25373
FH5	65	0	956.97796	884.55224	495.61385	842.23881
FH5	65	1	1174.56453	826.11940	771.62644	799.92537
FH5	66	0	801.84680	1065.89552	52.38195	1025.59701
FH5	66	1	1071.81532	947.01493	273.99790	904.70149
FH5	67	0	890.49318	638.73134	56.41133	648.80597
FH5	67	1	1146.35887	916.79104	332.42392	908.73134
FH5	68	0	1110.09444	951.04478	390.84995	914.77612
FH5	68	1	1450.57712	886.56716	729.31794	852.31343
FH5	69	0	1150.38825	979.25373	614.48059	961.11940
FH5	69	1	1361.93075	991.34328	894.52256	987.31343
FH5	70	0	1182.62329	413.05970	858.25813	407.01493
FH5	70	1	1452.59182	453.35821	1102.03568	433.20896
FH5	71	0	870.34627	1009.47761	465.39349	979.25373
FH5	72	0	920.71354	934.92537	358.61490	882.53731
FH5	72	1	1114.12382	797.91045	638.65687	769.70149
FH5	73	0	1327.68101	473.50746	811.92025	396.94030
FH5	73	1	1585.56139	437.23881	1138.30010	419.10448
FH5	74	0	1652.04617	1009.47761	850.19937	1011.49254
FH5	75	0	1045.62434	620.59701	392.86464	550.07463
FH5	75	1	1422.37146	612.53731	747.45016	574.25373
FH5	76	0	725.28856	525.89552	199.45435	475.52239
FH5	76	1	1019.43337	602.46269	471.43757	588.35821
FH5	77	0	908.62539	1021.56716	417.04092	959.10448
FH5	77	1	1112.10913	850.29851	670.89192	812.01493
FH5	78	0	519.79014	916.79104	489.56978	848.28358
FH5	79	0	860.27282	1063.88060	634.62749	1023.58209
IO64	0	0	1571.68682	779.45701	393.53278	736.69683
IO64	1	0	940.23425	613.08824	1168.45703	619.64027
IO64	1	1	887.07066	634.77376	1114.68237	635.82805
IO64	2	0	1336.56906	685.19683	1353.40165	703.41403
IO64	2	1	1145.30236	604.86878	1166.71801	607.20362
IO64	3	0	1631.76639	589.44796	1323.18269	591.10860
IO64	3	1	1772.92489	572.03846	1427.98218	589.58145
IO64	4	0	1712.40038	442.07240	1460.29026	425.14706
IO64	4	1	1573.38065	501.02036	1287.82113	479.32579
IO64	5	0	58.66327	799.00452	327.53660	739.14027
IO64	6	0	1346.63081	440.96154	1636.46085	452.91176
IO64	6	1	1560.81286	372.54525	1911.44494	379.91403
IO64	7	0	877.50477	128.28054	1043.71738	128.28054
IO64	8	0	959.37683	252.27602	996.96117	245.14253
IO64	8	1	1079.75875	246.47285	1124.98154	243.92081
IO64	9	0	978.57288	39.09502	964.20942	29.93213
IO64	9	1	1114.53724	57.72624	1083.67473	37.56787
IO64	10	0	905.10057	385.14253	746.79631	368.58145
IO64	10	1	1032.81540	355.21041	872.37237	343.53620
IO64	11	0	1123.65500	584.53167	1133.04137	581.34389
IO64	11	1	1223.56588	607.74434	1235.70210	610.35973
IO64	12	0	536.87778	203.59502	642.21515	200.84615
IO64	12	1	662.45385	252.46380	762.59707	245.43891
IO64	13	0	994.65500	515.24208	835.87715	504.38914
IO64	13	1	1126.34182	477.36878	979.78549	473.23529
IO64	14	0	1283.43157	447.73756	1270.73902	438.65837
IO64	14	1	1378.75939	514.93213	1363.01146	511.04525
IO64	15	0	737.01591	267.14253	746.90707	253.79638
IO64	15	1	855.87015	312.65158	869.12222	301.74887
IO64	16	0	1655.12540	152.80769	1288.35010	128.23529
IO64	16	1	1843.64227	202.59276	1446.00764	176.18778
IO64	17	0	1251.04392	659.67421	1175.82304	658.89593
IO64	17	1	1366.53724	644.09729	1280.01146	652.48190
IO64	18	0	1329.90134	582.03394	1187.14959	576.25566
IO64	18	1	1198.21451	622.65611	1037.74157	611.38009
IO64	19	0	1017.73775	180.00905	1162.98918	168.42760
IO64	19	1	1113.67664	237.12443	1260.34628	222.64480
IO64	20	0	1013.23488	390.24208	929.23552	392.80317
IO64	20	1	917.60153	334.65385	856.82304	330.19005
IO64	21	0	1519.76130	434.67873	1466.98727	426.39367
IO64	21	1	1390.82432	501.87330	1317.57925	496.64253
IO64	22	0	1377.62763	424.55204	1179.46213	413.85747
IO64	22	1	1525.50796	378.73756	1355.45194	381.17647
IO64	23	0	1154.70783	416.85068	1218.12222	408.39819
IO64	23	1	1088.10057	459.91629	1137.76575	450.54751
IO64	24	0	1121.37619	167.80317	1320.73838	174.13348
IO64	24	1	1209.06556	123.51584	1400.17823	119.46154
IO64	25	0	951.23743	290.50679	1302.79440	291.58597
IO64	25	1	1014.20687	292.59502	1367.87397	294.02941
IO64	26	0	26.88733	150.27149	446.08530	171.04072
IO64	27	0	476.63908	394.61538	872.61617	390.95023
IO64	28	0	925.54233	221.96606	1109.37683	223.60633
IO64	28	1	1006.50987	200.28054	1192.48313	197.03394
IO64	29	0	1312.23616	143.55204	1576.65627	138.35973
IO64	29	1	1396.56461	96.82127	1672.28962	85.21493
IO64	30	0	239.62635	513.18326	498.76639	507.62670
IO64	30	1	322.73265	423.38688	576.67855	420.88462
IO64	31	0	1306.93189	216.80317	1450.96117	213.77828
IO64	31	1	1406.23170	193.59050	1567.98218	183.54072
IO64	32	0	139.93635	335.71946	557.73520	337.77376
IO64	32	1	64.46849	312.81222	497.54424	315.17195
IO64	33	0	350.39975	322.50226	662.37428	319.02941
IO64	33	1	265.15468	307.84163	585.68428	301.92534
IO64	34	0	453.57225	210.89593	766.93125	209.99548
IO64	34	1	525.06811	234.10860	828.34437	228.62670
IO64	35	0	400.17950	400.41403	747.76194	394.94570
IO64	35	1	335.09994	377.50679	692.76512	378.14706
IO64	36	0	240.76384	40.62217	508.01273	54.36652
IO64	36	1	113.66009	25.96154	403.82432	49.78507
IO64	37	0	525.42839	214.69457	884.01591	218.83258
IO64	37	1	458.82113	203.69910	823.82495	209.97511
IO64	38	0	1314.06747	209.47738	1631.67855	200.52715
IO64	38	1	1238.59962	225.97059	1541.85041	215.18778
IO64	39	0	784.29026	520.61538	1094.37747	513.60633
IO64	39	1	725.01591	541.38462	1032.65882	535.90271
IO64	40	0	848.34564	232.08371	1146.87397	230.55204
IO64	40	1	777.46085	215.59050	1074.46149	215.28054
IO64	41	0	925.81668	308.01584	1322.45831	318.52262
IO64	41	1	883.65245	246.31900	1279.37747	256.52036
IO64	42	0	1355.34500	380.64027	1668.34500	383.80769
IO64	42	1	1301.26480	394.99548	1604.48759	399.99548
IO64	43	0	719.87588	499.30995	559.76448	467.74887
IO64	43	1	1006.37683	541.55656	814.67791	503.69457
IO64	44	0	843.31636	477.50226	764.87206	463.75339
IO64	44	1	686.57543	485.74887	609.04774	455.20136
IO64	45	0	1047.01337	617.38914	561.73265	595.43439
IO64	45	1	687.59898	631.00000	245.38129	551.28054
IO64	46	0	1082.59325	323.20588	1237.81795	312.31448
IO64	46	1	965.26671	373.60181	1109.84787	363.95475
IO64	47	0	685.43030	368.60633	987.38001	366.43213
IO64	47	1	778.31381	397.01131	1082.40229	393.30995
IO64	48	0	1545.53787	562.75339	1056.48440	532.56109
IO64	48	1	1185.76384	575.68552	712.18651	547.30543
IO64	49	0	972.03947	609.52715	1204.06938	608.58145
IO64	49	1	715.38765	643.12443	928.29344	632.97059
IO64	50	0	903.43157	563.87783	434.26607	547.38914
IO64	50	1	1103.86442	550.43891	661.58625	510.73756
IO64	51	0	1365.76384	621.68326	1241.15341	615.20136
IO64	51	1	1205.05092	651.00452	1054.46976	641.16290
IO64	52	0	863.37747	663.52715	660.21197	617.78733
IO64	52	1	1018.59071	711.78507	812.06429	673.68100
IO64	53	0	620.01337	612.91629	328.84914	588.15837
IO64	53	1	823.50159	555.49548	559.22470	529.82127
IO64	54	0	875.76321	521.52715	715.29535	502.30543
IO64	54	1	1031.58752	499.23077	899.22915	482.75792
IO64	55	0	806.61999	770.90498	31.77594	728.14480
IO64	56	0	1331.65691	553.89593	1275.90452	546.14706
IO64	56	1	1480.14831	575.88688	1437.22852	581.57692
IO64	57	0	488.48886	731.25113	547.76321	679.51810
IO64	57	1	657.14577	648.78507	688.61617	630.64932
IO227	0	0	1243.06401	415.07463	50.36726	483.58209
IO227	1	0	1093.07426	860.61433	1188.96799	797.83276
IO227	1	1	1256.76184	786.68942	1333.60307	723.90785
IO227	2	0	1717.18182	713.82935	1567.03457	657.74061
IO227	2	1	1612.70038	711.37201	1429.77465	652.00683
IO227	3	0	1746.06914	938.55631	1543.80666	900.45734
IO227	3	1	1904.83995	937.12287	1724.49808	900.04778
IO227	4	0	1827.81050	847.78157	1683.99488	824.43686
IO227	5	0	1556.68630	780.60410	1422.92318	726.65529
IO227	5	1	1734.91933	692.75427	1610.91421	630.65870
IO227	6	0	906.33547	837.09556	733.02305	757.64846
IO227	6	1	1061.00896	728.35836	908.18310	655.87372
IO227	7	0	1487.99872	659.08874	1625.48399	592.31399
IO227	7	1	1605.18182	622.43345	1777.90397	553.81570
IO227	8	0	1617.97823	630.87031	1598.65813	562.74061
IO227	8	1	1759.74520	585.00000	1794.50960	512.97952
IO227	9	0	1388.40845	670.47099	1272.07298	604.50853
IO227	9	1	1546.56466	615.38567	1457.88604	557.00000
IO227	10	0	1345.79898	765.02730	799.49680	708.60410
IO227	10	1	1073.50320	781.52218	545.11012	732.52901
IO227	11	0	1783.55954	641.36519	810.03841	592.21843
IO227	12	0	1681.08323	348.74061	1442.15237	250.94881
IO227	12	1	1907.50320	199.07509	1685.66325	93.10580
IO227	13	0	1576.36364	450.68259	1728.24584	360.69283
IO227	13	1	1703.17542	417.71331	1889.27017	313.18430
IO227	14	0	1365.63380	602.04778	583.86684	565.18771
IO227	14	1	1034.98079	710.17065	336.79898	672.08191
IO227	15	0	919.48271	806.43003	860.76312	753.08874
IO227	15	1	796.15365	877.69283	733.45070	813.13652
IO227	16	0	1609.76569	539.96928	1313.95262	476.17747
IO227	16	1	1783.49168	438.60410	1497.51216	367.44027
IO227	17	0	1025.77593	487.05461	792.59155	428.12628
IO227	17	1	1241.29449	494.63140	999.34699	438.96928
IO227	18	0	1524.46479	596.43686	1472.65557	518.12287
IO227	18	1	1888.65557	402.53925	1875.74904	293.39590
IO227	19	0	908.30858	857.17065	675.87452	786.08191
IO227	19	1	1524.60435	301.03413	1175.06914	194.90785
IO227	20	0	943.52625	410.31058	766.04866	359.00000
IO227	20	1	153.21127	516.42662	36.67093	465.68942
IO227	21	0	869.03969	160.95563	1255.00640	67.57679
IO227	22	0	687.65045	216.70307	537.10371	159.12628
IO227	22	1	913.05250	102.43345	747.28169	34.19795
IO227	23	0	1403.73880	238.36177	1508.22023	129.01024
IO227	24	0	425.52625	613.67577	365.70423	546.94539
IO227	24	1	635.16389	537.68259	524.85403	477.09215
IO227	25	0	907.31754	447.51195	1206.63124	364.39249
IO227	25	1	1040.27529	410.24232	1350.85659	323.02730
IO227	26	0	1527.20871	397.81570	1694.80922	320.50853
IO227	26	1	924.81178	573.36177	1012.63764	516.12287
IO227	27	0	1655.68630	638.52218	1692.39437	574.89761
IO227	27	1	1867.31242	618.24915	1905.86428	546.84300
IO227	28	0	1410.88988	597.54949	1359.24712	532.16382
IO227	28	1	1244.53905	647.51536	1187.57875	586.23549
IO227	29	0	1742.99616	665.93857	1846.24840	598.36177
IO227	30	0	974.17414	569.69625	1196.91037	502.08191
IO227	30	1	882.18950	594.26962	1094.88732	526.65529
IO227	31	0	1316.15621	872.21160	796.42638	812.62799
IO227	31	1	1653.89245	670.72696	1157.96031	616.80205
IO227	32	0	1652.61460	679.66553	1613.45839	618.67918
IO227	32	1	1868.78361	552.33447	1806.91421	464.85324
IO227	33	0	489.49808	670.57679	147.65941	602.38908
IO227	33	1	696.08323	548.49147	367.46863	492.79181
IO227	34	0	1344.16005	336.23891	1347.93470	262.03413
IO227	34	1	1165.49296	388.52560	1157.47503	322.66894
IO227	35	0	963.02049	371.52218	1175.44686	294.35495
IO227	35	1	1086.34955	324.21843	1314.96031	239.67918
IO227	36	0	1440.36748	561.76451	918.09091	506.41980
IO227	36	1	1675.54930	531.95904	1172.75416	487.63140
IO227	37	0	1722.09987	576.24573	1652.03585	517.26962
IO227	37	1	1483.63636	602.04778	1365.63380	541.84300
IO227	38	0	1270.98592	520.95563	609.67990	455.83618
IO227	38	1	1896.64533	77.40614	1182.19718	1.63823
FH7	0	0	1034.18993	722.53731	1426.06506	744.37313
FH7	1	0	1207.54565	992.68657	1215.64848	1015.85821
FH7	1	1	1245.82476	1006.79104	1251.91291	1032.64925
FH7	2	0	310.99685	646.68657	681.29801	623.35821
FH7	3	0	634.12382	119.21642	993.36831	122.91045
FH7	4	0	1132.25603	672.98507	781.69990	652.83582
FH7	5	0	1064.57503	675.69403	1123.83001	677.59701
FH7	5	1	1103.18993	681.40299	1172.51836	684.64925
FH7	6	0	1321.48898	833.40299	1349.21721	855.37313
FH7	6	1	1375.21406	816.61194	1407.97901	844.29104
FH7	7	0	791.95488	768.81343	857.90346	757.38060
FH7	7	1	827.21196	755.38060	898.53305	743.27612
FH7	8	0	1473.20672	573.94030	1505.62854	585.53731
FH7	8	1	1148.82476	321.47761	1137.45226	312.74627
FH7	9	0	1339.76915	666.94030	981.15425	654.85075
FH7	9	1	1883.73557	572.23881	1547.28227	584.32836
FH7	10	0	1056.75866	743.73881	1398.64848	764.61940
FH7	10	1	1091.34418	760.19403	1435.58447	783.08955
FH7	11	0	176.26338	673.27612	208.52046	622.44030
FH7	11	1	94.33263	664.20896	121.88877	603.29851
FH7	12	0	964.90031	900.32090	1048.95173	900.78358
FH7	12	1	897.07240	886.88806	980.78804	879.62687
FH7	13	0	936.02308	930.88060	951.57503	924.29104
FH7	13	1	839.65373	914.42537	868.63694	896.75373
FH7	14	0	1305.10913	957.42537	1379.86149	992.01493
FH7	14	1	1221.49948	973.20896	1310.01889	1003.43284
FH7	15	0	1231.02099	950.02239	1311.88143	977.71642
FH7	15	1	1293.81217	908.71642	1366.27807	937.08209
FH7	16	0	1159.52571	992.01493	1254.72403	1015.18657
FH7	16	1	1097.40609	983.61940	1182.53095	1000.74627
FH7	17	0	581.06821	718.14179	849.05352	703.02985
FH7	17	1	613.80693	702.02239	881.28856	688.92537
FH7	18	0	1232.78279	681.30970	853.26338	667.41418
FH7	18	1	1552.61490	713.54851	1130.28332	713.25373
FH7	19	0	1112.10913	733.43284	666.86254	709.25373
FH7	19	1	437.18783	884.55224	74.54355	818.05970
FH7	20	0	571.17209	582.01493	854.79224	570.38060
FH7	20	1	413.69045	536.67910	694.62434	519.67164
FH7	21	0	470.67576	291.66045	592.06191	279.40299
FH7	21	1	752.73242	278.56343	854.97901	267.81716
FH7	22	0	306.42497	514.73881	694.65058	499.86567
FH7	22	1	251.35677	493.58209	647.30535	481.39552
FH7	23	0	550.01049	1061.86567	410.99685	1005.44776
FH7	24	0	188.70934	635.48507	319.44911	591.89552
FH7	24	1	44.32319	642.87313	203.94019	593.57463
FH7	25	0	231.14061	454.79851	577.87093	439.44030
FH7	25	1	162.97692	426.25373	520.45226	411.90299
FH7	26	0	1577.41343	768.46269	1812.88562	827.03731
FH7	26	1	1643.89822	754.35821	1909.59077	814.27612
FH7	27	0	1570.21721	790.70149	1796.76810	846.64179
FH7	27	1	1650.80483	767.86567	1903.88248	829.51493
FH7	28	0	864.30220	632.68657	394.87933	590.37313
FH7	28	1	535.90766	705.22388	56.41133	642.76119
FH7	29	0	318.32109	858.35821	42.30850	781.79104
FH7	30	0	576.34208	433.59701	740.08499	418.91045
FH7	30	1	668.34627	444.00746	843.16999	432.67910
FH7	31	0	884.44911	1053.80597	572.17209	1015.52239
FH7	31	1	781.69990	1053.80597	457.33473	1003.43284
FH7	32	0	120.88143	520.53731	367.84680	491.77612
FH7	32	1	25.18363	517.51493	279.87198	485.05970
FH7	33	0	120.88143	785.82090	8.05876	717.31343
FH7	34	0	444.49423	520.00746	744.08499	505.01493
FH7	34	1	520.71668	545.52985	815.94229	531.20896
FH7	35	0	424.01154	578.77612	566.19517	552.08955
FH7	35	1	501.24134	584.48507	655.17733	558.47015
FH7	36	0	978.56558	849.43284	494.94439	805.28358
FH7	36	1	1264.96432	907.47761	739.39140	874.47761
FH7	37	0	991.60651	1011.82836	712.90031	987.58955
FH7	37	1	892.55089	998.05970	628.28332	963.07463
