OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
IO210	14	0	1230.38080	954.00000	1075.34647	968.94915
IO210	15	0	562.18627	711.98305	1011.87540	722.44068
IO210	16	0	1025.30197	921.35593	1102.19962	933.55932
IO210	17	0	1494.01144	966.50847	1119.28798	1018.98305
IO210	18	0	1418.61386	643.96040	1277.22772	640.39604
IO210	18	1	724.75248	750.89109	592.87129	752.07921
IO210	19	0	887.88119	983.87019	931.55446	983.31903
IO210	19	1	1055.52475	998.43124	1087.03960	1007.62596
IO210	20	0	1373.10891	724.08361	1209.41584	714.17492
IO210	20	1	1456.12871	676.35644	1327.11881	665.97140
IO210	21	0	1559.45545	427.36634	1850.34653	416.24092
IO210	21	1	1783.96040	433.46865	1614.98020	413.91749
IO210	22	0	1561.03960	355.67987	1325.67327	368.66557
IO210	22	1	1688.99010	156.49945	1435.41584	165.80748
IO210	23	0	1647.98020	558.69747	1298.58416	563.76788
IO210	23	1	1801.92079	536.42904	1465.32673	530.40594
IO210	24	0	1104.41704	382.08475	1513.69294	381.20339
IO210	24	1	1386.65989	317.37288	1837.30451	291.33898
FH8	0	0	411.30325	652.75746	390.31060	551.58582
FH8	0	1	397.70409	584.25000	387.79224	490.13060
FH8	1	0	761.84470	774.21642	473.83316	691.72015
FH8	1	1	852.00210	745.00000	578.09339	686.17910
FH8	2	0	1041.57922	666.48881	861.00944	666.37687
FH8	2	1	1101.51626	676.56343	934.54565	685.51866
FH8	3	0	1073.30745	690.88060	898.79643	700.00746
FH8	3	1	1142.81427	676.27239	987.44281	698.49627
FH8	4	0	1140.31480	693.13433	1041.59496	731.41791
FH8	5	0	1635.46905	545.69776	1581.53200	671.54478
FH8	5	1	1748.79538	550.23134	1687.30325	700.76119
FH8	6	0	1004.61910	740.58582	790.00525	724.54104
FH8	6	1	919.49843	734.54104	707.90661	700.86567
FH8	7	0	967.83316	628.96269	819.36936	615.34701
FH8	7	1	1043.38405	621.91045	894.92025	625.92537
FH8	8	0	695.59706	548.15672	519.86884	478.35075
FH8	8	1	583.78174	526.49627	384.38090	439.05970
FH8	9	0	812.71878	931.85448	258.06506	796.98507
FH8	9	1	947.19937	879.46642	444.92760	794.97015
FH8	10	0	989.25603	497.32836	930.00944	505.07463
FH8	10	1	1112.65582	399.60448	1071.54145	421.95896
FH8	11	0	833.43966	651.95522	841.27807	642.18284
FH8	11	1	934.67786	650.94776	939.99790	666.86567
FH8	12	0	357.68940	647.15672	173.76705	512.40672
FH8	12	1	444.32109	652.69776	267.95383	530.54104
FH8	13	0	1014.79328	789.95149	670.97377	755.72388
FH8	13	1	1283.75446	832.26493	941.44596	842.36567
FH8	14	0	1025.65268	281.06716	1177.32949	324.96269
FH8	14	1	1111.78069	255.37687	1258.92445	304.81343
FH8	15	0	589.57503	891.28731	153.62015	738.65672
FH8	15	1	467.25184	643.20149	113.83001	501.45896
FH8	16	0	864.16789	432.59701	706.60126	401.51493
FH8	16	1	971.95383	497.07463	786.68520	486.14179
FH8	17	0	489.18993	287.77239	134.48059	174.18657
FH8	17	1	632.23295	194.58209	296.15950	113.23507
FH8	18	0	93.17943	181.34328	82.09864	82.10821
FH8	18	1	259.39140	87.14552	208.52046	12.08955
FH8	19	0	1308.33683	21.66045	812.13536	5.54104
FH8	19	1	1452.89087	19.64552	957.69675	19.14179
FH8	20	0	500.87723	301.63060	779.10493	290.94776
FH8	20	1	559.30325	305.66045	828.96852	296.99254
FH8	21	0	700.07240	569.31716	561.66422	505.89179
FH8	21	1	834.04932	602.56343	711.25498	571.88060
FH8	22	0	1647.00944	463.92164	1646.00210	590.97761
FH8	22	1	1692.33998	459.38806	1698.38405	595.51119
FH8	23	0	1648.01679	583.30597	1600.67156	718.92537
FH8	23	1	1608.22665	567.18657	1555.34103	698.27239
FH8	24	0	1096.96852	435.36940	1112.63799	467.10448
FH8	24	1	1129.20357	448.97015	1138.82896	496.32090
FH8	25	0	1767.89087	512.52612	1728.60441	661.09701
FH8	25	1	1735.15215	518.06716	1679.24449	663.61567
FH8	26	0	76.55824	435.22388	382.79119	362.68657
FH8	26	1	346.52676	467.46269	552.02518	419.10448
FH8	27	0	730.17209	445.85821	351.36306	358.19030
FH8	27	1	952.29171	548.11567	513.04197	484.12313
FH8	28	0	1262.71878	432.57090	1326.95488	500.89552
FH8	28	1	1371.51207	438.11194	1437.76285	529.10448
FH8	29	0	1308.84050	463.60821	1329.23400	535.95522
FH8	29	1	1442.31375	431.87313	1468.24764	523.36194
FH8	30	0	878.01259	239.28358	583.39664	193.54851
FH8	30	1	1164.35467	211.01493	885.60021	207.65299
FH8	31	0	577.17524	314.53358	365.22770	236.42537
FH8	31	1	879.88248	333.17164	685.05981	303.92537
FH8	32	0	468.88562	392.10821	495.21931	329.61567
FH8	32	1	613.94334	401.17537	635.24029	358.32836
FH8	33	0	1559.37041	236.88433	1433.48478	303.32836
FH8	33	1	1863.58867	143.19030	1708.99370	239.35448
FH8	34	0	241.81112	314.47388	505.63484	264.80970
FH8	34	1	354.63379	310.44403	594.28122	273.87687
FH8	35	0	701.99475	263.25746	905.45121	268.63060
FH8	35	1	820.35782	265.77612	1017.26653	282.23134
FH8	36	0	1315.59286	411.04478	157.14586	282.08955
FH8	37	0	734.42497	693.80970	586.15320	631.82463
FH8	37	1	854.80273	715.97388	701.99790	675.14552
FH8	38	0	719.73033	569.81716	682.58657	532.42910
FH8	38	1	812.90976	504.33209	778.28437	486.08582
FH8	39	0	1253.74187	708.68657	1146.38825	759.01866
FH8	39	1	1369.58657	726.31716	1255.18153	820.47388
FH8	40	0	720.92865	570.44030	678.33683	531.74254
FH8	40	1	814.10808	505.96269	775.04197	484.39179
FH8	41	0	781.04197	703.56343	720.29171	667.26119
FH8	41	1	685.34418	660.24254	629.63064	605.80597
FH8	42	0	524.95068	496.70149	555.08709	441.04478
FH8	42	1	593.95383	549.08955	615.52781	496.45522
FH8	43	0	932.94439	603.88433	877.11228	597.80597
FH8	43	1	1053.32214	594.81716	991.94963	615.43657
FH8	44	0	1160.97692	574.45896	989.99475	592.82836
FH8	44	1	1317.61910	566.39925	1132.03043	612.97761
FH8	45	0	1085.99056	655.22015	1072.86569	693.48881
FH8	45	1	1014.97272	632.55224	1006.38090	662.76119
FH8	46	0	1214.67891	578.57836	1034.42497	609.00746
FH8	46	1	1356.21091	541.30224	1179.48269	598.42910
FH8	47	0	873.43652	659.33955	889.36201	658.04478
FH8	47	1	804.43337	621.05597	818.84785	608.67910
FH8	48	0	275.75236	606.62313	315.32214	495.10448
FH8	48	1	401.16684	600.57836	411.52361	506.18657
FH8	49	0	1535.19412	1029.62687	276.01259	938.95522
FH8	49	1	1126.21196	924.85075	102.74921	799.92537
FH8	50	0	1869.63274	471.49254	1717.52361	581.46269
FH8	50	1	1055.88458	733.44403	773.96537	684.93657
FH8	51	0	931.79224	730.86567	694.73347	696.34328
FH8	52	0	757.87723	469.48881	943.31480	478.54478
FH8	52	1	869.69255	476.03731	1054.12277	504.73881
FH8	53	0	1631.89927	523.74254	1601.17524	653.10075
FH8	53	1	1841.42707	547.41791	1799.62225	716.57090
FH8	54	0	911.09654	911.85075	276.01259	803.15299
FH8	54	1	681.92550	961.21642	18.63589	788.04104
IO215	0	0	462.60648	818.84746	480.91545	843.25424
IO215	1	0	60.59406	666.53465	576.23762	659.40594
IO215	2	0	321.98020	633.26733	780.59406	648.71287
IO215	3	0	1651.48515	608.31683	1912.87129	681.98020
IO215	4	0	1378.21782	699.80198	1738.21782	766.33663
IO215	5	0	1434.05941	629.70297	1296.23762	697.42574
IO215	6	0	134.74735	770.81596	263.96319	768.90466
IO215	6	1	335.97006	792.06874	416.37742	796.74279
IO215	7	0	137.62238	428.06780	540.86205	452.52542
IO215	7	1	615.35092	432.57627	970.29943	469.61017
IO218	0	0	887.37444	915.25424	157.45709	867.66102
IO218	1	0	529.73935	938.44068	665.22568	925.01695
IO218	2	0	445.51812	928.67797	628.60776	918.91525
IO218	3	0	650.57851	849.35593	1013.09599	849.35593
IO218	4	0	344.20852	1027.52542	201.39860	990.91525
FH15	0	0	1675.21511	766.08582	1345.29696	791.68657
FH15	0	1	1779.47534	852.88433	1454.59391	887.39552
FH15	1	0	806.78909	491.64179	554.37356	517.65672
FH15	1	1	913.06401	558.13433	639.99790	579.61567
FH15	2	0	966.18573	513.87313	1028.36621	552.18657
FH15	2	1	1004.96852	516.39179	1071.68206	553.69776
FH15	3	0	197.43966	434.00746	229.01364	487.65299
FH15	3	1	267.45016	436.02239	259.23400	485.13433
FH15	4	0	520.63064	492.69030	504.84785	533.95522
FH15	4	1	619.35047	400.00373	602.56034	448.82463
FH15	5	0	384.13536	404.03358	416.70514	459.40299
FH15	5	1	464.21931	383.88433	480.16789	442.27612
FH15	6	0	42.30850	548.64552	21.15425	582.10448
FH15	6	1	200.96537	474.09328	160.67156	526.19030
FH15	7	0	141.53200	563.75746	318.82476	614.84701
FH15	7	1	246.29591	573.32836	408.47849	618.37313
FH15	8	0	1431.73347	324.96269	1468.99056	333.33209
FH15	8	1	1305.81532	310.35448	1330.98426	325.77612
FH15	9	0	1070.86569	342.68284	1049.25184	371.94403
FH15	9	1	1035.10493	295.83582	1034.14166	326.60821
FH15	10	0	730.49843	405.60075	796.49108	450.97015
FH15	10	1	802.52361	365.30224	860.45750	413.19030
FH15	11	0	909.30220	409.12687	861.46485	449.45896
FH15	11	1	948.08499	373.36194	903.26967	416.21269
FH15	12	0	1027.04302	443.87313	1029.14900	482.40672
FH15	12	1	1073.88458	429.26493	1072.46485	460.74627
FH15	13	0	641.90661	566.29104	437.19727	587.66045
FH15	13	1	783.94229	532.03731	545.48688	557.43657
FH15	14	0	925.47429	589.96642	707.66946	615.86940
FH15	14	1	836.32424	485.19030	641.68835	520.66418
FH15	15	0	475.69465	533.54851	441.73033	571.54104
FH15	15	1	569.88143	481.66418	533.39874	529.22761
FH15	16	0	712.97587	571.18657	521.86988	596.31343
FH15	16	1	683.25918	480.01119	542.52046	512.69403
FH15	17	0	575.20462	659.00746	410.51731	683.50373
FH15	17	1	744.43861	662.02985	536.43547	681.99254
FH15	18	0	1199.64533	499.10448	1021.59077	522.39179
FH15	18	1	1242.96118	459.30970	1090.59391	479.07090
FH15	19	0	808.47639	465.01493	789.14900	510.08209
FH15	19	1	853.80693	445.87313	845.56034	486.91045
FH15	20	0	1356.15215	502.27612	1296.80693	523.10448
FH15	20	1	1281.60860	427.72388	1240.89927	448.55224
FH15	21	0	1047.36936	652.16418	799.17419	672.80224
FH15	21	1	938.57608	577.61194	685.84785	603.79104
FH15	22	0	1437.42183	618.00000	1256.30850	639.18657
FH15	22	1	1577.94648	644.69776	1436.11962	664.37313
FH15	23	0	1062.21196	474.54104	987.12382	505.84701
FH15	23	1	1138.26653	441.29478	1059.14900	466.05224
FH15	24	0	1552.84050	481.38433	1778.97167	506.14552
FH15	24	1	1637.96118	473.82836	1895.82371	494.05597
FH15	25	0	1240.33998	448.08209	1408.31060	480.91418
FH15	25	1	1197.02413	422.89552	1353.91396	455.72761
FH15	26	0	454.42078	626.54851	366.74082	657.60075
FH15	26	1	364.76705	573.65672	308.31480	606.22015
FH15	27	0	943.00210	432.84701	967.00210	472.58582
FH15	27	1	1003.44281	426.80224	1043.56034	459.48881
FH15	28	0	415.98006	617.18657	132.32634	635.76493
FH15	28	1	547.94229	609.12687	284.93914	629.21642
FH15	29	0	988.48793	455.17910	645.25603	475.02985
FH15	29	1	1139.08604	439.05970	782.25498	457.39925
FH15	30	0	1023.78489	669.57090	762.70094	686.68284
FH15	30	1	1101.35047	572.85448	844.79958	599.03358
FH15	31	0	1171.05352	419.91791	1288.26338	449.35448
FH15	31	1	1240.05666	405.81343	1346.68940	436.25746
FH15	32	0	1649.02413	530.95522	1551.78909	541.56343
FH15	32	1	1733.64113	526.42164	1678.21091	539.04478
FH15	33	0	1309.54879	447.31343	1601.67891	481.56716
FH15	34	0	1423.37880	595.73134	1348.87933	620.00000
FH15	34	1	1570.45121	626.96269	1480.84155	658.28358
FH15	35	0	1332.71773	923.84328	748.38090	939.96269
FH15	35	1	1654.06086	985.29851	1162.39979	999.40299
FH15	36	0	770.42183	453.42910	850.00630	501.07463
FH15	36	1	848.49108	458.97015	925.55719	500.06716
FH15	37	0	854.53515	448.89552	801.65373	486.97015
FH15	37	1	921.52361	439.82836	850.50997	475.38433
FH15	38	0	464.89927	452.88060	524.32949	507.60821
FH15	38	1	537.93179	458.42164	581.24449	504.58582
FH15	39	0	1114.12382	896.64179	618.50997	894.62687
FH15	40	0	1529.15005	324.40299	572.17209	286.11940
FH15	40	1	1899.85310	370.74627	813.93494	322.38806
FH15	41	0	478.81217	512.69030	415.77440	554.88806
FH15	41	1	602.71563	491.53358	527.58972	531.21269
FH15	42	0	559.90346	458.28731	452.54250	501.99627
FH15	42	1	642.50577	440.15299	545.21826	481.84701
FH15	43	0	1864.09234	802.27985	1457.15215	819.00746
FH15	43	1	1681.76285	783.13806	1300.50997	814.97761
FH15	44	0	820.38825	551.52612	804.55404	593.28731
FH15	44	1	914.07135	547.49627	895.21511	580.19030
FH17	0	0	1029.82896	656.23881	1100.19307	675.63060
FH17	0	1	1015.22246	615.94030	1096.16369	634.82836
FH17	1	0	1747.24029	639.91045	1632.09339	764.58582
FH17	1	1	1632.90661	616.23507	1567.62329	706.65672
FH17	2	0	160.30430	717.44403	129.77859	552.75373
FH17	2	1	396.52676	713.91791	333.76600	596.07463
FH17	3	0	1024.41028	448.76119	1049.33683	459.36940
FH17	3	1	1151.33578	454.80597	1205.97901	486.06716
FH17	4	0	1468.93179	344.44403	1618.08185	421.33955
FH17	4	1	1378.27072	322.27985	1517.34732	382.04851
FH17	5	0	155.99895	484.83955	295.96118	378.44403
FH17	5	1	77.92970	464.18657	218.89927	347.21269
FH17	6	0	329.26233	433.45896	590.79958	375.76493
FH17	6	1	270.83631	418.85075	545.97272	362.16418
FH17	7	0	1557.78909	366.62687	1827.82791	473.20896
FH17	7	1	1513.46590	341.44030	1770.40923	433.91791
FH17	8	0	1416.16369	535.66791	1578.60126	632.51866
FH17	8	1	1451.42078	508.97015	1635.51626	609.34701
FH17	9	0	1644.99475	693.30970	1587.57608	800.11194
FH17	9	1	1876.68416	608.68284	1871.64743	756.28731
FH17	10	0	1058.16999	811.65672	794.18153	804.05224
FH17	10	1	797.77125	842.38433	537.30850	749.64925
FH17	11	0	1376.78699	575.85075	1563.97482	683.02612
FH17	11	1	972.33788	584.41418	1208.88562	622.07463
FH17	12	0	1207.84785	163.47388	1401.64953	202.69030
FH17	12	1	1278.36201	177.07463	1470.65268	223.34328
FH17	13	0	290.96852	362.94776	370.23715	280.67537
FH17	13	1	233.04617	358.91791	305.26338	280.17164
FH17	14	0	1407.63064	401.87313	1528.58657	472.43657
FH17	15	0	1544.39559	518.57090	1603.92865	617.54104
FH17	15	1	1519.71563	517.56343	1573.20462	610.48881
FH17	16	0	1544.89927	495.90299	1561.11647	583.28731
FH17	16	1	1589.22246	501.44403	1601.91396	599.91045
FH17	17	0	1468.37985	433.07463	1370.77754	483.85821
FH17	17	1	1389.30325	398.31716	1304.29276	438.52239
FH17	18	0	1459.06821	538.12687	1504.67471	620.29851
FH17	18	1	1498.85834	522.00746	1548.49423	609.72015
FH17	19	0	1454.53515	493.29478	1463.37356	569.92537
FH17	19	1	1504.39874	492.28731	1509.71144	566.90299
FH17	20	0	1675.21511	435.50373	1797.60756	550.63433
FH17	20	1	1712.99056	421.39925	1848.47849	536.52985
FH17	21	0	1217.88038	485.44403	1289.53515	530.66045
FH17	22	0	1260.18888	457.23507	1454.23610	523.60821
FH17	23	0	1151.27387	288.45896	1212.08290	310.63806
FH17	23	1	1204.66317	270.82836	1264.96852	299.05224
FH17	24	0	419.85100	414.71642	600.48688	348.33955
FH17	24	1	383.08290	403.13060	554.14900	332.72388
FH17	25	0	295.29276	499.30970	371.84785	404.16791
FH17	25	1	381.92445	517.94776	450.42078	433.88806
FH17	26	0	388.81112	701.13433	379.38825	585.18657
FH17	26	1	468.39140	679.47388	455.44281	581.15672
FH17	27	0	1134.50577	562.35075	1055.54984	574.85821
FH17	27	1	1205.52361	568.89925	1129.08604	594.00000
FH17	28	0	648.95803	459.56343	533.31060	387.32090
FH17	28	1	693.28122	448.48134	572.59706	384.29851
FH17	29	0	1535.35362	456.75000	1369.15950	506.58955
FH17	29	1	1589.75026	436.60075	1430.10388	495.50746
FH17	30	0	1341.94334	556.48881	1155.60231	585.17164
FH17	30	1	1402.88772	547.42164	1215.53935	584.16418
FH17	31	0	1317.60756	739.47761	541.95173	658.88060
FH17	32	0	1677.22980	505.47388	1578.91396	595.24627
FH17	32	1	1755.29906	497.91791	1679.14481	596.25373
FH17	33	0	1375.41028	469.45896	1178.93284	492.72015
FH17	33	1	1479.16684	452.83582	1276.14166	489.69776
FH17	34	0	575.38090	504.57090	312.74502	392.37687
FH17	34	1	695.25498	493.48881	413.47954	399.42910
FH17	35	0	615.24449	468.11194	644.09024	413.09701
FH17	35	1	672.66317	468.11194	686.90241	412.59328
FH17	36	0	418.30745	581.89552	308.11962	469.16418
FH17	36	1	521.56034	532.02612	408.85414	438.43657
FH17	37	0	170.24134	599.17164	179.81112	459.42910
FH17	37	1	282.56034	574.99254	281.04932	455.90299
FH17	38	0	855.14481	475.78358	710.32214	432.89552
FH17	38	1	960.91605	443.54478	813.07135	410.73134
FH17	39	0	1656.57922	468.00746	1089.28227	478.98507
FH17	39	1	1839.91605	445.84328	1252.97587	480.49627
FH17	40	0	1286.95803	578.72761	1069.75236	593.31716
FH17	40	1	1391.72193	583.76493	1180.05666	615.48134
FH17	41	0	1522.23400	574.08955	1258.20462	622.57836
FH17	41	1	1616.42078	559.98507	1371.53095	622.57836
FH17	42	0	356.29276	557.43657	354.32214	455.67910
FH17	42	1	437.38405	544.84328	420.30325	451.14552
FH17	43	0	934.52781	496.21269	957.07555	490.43657
FH17	43	1	993.45750	503.76866	1009.96118	503.53358
FH17	44	0	850.90661	566.79851	840.10493	540.20522
FH17	44	1	920.41343	586.44403	902.56034	568.41418
FH17	45	0	596.93599	653.78358	190.66422	508.61940
FH17	45	1	775.23610	677.96269	321.11542	558.99254
FH17	46	0	907.89927	411.79851	894.96537	394.34701
FH17	46	1	972.36936	412.80597	939.79224	400.39179
FH17	47	0	393.98426	669.11194	214.45121	528.35075
FH17	47	1	520.40609	604.13060	342.38405	496.61567
FH17	48	0	1291.26653	595.88060	1289.74502	647.20149
FH17	48	1	1235.86254	598.39925	1221.74921	637.12687
FH17	49	0	1117.79538	872.78358	685.26967	821.19403
FH17	49	1	974.75236	822.91418	522.07975	736.06343
FH17	50	0	849.63484	655.76866	568.06086	582.45896
FH17	50	1	1031.96432	644.68657	723.19203	602.10448
FH17	51	0	807.26653	657.00746	88.64638	499.70149
FH17	51	1	1063.78489	542.01493	449.27597	447.31343
FH17	52	0	906.78174	504.13060	569.96222	434.41791
FH17	52	1	1108.25079	570.62313	731.13746	529.62313
FH17	53	0	1402.22455	650.82090	781.69990	628.65672
FH17	53	1	1801.13326	316.34328	1267.24029	336.49254
FH21	0	0	254.34418	504.58582	408.99161	549.46269
FH21	0	1	371.69990	495.01493	510.22980	546.94403
FH21	1	0	255.36201	340.29478	221.61595	399.26493
FH21	1	1	187.86988	310.57463	155.63484	376.09328
FH21	2	0	212.54984	335.45149	495.74082	412.21269
FH21	3	0	1151.09444	840.64925	1118.99475	882.33955
FH21	3	1	1204.98741	849.21269	1177.42078	892.91791
FH21	4	0	1239.74082	868.35448	1119.49843	906.01493
FH21	4	1	1295.64848	888.00000	1182.96118	931.20149
FH21	5	0	923.38825	670.25373	917.02099	703.33955
FH21	5	1	997.93179	678.81716	987.03148	712.91045
FH21	6	0	1032.68520	688.89179	1070.13746	726.51119
FH21	6	1	975.26653	667.23134	1006.67471	704.34701
FH21	7	0	19.64323	56.81716	32.73872	172.08209
FH21	7	1	172.25603	152.02239	175.78174	244.11567
FH21	8	0	1129.43966	495.91791	1175.68625	529.60821
FH21	8	1	1190.88772	553.84701	1240.15635	588.04104
FH21	9	0	474.85100	380.10448	386.35467	427.76866
FH21	9	1	423.98006	321.67164	313.32214	374.37313
FH21	10	0	636.01259	493.30970	498.16999	524.48507
FH21	10	1	547.86988	453.51493	428.66317	493.25373
FH21	11	0	809.90556	699.17910	698.20042	728.06716
FH21	12	0	273.39559	429.76493	459.00210	487.56343
FH21	12	1	313.18573	366.29478	497.28122	428.62687
FH21	13	0	898.04617	630.42910	830.89192	659.03731
FH21	13	1	952.44281	606.25000	866.65268	634.35448
FH21	14	0	102.74921	380.82090	96.70514	443.28358
FH21	15	0	1216.87303	604.47761	1216.87303	636.71642
FH21	16	0	1500.94439	578.28358	1579.51731	610.52239
FH21	17	0	662.16055	54.40299	628.02833	122.91045
FH21	17	1	759.87303	39.79478	720.20042	97.72388
FH21	18	0	692.88458	68.00373	690.98741	135.00000
FH21	18	1	813.26233	80.09328	808.84680	131.47388
FH21	19	0	1298.73767	776.14179	1298.86988	821.54104
FH21	19	1	1367.74082	719.22015	1391.04197	764.11567
FH21	20	0	440.40923	356.51866	571.03778	417.98881
FH21	20	1	348.74082	311.68657	495.99056	385.24627
FH21	21	0	398.10073	366.08955	477.35467	422.01866
FH21	21	1	291.32214	284.98881	383.67156	355.52612
FH21	22	0	351.25918	366.59328	498.50892	429.07090
FH21	22	1	263.11647	329.31716	412.88458	396.32836
FH21	23	0	236.92550	317.22761	390.21931	390.28358
FH21	23	1	160.36726	252.75000	328.77125	339.91045
FH21	24	0	486.24344	325.28731	597.22875	383.73507
FH21	24	1	440.40923	295.06343	554.92025	362.07463
FH21	25	0	349.56873	145.26493	455.74502	230.92537
FH21	25	1	426.12697	85.82463	519.20776	175.01119
FH21	26	0	483.54565	267.67164	556.98321	335.19776
FH21	26	1	528.87618	212.76493	582.16684	279.28358
FH21	27	0	627.98741	231.16418	645.62959	287.34328
FH21	27	1	720.66317	209.00000	739.81637	266.18657
FH21	28	0	695.47639	139.51866	755.83316	201.10448
FH21	28	1	767.50157	120.37687	828.36201	176.42164
FH21	29	0	792.68520	227.16791	871.67786	276.16045
FH21	29	1	852.11857	195.43284	923.55614	239.38806
FH21	30	0	1101.20042	214.08582	990.04092	235.35821
FH21	30	1	1103.71878	88.65672	975.43442	111.94403
FH21	31	0	575.94334	366.07463	654.11962	415.00000
FH21	31	1	635.37671	355.49627	702.47219	407.94776
FH21	32	0	674.15950	411.41045	775.00105	461.34328
FH21	32	1	712.43861	422.49254	809.75446	470.41045
FH21	33	0	683.59811	285.13433	784.57083	338.43284
FH21	33	1	726.91396	235.76866	801.69570	298.13433
FH21	34	0	773.25184	279.59328	835.94544	325.83955
FH21	34	1	820.09339	238.28731	870.19517	288.05970
FH21	35	0	834.69990	330.97388	800.18468	372.68657
FH21	35	1	895.14061	354.14552	863.14376	391.32463
FH21	36	0	972.72298	426.52612	976.88877	462.11194
FH21	36	1	1030.14166	384.71642	1024.23400	415.76866
FH21	37	0	1013.01679	382.19776	1111.36936	421.30970
FH21	37	1	1054.31794	339.38060	1150.65582	372.44776
FH21	38	0	1046.25918	454.23134	1120.43547	491.83209
FH21	38	1	1096.12277	409.90299	1156.69990	440.95522
FH21	39	0	1083.02728	442.14179	1179.36516	478.23134
FH21	39	1	1139.43861	446.17164	1234.26548	481.25373
FH21	40	0	1174.19203	460.77985	1214.11857	492.33582
FH21	40	1	1219.01889	460.77985	1264.98951	488.80970
FH21	41	0	755.03148	395.98507	887.92865	445.97761
FH21	41	1	838.64113	411.09701	976.57503	455.54851
FH21	42	0	839.14481	509.32463	947.86569	553.27239
FH21	42	1	887.49738	480.61194	999.74397	526.07090
FH21	43	0	795.32529	448.37313	905.05352	492.82463
FH21	43	1	857.27702	423.69030	957.43547	471.16418
FH21	44	0	1426.66737	576.68284	1385.30745	603.33209
FH21	44	1	1479.55299	574.16418	1459.34732	603.33209
FH21	45	0	1416.80378	291.94030	1376.33263	297.63060
FH21	45	1	1476.23715	287.91045	1450.37251	293.60075
FH21	46	0	1435.51312	708.06716	1504.60126	752.68657
FH21	46	1	1443.57188	617.89925	1504.09759	651.94030
FH21	47	0	1501.31899	682.65672	1539.78909	729.73881
FH21	47	1	1580.89927	682.65672	1634.47954	725.70896
FH21	48	0	1534.56139	655.95896	1455.67576	689.44030
FH21	48	1	1633.28122	671.07090	1562.45435	703.54478
FH21	49	0	729.77440	313.27239	760.43547	360.27985
FH21	49	1	793.74082	320.82836	804.75866	366.82836
FH21	50	0	729.77440	307.22761	775.04197	354.73881
FH21	50	1	681.42183	290.60448	737.26653	339.62687
FH21	51	0	851.91396	534.39925	964.36621	575.94030
FH21	51	1	908.82896	550.51866	1027.82896	590.54851
FH21	52	0	1589.35887	458.97015	1667.66002	477.72761
FH21	52	1	1654.83631	438.31716	1750.26233	451.02985
FH21	53	0	872.93599	385.97015	887.94019	421.00000
FH21	53	1	935.39140	376.39925	941.83316	412.94030
FH21	54	0	964.97272	179.91418	973.16789	216.77612
FH21	54	1	1003.25184	267.56343	1022.52781	299.89179
FH21	55	0	640.85519	118.27239	623.77440	182.77612
FH21	55	1	738.56768	143.96269	701.84365	199.39925
FH21	56	0	1789.04512	624.51866	1907.91186	660.10448
FH21	56	1	1726.08604	605.88060	1843.94544	638.94776
FH21	57	0	1026.51312	316.88806	976.64533	345.36194
FH21	57	1	1084.93914	322.42910	1028.01994	348.88806
FH21	58	0	1397.30745	582.27985	1463.77440	618.14552
FH21	58	1	1473.36201	613.00746	1554.43547	651.39179
FH21	59	0	1161.42497	450.50746	1275.34418	484.28731
FH21	59	1	1213.80693	481.23507	1331.25184	513.50373
FH21	60	0	1290.07975	823.58582	820.98426	836.26119
FH21	60	1	1410.45750	863.38060	950.93179	880.08582
FH21	61	0	644.92865	621.52985	10.07345	617.31716
FH21	61	1	773.36516	686.51119	109.29696	674.23881
FH21	62	0	867.96852	584.41418	642.81007	606.45896
FH21	62	1	773.27807	569.80597	552.14900	591.85075
FH21	63	0	1043.24659	651.41045	818.80693	669.64925
FH21	63	1	1003.45645	599.02239	778.51312	619.77985
FH21	64	0	1230.51312	741.14552	979.70094	763.88806
FH21	64	1	1288.93914	769.35448	1063.81427	801.16418
FH21	65	0	901.64533	620.81343	523.97692	632.11940
FH21	65	1	1013.96432	632.90299	630.75551	645.72015
FH21	66	0	1099.79958	556.29104	444.21511	551.92537
FH21	66	1	1038.85519	481.23507	354.56139	488.95896
FH21	67	0	1215.96852	282.26119	1053.20776	299.09701
FH21	67	1	1174.16369	247.00000	1013.92130	264.84328
FH21	68	0	1056.05352	603.45149	1055.10493	634.41418
FH21	68	1	1091.81427	618.56343	1092.88038	655.06716
FH21	69	0	905.70094	477.26493	845.17104	508.88433
FH21	69	1	945.99475	489.85821	873.37671	523.99627
FH21	70	0	968.15635	344.27985	973.60756	385.47015
FH21	70	1	950.02413	324.63433	956.98636	361.29104
FH21	71	0	889.86569	171.47388	637.05352	207.38806
FH21	71	1	854.10493	122.61194	603.81112	164.06716
FH21	72	0	804.54984	424.86567	633.48374	456.40672
FH21	72	1	845.85100	441.48881	660.17838	473.53358
FH21	73	0	947.90661	237.94776	668.43966	262.03731
FH21	73	1	1010.36201	252.55597	739.96118	278.15672
FH21	74	0	1115.77754	398.00000	949.09024	421.18657
FH21	74	1	1088.57922	363.24254	921.89192	383.91045
FH21	75	0	903.49843	307.98507	619.91396	335.60075
FH21	75	1	959.40609	314.02985	673.30325	343.15672
FH21	76	0	1265.07555	573.42164	1202.10178	604.38433
FH21	76	1	1308.39140	563.85075	1253.98006	591.79104
FH21	77	0	844.23715	305.95522	695.34732	346.42910
FH21	77	1	829.63064	279.25746	693.33263	316.20522
